in_reply_to_user_id,lang,public_metrics,id,text,author_id,referenced_tweets,reply_settings,created_at,conversation_id,source,search_query,geo
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",739360487964577792,RT Armada RT MaykelArmada: Wat was het super gisteren! Check hier de This is Rood arminvanbuuren borsato #super... http://someurl,318923751,,everyone,2016-06-05T07:37:31.000Z,739360487964577792,IFTTT,#super,
,nl,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",739344299435929600,Meer dan 600 lopers voor de eerste editie van Dwars door Beveren. #Super #DikkeLeute #Roeselare #ProficiatPompiers http://someurl,305446482,,everyone,2016-06-05T06:33:11.000Z,739344299435929600,Twitter Web Client,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",739220280623632384,Genoten van #Adele in de Ziggo Dome. #queen #super http://someurl,22754143,,everyone,2016-06-04T22:20:23.000Z,739220280623632384,Echofon  Android,#super,
,nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",739197654404583426,RT @someuser: Vandaag waren we sponsor van een deelnemer van de Trekkertrek van Niezijl. Hij trok gelijk een FULL PULL #Super https:...,378114100,"[{'type': 'retweeted', 'id': '739152686222807040'}]",everyone,2016-06-04T20:50:29.000Z,739197654404583426,Twitter for iPhone,#super,
,nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",739152686222807040,Vandaag waren we sponsor van een deelnemer van de Trekkertrek van Niezijl. Hij trok gelijk een FULL PULL #Super http://someurl,4169890336,,everyone,2016-06-04T17:51:47.000Z,739152686222807040,Twitter Web Client,#super,
,nl,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",739129943448276992,RT @someuser: #hinw collega Marja van der Velde wint Onderwijspioniers 2016 #roc #rocwb #super Prachtig buddy-project,214033602,"[{'type': 'retweeted', 'id': '738954141549137920'}]",everyone,2016-06-04T16:21:25.000Z,739129943448276992,Twitter for iPad,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",739099519929987073,YES! Tickets voor @someuser binnen. Eerste concert van net tienerdochters. #super #zinin #wordtzogaaf,378211465,,everyone,2016-06-04T14:20:32.000Z,739099519929987073,TweetDeck,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",739094481652305921,"Heerlijk, de vriendelijkheid waarmee de mannen van #Cadans #Leuven je ontvangen & snelheid waarmee herstelling gebeurt! #fietsenmaker #super",228363428,,everyone,2016-06-04T14:00:30.000Z,739094481652305921,Twitter for Android,#super,
82692289,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",739004590163656704,@someuser @someuser @someuser Nu niet gaan overdrijven ... 😉 #Super #Helden,20787992,"[{'type': 'replied_to', 'id': '739002552709173253'}]",everyone,2016-06-04T08:03:18.000Z,739002552709173253,Twitter for iPhone,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",738996029979295744,#INFOGRAPHIC: Whats your #super #power? en andere ongewoonlijke #sollicitatie vragen! http://someurl,288221723,,everyone,2016-06-04T07:29:18.000Z,738996029979295744,Buffer,#super,
,nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",738984860556136450,"RT @someuser Ook vandaag, zaterdag 4 juni, voor elke klant deelname aan de GRATIS EINDE-VERBOUWING loterij bij #Heevis. #super http://someurl",146061636,"[{'type': 'retweeted', 'id': '738984586689060864'}]",everyone,2016-06-04T06:44:55.000Z,738984860556136450,Twitter for iPhone,#super,
,nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",738984586689060864,"Ook vandaag, zaterdag 4 juni, voor elke klant deelname aan de GRATIS EINDE-VERBOUWING loterij bij #Heevis. #super http://someurl",2353589743,,everyone,2016-06-04T06:43:49.000Z,738984586689060864,Twitter for iPhone,#super,
,nl,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",738972613209378816,RT @someuser: Er zijn veel mensen die afgelopen tijd blij zijn geweest dat anderen zon hobby hebben! @someuser #super,22194879,"[{'type': 'retweeted', 'id': '738632205417742336'}]",everyone,2016-06-04T05:56:15.000Z,738972613209378816,Twitter for iPad,#super,
,nl,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",738954141549137920,#hinw collega Marja van der Velde wint Onderwijspioniers 2016 #roc #rocwb #super Prachtig buddy-project,76675366,,everyone,2016-06-04T04:42:51.000Z,738954141549137920,Twitter for iPad,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",738868794932789252,nieuw!!!| #super mooie outfits weer binnen By Studsxxx http://someurl,793589616,,everyone,2016-06-03T23:03:42.000Z,738868794932789252,Instagram,#super,
228466283,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",738868001592709121,@someuser @someuser En het is nog gebeurd ook! #super!!! Kippenvel weer! #Roparun25,86111392,"[{'type': 'replied_to', 'id': '701329063324024832'}]",everyone,2016-06-03T23:00:33.000Z,701326534905360384,Twitter for iPhone,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",738832808341213184,Spannend!!! Wie wordt het? #tvvv ✌🏻#talent 🎤#super 🎼 http://someurl,3114815933,,everyone,2016-06-03T20:40:43.000Z,738832808341213184,Instagram,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",738821597633581056,Nog zon bijzondere dansgroep #Unbraekeble i/d finale van Hollands Got Talent #HGT | Wat kan die vrouw zingen #super http://someurl,126006104,,everyone,2016-06-03T19:56:10.000Z,738821597633581056,TweetDeck,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",738786241089527808,Na #super #geostickgroep week heerlijk weekeinde met Italiaanse witte wijn van @someuser #takeawaysommelier http://someurl,1257890377,,everyone,2016-06-03T17:35:40.000Z,738786241089527808,Twitter for iPhone,#super,{'place_id': '1b5311a83bc47cb7'}
,nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",738766182870855680,Mooie lijst ontvangen#duurzame ondermemersLaarbeek#event 10 juli Croy#samenwerkingLaarbeek| #super leuk#duurzaamheid ook daar te versterken,906449192,,everyone,2016-06-03T16:15:58.000Z,738766182870855680,Twitter for Android,#super,
,nl,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",738632205417742336,Er zijn veel mensen die afgelopen tijd blij zijn geweest dat anderen zon hobby hebben! @someuser #super,6038672,,everyone,2016-06-03T07:23:35.000Z,738632205417742336,Twitter for iPad,#super,{'place_id': '4c7cd486914c1b94'}
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",738459690414317568,M’n werk aan @someuser daarmee nu ook kerkelijk ingekaderd. Gemeente #AmersfoortWest gaat fungeren als #thuisgemeente. #super #dankbaar 2/3,256980840,,everyone,2016-06-02T19:58:04.000Z,738459690414317568,Twitter for Windows,#super,
,nl,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",738457400122953728,RT @someuser 2 bewoners van @someuser @someuser treden op @someuser #super @someuser http://someurl,4127576903,"[{'type': 'retweeted', 'id': '738356067315396608'}]",everyone,2016-06-02T19:48:58.000Z,738457400122953728,Twitter Web Client,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",738404587149918209,Wat een knappe prestatie van onze #Kikiiiiii #super knap,477637833,,everyone,2016-06-02T16:19:07.000Z,738404587149918209,Twitter for Android,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",738397936749514753,Bertens op weg naar halve finale! #super #top,175726836,,everyone,2016-06-02T15:52:41.000Z,738397936749514753,Twitter for iPhone,#super,
,nl,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",738356067315396608,2 bewoners van @someuser @someuser treden op @someuser #super @someuser http://someurl,527865187,,everyone,2016-06-02T13:06:19.000Z,738356067315396608,Twitter for Android,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",738352549791707137,Het kan ook anders #Pure Energie #Super| Omwonenden Aalten hebben weinig last van windmolens http://someurl,256974134,,everyone,2016-06-02T12:52:20.000Z,738352549791707137,Twitter Web Client,#super,
,nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",738342448355758080,RT @someuser Mijn hoofd vol na een online boost sessie met @someuser Bedankt v helder maken van plannen v mijn website #super http://someurl,20593014,"[{'type': 'retweeted', 'id': '738295081967443968'}]",everyone,2016-06-02T12:12:12.000Z,738342448355758080,Twitter for Android,#super,
,nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",738295081967443968,Mijn hoofd vol na een online boost sessie met @someuser Bedankt v helder maken van plannen v mijn website #super http://someurl,2521165933,,everyone,2016-06-02T09:03:59.000Z,738295081967443968,Twitter for iPhone,#super,
,nl,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",738273361298657280,RT @someuser: Je leest het goed! | Rotary Stadskanaal schenkt TessUnlimited Guatemala ruim 10.000 euro 👍🍾🙏🏻  #super http://someurl,318396549,"[{'type': 'retweeted', 'id': '738081185780408322'}]",everyone,2016-06-02T07:37:40.000Z,738273361298657280,Twitter for iPhone,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",738143161499848706,Top avond gehad @someuser 40jaar bestaan #pubquiz #bedankt! En dan met team @someuser gewoon winnen 😃#Super! http://someurl,233620883,,everyone,2016-06-01T23:00:18.000Z,738143161499848706,Twitter for Android,#super,{'place_id': '6a5aff47bb340b6b'}
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",738096254270443520,#super #busy #week #byemayhellojune @someuser natuurmonumenten jopenkerk_haarlem... http://someurl,147872572,,everyone,2016-06-01T19:53:54.000Z,738096254270443520,Instagram,#super,
,nl,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",738081185780408322,Je leest het goed! | Rotary Stadskanaal schenkt TessUnlimited Guatemala ruim 10.000 euro 👍🍾🙏🏻  #super http://someurl,103312822,,everyone,2016-06-01T18:54:02.000Z,738081185780408322,Twitter for iPhone,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",738063024334852096,#13maanden #eerstepasjes #lopen #cool #babyboy #leonk #babymodel | #papa en #mama zijn #super... http://someurl,711472648,,everyone,2016-06-01T17:41:52.000Z,738063024334852096,Instagram,#super,
,nl,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",738031366638579712,"RT @someuser #D66Gld beleeft de Achterhoek #Berkelzomp #Lochem, lunch @someuser zorgboerderij #DeBerkelhof #Haarlo #super! http://someurl",84031563,"[{'type': 'retweeted', 'id': '738011607465353216'}]",everyone,2016-06-01T15:36:04.000Z,738031366638579712,Twitter for iPhone,#super,
,nl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",738023426728812544,Wederom super geholpen door @someuser en daarom zal ik dus nooit overstappen!! #service #super,49994895,,everyone,2016-06-01T15:04:31.000Z,738023426728812544,TweetCaster for Android,#super,
,nl,"{'retweet_count': 6, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",738022851891056640,RT @someuser: Kanjer van een voetbaltoernooi: 17 en 18 juni in Bedum @someuser @someuser @someuser #super #komook http://someurl,2888001249,"[{'type': 'retweeted', 'id': '736890315722854400'}]",everyone,2016-06-01T15:02:14.000Z,738022851891056640,Hootsuite,#super,
518982183,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",738013184834048000,@someuser wat een fijne mensen ontmoet ik toch de laatste tijd. #Rugzak gevonden #barchem #super!,518982183,"[{'type': 'replied_to', 'id': '737994867779899392'}]",everyone,2016-06-01T14:23:49.000Z,737994867779899392,Twitter for iPhone,#super,
,nl,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",738011607465353216,"#D66Gld beleeft de Achterhoek #Berkelzomp #Lochem, lunch @someuser zorgboerderij #DeBerkelhof #Haarlo #super! http://someurl",95953761,,everyone,2016-06-01T14:17:33.000Z,738011607465353216,Twitter for iPad,#super,
193744430,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",738002262577057793,@someuser @someuser Jullie zijn een prachtkoppel.Lak aan al dat gezwans over #racisme! #Super! ♡,1886674916,"[{'type': 'replied_to', 'id': '737747200596381696'}]",everyone,2016-06-01T13:40:25.000Z,737747200596381696,Twitter for Android,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",737990794884288512,Vanavond bij de Wijkraad Leigraaf in #Westervoort Een actieve groep vrijwilligers die veel dingen samen regelen in de wijk. #Super! 👍,250706525,,everyone,2016-06-01T12:54:51.000Z,737990794884288512,Twitter for iPad,#super,
,nl,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",737968249539809281,Iris #gefeliciteerd met het behalen van je #rijbewijs #super @someuser http://someurl,1848992258,,everyone,2016-06-01T11:25:16.000Z,737968249539809281,Twitter for iPad,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",737949084502261760,Tijdens de workshop Work- Life Balance van de Kiem worden de stappentellers getest tijdens de lunchpauze ! #super... http://someurl,2659424348,,everyone,2016-06-01T10:09:06.000Z,737949084502261760,Facebook,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",737946572034609152,Spannende 1e set; Kiki sleept hem met 7-6 binnen! #super #RG16,196616297,,everyone,2016-06-01T09:59:07.000Z,737946572034609152,Twitter for Android,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",737730595380465664,Heerlijke #bbq gehad bij #fortaanhetklop .... #super #lokatie http://someurl,2338116710,,everyone,2016-05-31T19:40:54.000Z,737730595380465664,Twitter for iPhone,#super,
,nl,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",737696172735930368,RT @someuser #Super interessant! Applaus ook voor de tekenaar die alles zonder technologie in kaart brengt! #learningtechday,3380001827,"[{'type': 'retweeted', 'id': '737660854938832896'}]",everyone,2016-05-31T17:24:07.000Z,737696172735930368,Twitter for iPhone,#super,
,nl,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",737660854938832896,#Super interessant! Applaus ook voor de tekenaar die alles zonder technologie in kaart brengt! #learningtechday,608164781,,everyone,2016-05-31T15:03:47.000Z,737660854938832896,Twitter for iPhone,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",737653077864554496,Ja zag de demo! #super @someuser  http://someurl,518982183,"[{'type': 'quoted', 'id': '737648883036217344'}]",everyone,2016-05-31T14:32:53.000Z,737653077864554496,Twitter for iPhone,#super,
3169717552,nl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",737651349026832384,"@someuser op het doek ook liguster, groot avondrood, dennen en overdag kolibrie, glasvleugel en walstro. en nu dus pauwoog :-))) #super",4558774096,"[{'type': 'replied_to', 'id': '737650846423482368'}]",everyone,2016-05-31T14:26:01.000Z,737644173231161344,Twitter Web Client,#super,
,nl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 5, 'quote_count': 0}",737401475673001984,Met DHL collegas op de top van de Col DOrnon. #ad6 #super #dhl http://someurl,221763509,,everyone,2016-05-30T21:53:06.000Z,737401475673001984,Twitter for BlackBerry,#super,
,nl,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",737318393267793920,"RT @someuser Wij, @someuser C1, willen organisatie @someuser @someuser en haar sponsors hartelijk danken voor een wederom TOP...",833880674,"[{'type': 'retweeted', 'id': '737263915151818752'}]",everyone,2016-05-30T16:22:58.000Z,737318393267793920,Twitter for Android,#super,
,nl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",737301531834351616,Even een shoutout naar @someuser http://someurl dit is goede content dit hebben we in Nederland nodig. Keep it up Davey #super,1659679352,,everyone,2016-05-30T15:15:58.000Z,737301531834351616,Twitter for iPhone,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",737297425140944896,Bedankt #Wijkteam #Afrikaanderwijk voor de hele volle doos met leesboeken #Speelotheek #super http://someurl,1900816302,,everyone,2016-05-30T14:59:39.000Z,737297425140944896,Twitter for Windows Phone,#super,
2910924334,nl,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",737263915151818752,"Wij, @someuser C1, willen organisatie @someuser @someuser en haar sponsors hartelijk danken voor een wederom TOP dag #Super #Genoten",1539365942,"[{'type': 'replied_to', 'id': '737256472065761280'}]",everyone,2016-05-30T12:46:29.000Z,737256472065761280,Twitter for Android,#super,{'place_id': '1f662869b2c35d06'}
2983223798,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",737193005086613504,@someuser wat super! Ik hoop dat ik ooit ook eens win. 😉😀 wat een #super initiatief. En lui van worden? Nooit! Eerder actiever.,636942564,"[{'type': 'replied_to', 'id': '736504304077524992'}]",everyone,2016-05-30T08:04:43.000Z,736504304077524992,Twitter for iPhone,#super,
2948817443,nl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",736987878757171200,@someuser heel goed dat je er naar vraagt. #super,134631753,"[{'type': 'replied_to', 'id': '736984755502190592'}]",everyone,2016-05-29T18:29:37.000Z,736835411629211648,Twitter for iPad,#super,
,nl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",736953634924154884,Wat een heerlijke dag! Bedankt alle vrijwilligers van @someuser jullie hebben dit mogelijk gemaakt!!! #super @someuser,370118731,,everyone,2016-05-29T16:13:33.000Z,736953634924154884,Twitter for iPhone,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",736920264479539200,Bedankt @someuser Wir sehen gern das GP am Deutschen RTL. #MonacoGP RTL Duitsland bedankte de honderdduizenden kijkers uit Nederland. #super!!,3038973105,,everyone,2016-05-29T14:00:57.000Z,736920264479539200,Twitter for Android,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",736912879681687552,Expositie Steam van Henri Faber #super (@ Salon 1813 in Apeldoorn) http://someurl,263068406,,everyone,2016-05-29T13:31:36.000Z,736912879681687552,Foursquare,#super,"{'place_id': '47649d6556b1f570', 'coordinates': {'type': 'Point', 'coordinates': [5.96254673, 52.21592654]}}"
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",736895456341417985,"#Changchun #Yatai - #Shijiazhuang #Ever #Bright, May 29, 2016 #Chinese #Super #League GZ Evergrande AFC Cham #China http://someurl",4838520568,,everyone,2016-05-29T12:22:22.000Z,736895456341417985,Arduino,#super,
,nl,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",736891047603769344,Topcriterium van vaste waarde @someuser 21 juni!| #sportdorp #super @someuser #komook http://someurl,103312822,,everyone,2016-05-29T12:04:51.000Z,736891047603769344,Twitter for iPhone,#super,
,nl,"{'retweet_count': 6, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",736890315722854400,Kanjer van een voetbaltoernooi: 17 en 18 juni in Bedum @someuser @someuser @someuser #super #komook http://someurl,103312822,,everyone,2016-05-29T12:01:56.000Z,736890315722854400,Twitter for iPhone,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",736700192033017858,Wat een geweldige dag #keltfest kennis gemaakt met #mutefish #awesome vele bekenden mogen begroeten! kortom #super http://someurl,393649348,,everyone,2016-05-28T23:26:27.000Z,736700192033017858,Twitter Web Client,#super,
,nl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",736679566295633920,"Oei, een avond voor in de boeken! Waarom? Omdat hij zo leuk was!Door de #tuin iedereen voorzien. #super #loveit http://someurl",524802047,,everyone,2016-05-28T22:04:30.000Z,736679566295633920,Twitter for iPhone,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",736675760228929536,"#Oirschot NK jeugd 2e divisie: hier zijn Janne 6e, Merel 7e en Lieke 15e van Nederland geworden!! #super #trots http://someurl",2786013414,,everyone,2016-05-28T21:49:22.000Z,736675760228929536,Twitter Web Client,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",736664887875764224,"#super dames @someuser wat een heerlijke harmonie jullie stemmen waanzinnig , een vast akkoord klinkt akkoord .",1894614025,,everyone,2016-05-28T21:06:10.000Z,736664887875764224,Twitter for iPad,#super,
,nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",736633235917131776,RT @someuser Geniet ervan Gerrie. En enorm bedankt voor de véle uren inzet! #super ^AdJ http://someurl,859899397,"[{'type': 'retweeted', 'id': '736512076823285760'}]",everyone,2016-05-28T19:00:24.000Z,736633235917131776,Twitter for iPad,#super,
,nl,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",736549700074147840,Voor het eerst #SUPER #geweldig geholpen bij @someuser #stad030 afdeling #Tomtom,24210629,,everyone,2016-05-28T13:28:27.000Z,736549700074147840,Tweetbot for iΟS,#super,
,nl,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",736512076823285760,Geniet ervan Gerrie. En enorm bedankt voor de véle uren inzet! #super ^AdJ http://someurl,195694757,"[{'type': 'quoted', 'id': '736506877547319296'}]",everyone,2016-05-28T10:58:57.000Z,736512076823285760,Twitter Web Client,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",736502327021015040,Het weer een #super dag voor een stukje lopen in het bos! #springtouw mee http://someurl http://someurl,112527026,,everyone,2016-05-28T10:20:12.000Z,736502327021015040,Foursquare,#super,"{'place_id': '47649d6556b1f570', 'coordinates': {'type': 'Point', 'coordinates': [5.92665344, 52.23262814]}}"
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",736450901494398977,Wie durft er in de voetsporen van Bennie Jolink te treden op @someuser  ? #Super programma is bekend > http://someurl,104638719,,everyone,2016-05-28T06:55:52.000Z,736450901494398977,Twitter Web Client,#super,{'place_id': '137615cdfe50ab09'}
,nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",736439300447952896,"RT @someuser @someuser Genoten! Maarre....je dochter cum laude geslaagd, waarvoor ook nog maar? ;-) @someuser @someuser #super...",106415342,"[{'type': 'retweeted', 'id': '736297219440189443'}]",everyone,2016-05-28T06:09:46.000Z,736439300447952896,Twitter for iPhone,#super,
96975923,nl,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",736297219440189443,"@someuser Genoten! Maarre....je dochter cum laude geslaagd, waarvoor ook nog maar? ;-) @someuser @someuser #super #gelachen",225131092,,everyone,2016-05-27T20:45:11.000Z,736297219440189443,Twitter Web Client,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",736280499568685057,Wederom Rockopera #Antigone Grieks drama 🎭 Opleiding Artiest met andere muzikale begeleiding 🎉 #super #complimenten Met @someuser #trots,177549758,,everyone,2016-05-27T19:38:45.000Z,736280499568685057,Twitter for Android,#super,{'place_id': '6c0c303d67cbb892'}
231848282,nl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",736274731343745024,@someuser En blijkbaar (gelukkig) zit er nu zoveel vis in de zee dat het toegenomen aantal zeehonden/bruinvissen kunnen eten. #super,231848282,"[{'type': 'replied_to', 'id': '736274124474028032'}]",everyone,2016-05-27T19:15:49.000Z,736109411215740928,Twitter Web Client,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",736258698054635520,Een #SUPER weekend gewenst! Nog een verhaaltje en dan lekker...........#bedtimestory | http://someurl http://someurl,2902326827,,everyone,2016-05-27T18:12:07.000Z,736258698054635520,Twitter for iPad,#super,
,nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",736250770086072320,RT @someuser: #super @someuser schoolkorfbaltoernooi . Vandaag in de krant http://someurl,93678379,"[{'type': 'retweeted', 'id': '736250657401896965'}]",everyone,2016-05-27T17:40:37.000Z,736250770086072320,Twitter for Android,#super,
,nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",736250657401896965,#super @someuser schoolkorfbaltoernooi . Vandaag in de krant http://someurl,80332483,,everyone,2016-05-27T17:40:10.000Z,736250657401896965,Twitter for Android,#super,
,nl,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",736170073740746752,VRNHN #BI #leren van Barry vh P #master Data Sciene #super! http://someurl,344038167,,everyone,2016-05-27T12:19:57.000Z,736170073740746752,Twitter for iPhone,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",736141790592552960,Pas op > momenteel grote ticketfraude > niet betalen indien persoons-en adresgevens niet kloppen. #super link #Amsterdam,132660392,,everyone,2016-05-27T10:27:34.000Z,736141790592552960,Twitter for iPad,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",736118698172403712,Wegens drukte mogen we gebruik maken van de eerste klas #super #NS #magookweleensgezegdworden,257705902,,everyone,2016-05-27T08:55:48.000Z,736118698172403712,Twitter for Android,#super,
14210251,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",736106362984226816,@someuser Yes! Johan Harstad - Buzz Aldrin: het Noorse boek heb ik destijds aanbevolen bij Podium. Ik had het ook graag vertaald! #super,95926754,"[{'type': 'replied_to', 'id': '736044463907164160'}]",everyone,2016-05-27T08:06:47.000Z,736044463907164160,Twitter Web Client,#super,
,nl,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",735924196170170369,RT @someuser @someuser heey truttebel #bestie #friends #love | al 6jaar #super #geweldige #onbreekverwoestbare #vriendschap http...,892749342,"[{'type': 'retweeted', 'id': '735924026116321285'}]",everyone,2016-05-26T20:02:55.000Z,735924196170170369,Twitter for Windows Phone,#super,
892749342,nl,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 11, 'quote_count': 0}",735924026116321285,@someuser heey truttebel #bestie #friends #love | al 6jaar #super #geweldige #onbreekverwoestbare #vriendschap http://someurl,2181718316,,everyone,2016-05-26T20:02:15.000Z,735924026116321285,Twitter Web Client,#super,
,nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",735918741507149825,Wauw!!!! #Donar kampioen!! #gefeliciteerd!! 👍👍👍 #Super #Trots,299597445,,everyone,2016-05-26T19:41:15.000Z,735918741507149825,Twitter for iPhone,#super,
