source,in_reply_to_user_id,text,reply_settings,lang,conversation_id,id,referenced_tweets,author_id,created_at,public_metrics,search_query,geo
Instagram,,"#selfie  #scared  #but  #it  #safe @ Suicide Point, Vagamon http://someurl",everyone,en,805955910803853321,805955910803853321,,2593153082,2016-12-06T02:03:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter Web Client,,RT@someuser...@ #HEARTSTICK #POUND! All alone& #SCARED!At riskto be #KILLED!... #DONATE to save http://someurl  #GEORGIA !! http://someurl,everyone,en,805941534009020416,805941534009020416,,1576463233,2016-12-06T01:06:50.000Z,"{'retweet_count': 28, 'reply_count': 0, 'like_count': 11, 'quote_count': 4}",#scared,
Twitter Web Client,,RT@someuser ...@ #HEARTSTICK #POUND! All alone& #SCARED! At riskto be #KILLED!... #DONATE to save http://someurl  #GEORGIA ! http://someurl,everyone,en,805941413506596865,805941413506596865,,1576463233,2016-12-06T01:06:21.000Z,"{'retweet_count': 10, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,
Twitter Web App,784200442741919745,@someuser Really? Ive been #scared to talk about it for years. But people need to know.,everyone,en,780780932966019073,805938271352135681,"[{'type': 'replied_to', 'id': '805937322114031616'}]",3369015297,2016-12-06T00:53:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter Web Client,,I just had the most fucked up dream that Ive had in a long time. #Dream #MemeMonday #scared http://someurl,everyone,en,805934142437212160,805934142437212160,,780451697311252480,2016-12-06T00:37:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter Web Client,,Boo!  lol #cutedogs #cutedog #funnydog #funnydogs #cuteanimals #cuteanimal #boo #gotcha #scurd #scared http://someurl,everyone,en,805928723396509696,805928723396509696,,338926543,2016-12-06T00:15:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",#scared,
Twitter Web Client,,also my japanese oral exam is tomorrow and im. #scared,everyone,en,805928096729808896,805928096729808896,,483166592,2016-12-06T00:13:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 1}",#scared,
Twitter for iPhone,,Exactly one month from yesterday until my 21st... yes I feel like need to be basic and tweet that #excited #scared 🤗,everyone,en,805925613567614976,805925613567614976,,355837135,2016-12-06T00:03:34.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 20, 'quote_count': 0}",#scared,
Twitter for Android,,I am scared of not getting this new job #scared #prayforme 😢😢😢😢😢😢,everyone,en,805917196136239104,805917196136239104,,2450560686,2016-12-05T23:30:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Instagram,,Im Scared! #mama #funny #omg #message #scared #laugh http://someurl,everyone,en,805917068042256384,805917068042256384,,223486153,2016-12-05T23:29:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for Android,,My first youtube video is almost uploaded!!😁 #nervous #scared #excited,everyone,en,805914918948061185,805914918948061185,,3280096350,2016-12-05T23:21:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,358881865,@someuser I... I dont know what the hell I just watched!😂😭 My retinas may never recover! #Scared,everyone,en,805892699320504320,805913818786250758,"[{'type': 'replied_to', 'id': '805892699320504320'}]",14237689,2016-12-05T23:16:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,A great song and video!!! #Scared #GordDownie #TragicallyHip 💃🏻❤️🎤 http://someurl,everyone,en,805910797528563712,805910797528563712,"[{'type': 'quoted', 'id': '805451605768163329'}]",766838245363679232,2016-12-05T23:04:41.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",#scared,
Twitter Web Client,,that feeling when you do something bad and just sit there and wait for concenquences to appear without appetite for food! #scared #trouble,everyone,en,805907413505343488,805907413505343488,,805903855108182016,2016-12-05T22:51:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,I would not want to be on #strategy team @someuser @someuser etc. when #amazon enters your space. You are not safe. #scared #iprayforyou,everyone,en,805905597430398976,805905597430398976,,805516633699663872,2016-12-05T22:44:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for Android,,Wish me luck on my first final exam. Lets hope I do good on it. | #scared #nervousness #FinalsWeek,everyone,en,805899908867903493,805899908867903493,,606452020,2016-12-05T22:21:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter Web Client,,Oh god Season 7 here we go.....| #LeagueOfLegends #Season7 #Scared,everyone,en,805897356256288768,805897356256288768,,636958932,2016-12-05T22:11:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for Android,,I am always #scared before going on stage; this is the fear which makes me do well.,everyone,en,805896053715189760,805896053715189760,,2881445604,2016-12-05T22:06:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,Today I had to read this! Thank you! #Confused #scared but #hopeful http://someurl,everyone,en,805892382705102848,805892382705102848,"[{'type': 'quoted', 'id': '805885992112680962'}]",3306204313,2016-12-05T21:51:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,"$35 Million, WOW!!! #DT #POTUSelect #scared #youpayforit http://someurl",everyone,en,805889324382306304,805889324382306304,,758295875496083456,2016-12-05T21:39:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for Android,,Anybody else scared enough right now with the robber barons becoming our leaders that ur looking for a 2nd job to pad ur savings? #scared,everyone,en,805887887090847745,805887887090847745,,832975260,2016-12-05T21:33:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for Android,,Having to get a minor operation because I used sunbeds a lot when I was younger. #BeSafe #scared,everyone,en,805887787757092865,805887787757092865,,149865688,2016-12-05T21:33:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter Web Client,172858784,"@someuser @someuser Youre discouraged? Im a Breast Cancer survivor who relies on Medicare for ongoing checkups, Im Terrified #Scared",everyone,en,803645579830108161,805887339159584770,"[{'type': 'replied_to', 'id': '803645579830108161'}]",21702446,2016-12-05T21:31:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,1674687170,@someuser I saw these and all I can think about is you saying Why would I kick something thats bigger than me 😂 #Scared? http://someurl,everyone,en,805884721070833670,805884721070833670,,449339073,2016-12-05T21:21:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,Heart racing already #TheWalkingDead #TheWalkingDeadUK #HeartRacing #Karl #Scared 🙈,everyone,en,805883804808343552,805883804808343552,,235294680,2016-12-05T21:17:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",#scared,
Twitter for iPhone,,1 week till I start my new job #scared,everyone,en,805882455806930948,805882455806930948,,1413308928,2016-12-05T21:12:04.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",#scared,
Twitter Web Client,177584156,@someuser Its North London you have to be aware of. Look who I bumped into. #Scared http://someurl,everyone,en,805589388902076416,805879584814231553,"[{'type': 'replied_to', 'id': '805589388902076416'}]",2999405007,2016-12-05T21:00:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
regrets to egrets,,I had to speak up and let the person know how I feel! #Scared#Egrets#OrtakeTheChance#ImissHim,everyone,en,805868135714869248,805868135714869248,,3353246534,2016-12-05T20:15:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,I had to speak up and let the person know how I feel! #Scared#Regrets#OrtakeTheChance#ImissHim,everyone,en,805868130346078208,805868130346078208,,2941468198,2016-12-05T20:15:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for Android,,"Its bones that #fluorosis affects when u see your own bones #deforming , so weak that they cant take your #weight  no more, you get #scared",everyone,en,805857775519600642,805857775519600642,,2225175692,2016-12-05T19:34:00.000Z,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,
WordPress.com,175576528,"@someuser I am #intrigued, & a little #scared. #pineapple #chipolte #yogurt http://someurl http://someurl",everyone,en,805852580261797890,805852580261797890,,2945426406,2016-12-05T19:13:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Instagram,,Ticket for Big Wheel.. #Me #Kleinsus #Tickets #BigWheel #48ft #december2016 #Excited #scared @someuser http://someurl,everyone,en,805849820674068480,805849820674068480,,380945609,2016-12-05T19:02:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Buffer,,"Running your own #business is hard. Its okay to feel #scared & #overwhelmed. Just know, it passes. Keep going. 💪🏼🌟 http://someurl",everyone,en,805849578666950656,805849578666950656,,702469359344689152,2016-12-05T19:01:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Google,,AIR HORN #3 Compilation 2016 | Best Funny Videos #AirHorn #Scarecam #Scared #Scary http://someurl,everyone,en,805849343467155457,805849343467155457,,2806272896,2016-12-05T19:00:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,First #spin class of Dec.... 😬| #scared,everyone,en,805842030765207552,805842030765207552,,34643323,2016-12-05T18:31:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,
Twitter for iPad,,"Things my #Wife says   the three things I am most #Scared of #Kidnappers, #Robbers, and #Ghosts. #ScaredOfTheDark",everyone,en,805841197340233728,805841197340233728,,89967682,2016-12-05T18:28:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,Hope this security guard turns up soon. At work on my own and theres some funny noises coming from factory/outside #Scared #Spooky,everyone,en,805836104687611913,805836104687611913,,152997214,2016-12-05T18:07:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",#scared,
Twitter Web Client,,Dont be scared @someuser  dont you want people to know you won fair & square? Only #scared #losers #block #recounts #Recount2016 http://someurl,everyone,en,805829838825201666,805829838825201666,"[{'type': 'quoted', 'id': '805547366556323840'}]",25085537,2016-12-05T17:42:59.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,You hang w the opps you become one #scared,everyone,en,805821297305522176,805821297305522176,,399673183,2016-12-05T17:09:03.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",#scared,
Twitter for iPhone,,Today the kids were outside of my house and to mess with them I moved the shutters. Its all out of love #love #funny #scared,everyone,en,805803149135069185,805803149135069185,,805795341966704640,2016-12-05T15:56:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,
Instagram,175576528,"@someuser I am #intrigued, & a little #scared. #pineapple #chipolte #yogurt http://someurl",everyone,en,805801553923710976,805801553923710976,,14794592,2016-12-05T15:50:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Google,,#depression is real. make sure you reach out and talk to someone. #dailyvlog #youtube #sorry #scared #lifeinLA http://someurl,everyone,en,805797706920669184,805797706920669184,,68307145,2016-12-05T15:35:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,Straightening up my choker on tube. I look up and a guy is practically dribbling.. Weirdos r REAL.maybe Ill take a pic of him? 🤔 #scared,everyone,en,805797083659780096,805797083659780096,,37213554,2016-12-05T15:32:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Instagram,,Eye out for mother loving banshees!! #banshee #fog #youtuber #youtube #funny #scared http://someurl,everyone,en,805788804158226437,805788804158226437,,3021530792,2016-12-05T14:59:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,"I have a job interview at 9am tomorrow, so of course a #snowstorm 🙄#outofpractice #scared",everyone,en,805787192111067141,805787192111067141,,381231366,2016-12-05T14:53:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,
Twitter for iPhone,,pray for me while i talk about my presentation in front of 20 peers #scared,everyone,en,805784898636226560,805784898636226560,,364104398,2016-12-05T14:44:25.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#scared,{'place_id': '58f3b65e0b58ed8f'}
Instagram,,#ICANT! #IDONtWANtTO! IM REALLY #SCARED! #GivingBack is automatic  until I have to #speak! EVEN... http://someurl,everyone,en,805782361518510084,805782361518510084,,53945209,2016-12-05T14:34:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,You know what you shouldnt do when you hear noises in the night? Google ghost scratching at door Ill be moving out now. #scared,everyone,en,805780084732751872,805780084732751872,,26461510,2016-12-05T14:25:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,• WE HAVE AN ANNOUNCEMENT COMING LATER THIS WEEK ! #weareeveline #scared http://someurl,everyone,en,805775418674581505,805775418674581505,,2830172449,2016-12-05T14:06:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,108568373,@someuser @someuser @someuser @someuser lol all these @someuser & @someuser fans begging for 5 & 6😂 #scared,everyone,en,805768416024023040,805770317612322818,"[{'type': 'replied_to', 'id': '805768416024023040'}]",461903057,2016-12-05T13:46:28.000Z,"{'retweet_count': 0, 'reply_count': 3, 'like_count': 3, 'quote_count': 0}",#scared,
Twitter for iPad,,"I like how pundits & fans want #mcfc players banned all time. | | Dont remember this happening with Beesley, Briscoe, Crooks & co #scared",everyone,en,805767771720220676,805767771720220676,,373284110,2016-12-05T13:36:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter Web Client,88617363,@someuser What??#scared,everyone,en,805739425149747200,805766905965453312,"[{'type': 'replied_to', 'id': '805739425149747200'}]",460829070,2016-12-05T13:32:55.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for Android,,Dis is not gud  now on 05 dec i will sleep all day #scared #kulungilebaba,everyone,en,805766477764788224,805766477764788224,,4413676761,2016-12-05T13:31:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,"You know, one of these times, youre going to run away, and Im not going to run after you#dazzling #forlove #scared #betheone #thechase",everyone,en,805743528777109504,805743528777109504,,148413021,2016-12-05T12:00:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter Web Client,2258256020,"@someuser IF I ever start getting on the wrong side of you, any chance of a heads up or whats the early signs to look for? #Scared",everyone,en,805742441081044992,805743147238248448,"[{'type': 'replied_to', 'id': '805742441081044992'}]",181583529,2016-12-05T11:58:30.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter Ads,,#worried #scared #nervous #anxious ? | Free #Anxiety support group Dec 1: http://someurl| #Montreal http://someurl,everyone,en,805735981772963840,805735981772963840,,369593422,2016-12-05T11:30:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,3946375588,@someuser @someuser @someuser #scared Oops consider myself told! WILL complete! 👊🏻💪🏼😈,everyone,en,805642240035000320,805731086575763457,"[{'type': 'replied_to', 'id': '805729680452186112'}]",4823447333,2016-12-05T11:10:35.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",#scared,
Smartphones Amazon,,top smartphone 2016 http://someurl #cáceres y #ugao #music #metallica #scared,everyone,en,805728679783448576,805728679783448576,,2331373819,2016-12-05T11:01:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,Dentist here I come bye bye wisdom tooth 😷😫 #scared,everyone,en,805724160467103744,805724160467103744,,834995300,2016-12-05T10:43:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter Web Client,,"Day 1/Week 1 of #adulting, 35 hours of work this week! WTF?!?!? Luckily noone is here to ask me questions! #scared #postdoc #grownup",everyone,en,805719157559934977,805719157559934977,,41346794,2016-12-05T10:23:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,
Twitter for iPhone,,How #scared and #nervous I #feel about the #big #surgery Im having #TOMORROW! #Tuesday #morning! http://someurl,everyone,en,805716786230464512,805716786230464512,,1634025397,2016-12-05T10:13:45.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",#scared,
Twitter for Android,,Finals in one week. #lawschool #helpme #scared http://someurl,everyone,en,805698136911945729,805698136911945729,,781162600742518784,2016-12-05T08:59:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPad,,I just played resident evil demo in VR| #scared| Had to keep telling myself its just a game.. When the thing jumped out I was terrified #RE7,everyone,en,805690845542412288,805690845542412288,,35604706,2016-12-05T08:30:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,
Twitter for iPhone,,Getting ready for our AGM tomorrow #scared #nervous but hoping to have some really positive conversations http://someurl,everyone,en,805689709993328640,805689709993328640,,785823523897880576,2016-12-05T08:26:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 2}",#scared,
Twitter for iPhone,34104616,@someuser #BoycottNFL #UnPatriotic @someuser once proud has fallen to such lows. All because @someuser is chicken 💩 to do his job #Scared #PC,everyone,en,805681518093942784,805681518093942784,,1529457523,2016-12-05T07:53:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,{'place_id': 'bd3d2074a33fbd06'}
Twitter Web Client,,RT@someuser ...@ #HEARTSTICK #POUND! All alone& #SCARED! At risk to be #KILLED!... #DONATE to save: http://someurl  #GEORGIA http://someurl,everyone,en,805676308885815296,805676308885815296,,534841923,2016-12-05T07:32:55.000Z,"{'retweet_count': 18, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}",#scared,
Twitter for iPhone,3189395395,@someuser has me really scared rn....... #scared,everyone,en,805671723743883264,805671723743883264,,3305594263,2016-12-05T07:14:42.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for Android,181036397,@someuser @someuser theyre good that way...#Scared. :) You have made it past the Mountains!!,everyone,en,805656812364009472,805665823906009088,"[{'type': 'replied_to', 'id': '805656812364009472'}]",17879224,2016-12-05T06:51:15.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#scared,{'place_id': '3797791ff9c0e4c6'}
Twitter for Android,,Why do people have so much to say on Twitter but not on any other sites? #scared #hiding,everyone,en,805662605243092993,805662605243092993,,30480984,2016-12-05T06:38:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,{'place_id': '5c2b5e46ab891f07'}
Instagram,,Poor little dog.  #scared #thunder #sydneysummer #oliver #jackrusell @ St. James Park http://someurl,everyone,en,805652773647872000,805652773647872000,,45768509,2016-12-05T05:59:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,"{'coordinates': {'type': 'Point', 'coordinates': [151.2425, -33.8918]}, 'place_id': '0073b76548e5984f'}"
Twitter for iPad,,Im so #scared of what the next 4 years will bring to us #DumpTrump #NotMyPresident http://someurl,everyone,en,805643455732989956,805643455732989956,"[{'type': 'quoted', 'id': '805610416026120192'}]",68870372,2016-12-05T05:22:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter Web Client,746387674286559232,"@someuser True! Both Hitler and Trump have given #scared #frustrated #jealous people permission to #hate, though claiming high morality.",everyone,en,805461907628957696,805640304237936640,"[{'type': 'replied_to', 'id': '805461907628957696'}]",788431041769988096,2016-12-05T05:09:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPad,,Definately the right call and an easy one..just wish they would show some balls and make the same easy calls on cheap shots to head #Scared! http://someurl,everyone,en,805636241915920384,805636241915920384,,1650506797,2016-12-05T04:53:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,Is there a name for the fear of not being remembered when you die? Plz help me #phobias #help #scared,everyone,en,805636059547639808,805636059547639808,,2988920644,2016-12-05T04:52:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for Android,14724725,@someuser now THAT was a brilliant episode #ep7 #thewalkingdead #excited #scared #angry,everyone,en,805620689709301760,805620689709301760,,32870523,2016-12-05T03:51:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,
Twitter for iPhone,25073877,@someuser u do not have the guts 2 accept the challenge from @someuser #chicken #wimp #scared #idiot #bigmouth #afraid,everyone,en,805620168974016512,805620168974016512,,26093499,2016-12-05T03:49:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,{'place_id': '3b77caf94bfc81fe'}
Twitter for iPhone,,At lax waiting to board this plane #scared #virginamerica #lax,everyone,en,805617407146401792,805617407146401792,,4292540968,2016-12-05T03:38:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,15279429,@someuser @someuser @someuser @someuser @someuser @someuser @someuser is The Hague Americans best hope 4 oversight on Trump? #scared,everyone,en,802229629247516676,805616849488580608,"[{'type': 'replied_to', 'id': '802229629247516676'}]",796513067618209792,2016-12-05T03:36:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,{'place_id': '6ffcf3b0b904bbcb'}
Twitter Web Client,,oiuw4otirjqo;i4ut0an;ans;oifja holy shit next weeks mid-season finale i can not #scared #thewalkingdead,everyone,en,805615490844520452,805615490844520452,,2450519449,2016-12-05T03:31:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,My heart cant take it!! #amazing #scared #shameless is it next Sunday yet??,everyone,en,805613395961491456,805613395961491456,,392500854,2016-12-05T03:22:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#scared,
Twitter for iPhone,,"It snowed all day long. At first I was super excited, but then I realized I have to drive in it tomorrow for the first time ever. #scared 😟",everyone,en,805606242303541248,805606242303541248,,2593141999,2016-12-05T02:54:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,{'place_id': '7dc5c6d3bfb10ccc'}
Twitter Web Client,412785239,"@someuser @someuser @someuser @someuser We all are #scared, well get through it, a narcissist like him is sure to self destruct",everyone,en,805532464475230209,805605099842207744,"[{'type': 'replied_to', 'id': '805598452977500160'}]",2513009136,2016-12-05T02:49:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,{'place_id': '7dc5c6d3bfb10ccc'}
Twitter Web Client,3316533025,#NotMyPresident #AntiTrump #TrumpPresident closer to throwing #SlimPickens #NuclearFootball w #scared #republicans http://someurl,everyone,en,805591849389977601,805603784986595328,"[{'type': 'replied_to', 'id': '805600912735694849'}]",3316533025,2016-12-05T02:44:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for Android,,HOLY F! | Im not stupid & knew its really bad But for whatever reason this just made me realize HowTruly Fd we really are 😢 #scared http://someurl,everyone,en,805602624737308673,805602624737308673,"[{'type': 'quoted', 'id': '805562892921831424'}]",709360939,2016-12-05T02:40:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,Peace -Second week of advent with #thejoyousfamily #adventlight #scared #jesusis #armedwithtruth  #thejoyousfamily http://someurl,everyone,en,805601894236307456,805601894236307456,,773969127560114176,2016-12-05T02:37:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter Web Client,2513009136,@someuser @someuser @someuser @someuser Wish I could click on a crying emoji instead of the heart...unless it was a broken heart. #Scared,everyone,en,805532464475230209,805598452977500160,"[{'type': 'replied_to', 'id': '805535159781093377'}]",412785239,2016-12-05T02:23:33.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",#scared,
Mobile Web (M2),,I swear something is here guys.. the curtain just randomly blew #help #scared,everyone,en,805597894690607105,805597894690607105,,805589549032337408,2016-12-05T02:21:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter Web App,,"Youre the scam! YOU asked court for $10,000,000 bond in typically $25,000 case and judge ordered $1,000,000 by Monday. #Scumbag #Scared http://someurl",everyone,en,805597247782133760,805597247782133760,,3707933962,2016-12-05T02:18:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for iPhone,,Looks like ribosomes are forced to make emotional opinions in order to portray the nucleus as subpar #scared ? http://someurl,everyone,en,805592338278023170,805592338278023170,"[{'type': 'quoted', 'id': '804786034164776961'}]",805492673855582208,2016-12-05T01:59:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",#scared,
Twitter Web Client,,"niko is jerryrigging the fuck out of drawpile right now, claims to have it under control #scared",everyone,en,805589664514052098,805589664514052098,,2154046100,2016-12-05T01:48:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
Twitter for Android,,I want the wyatts to win but at the same time I feel like it wont work very well. #scared #WWETLC,everyone,en,805580998176112640,805580998176112640,,800136349240070144,2016-12-05T01:14:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#scared,
