lang,conversation_id,id,created_at,public_metrics,author_id,source,text,reply_settings,search_query,referenced_tweets,in_reply_to_user_id,geo
es,527891071851040768,527891071851040768,2014-10-30T18:33:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2362697707,IFTTT,Pues ya vestida #Halloween #Party #Friends #Funny #Fun #Horror #Scared #Zombie #Blood #Music http://someurl,everyone,#scared,,,
in,527890353027026944,527890353027026944,2014-10-30T18:30:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",110827559,Instagram,#day40: #english #afternoon !;) #school #100happydays ♥ #exorcista wuaaaah! #scared http://someurl,everyone,#scared,,,
es,527840858193018880,527840858193018880,2014-10-30T15:14:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",363306192,Twitter for Windows Phone,"Antes decía que sólo me daba miedo el miedo mismo, ahora... Me da miedo el niño chango demonio. :S #ItsMyLife #Scared #JustShitMyPants",everyone,#scared,,,
es,527837298214576128,527837298214576128,2014-10-30T14:59:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",280256956,Instagram,Feliz dia de muertos C; #halloween #oct #october #30 #TagsForLikes #scary #spooky #boo #scared... http://someurl,everyone,#scared,,,
es,527786471626141697,527786471626141697,2014-10-30T11:37:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",353102693,Facebook,#Eat #Drink & Be #Scared Halloween au Fuego Latino Marrakech http://someurl,everyone,#scared,,,
es,527681282294415360,527681282294415360,2014-10-30T04:39:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",188808672,Instagram,#Genuinely #scared #BonnieSprings #Bonniescreams #Lasvegas #scary @someuser lineal.vulcan... http://someurl,everyone,#scared,,,
es,527664568311762944,527664568311762944,2014-10-30T03:33:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",179790493,Twitter for Android Tablets,Sana y salva D: #scared,everyone,#scared,,,"{'coordinates': {'type': 'Point', 'coordinates': [-100.4193637, 20.6177161]}, 'place_id': 'd3492c68c5661201'}"
es,527636534758244353,527636534758244353,2014-10-30T01:42:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2365575326,IFTTT,Noche de brujas jajaja #halloween #oct #october #scary #spooky #boo #scared #costume #ghost #pumpkinpatch #carvin... http://someurl,everyone,#scared,,,
es,527621648107966464,527621648107966464,2014-10-30T00:42:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1616066834,Instagram,Visitanos también en  #halloween #oct #october #30 #scary #spooky #boo #scared #costume #ghost... http://someurl,everyone,#scared,,,
es,527620077680463872,527620077680463872,2014-10-30T00:36:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",706190275,Instagram,Que es el aguacero irrespetuoso !! Quien dijo miedo ⛵🚩| #pouringrain #shithappens #pool #scared http://someurl,everyone,#scared,,,
es,527580016167882752,527580016167882752,2014-10-29T21:57:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",275057880,Instagram,Halloween time. Coreografía próximamente en youtube #halloween #time #youtube #scared #bones #black... http://someurl,everyone,#scared,,,
es,527503764056334336,527503764056334336,2014-10-29T16:54:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",475457068,Instagram,Es hermosaaa #cat #scared #puta http://someurl,everyone,#scared,,,
es,527474491551936512,527474491551936512,2014-10-29T14:58:13.000Z,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",1416694274,Instagram,Ya caaaasi es #Halloween !! ...| #AllYouNeedIsLove #Coffee #KeepCalm #Scared... http://someurl,everyone,#scared,,,
es,527386361058578433,527386361058578433,2014-10-29T09:08:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",196815014,Instagram,Me parece a mi o alguien le tiene miedo a los truenos? #Milu #Scared #Storm #Maricon #PerroGuardian... http://someurl,everyone,#scared,,,
es,527356341212286976,527356341212286976,2014-10-29T07:08:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",201838527,Instagram,I see dead people 😱 #scared #miedo #office #tuesday jajajajaj #justkidding http://someurl,everyone,#scared,,,
es,527287094084136960,527287094084136960,2014-10-29T02:33:34.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",244733138,Twitter for iPhone,Me dan miedo los truenos y esta lloviendo horrible!! :( #scared | #EMABiggestFansJustinBieber,everyone,#scared,,,
es,527223186744541184,527223186744541184,2014-10-28T22:19:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",356548538,Mobile Web (M2),"También en algún punto de la historia, tú serás el| próximo en morir.| #scared #EMABiggestFans1D",everyone,#scared,,,
tl,527094040974458880,527094040974458880,2014-10-28T13:46:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1942282495,Instagram,I #scared lol #Jahzara k chula te juro http://someurl,everyone,#scared,,,
es,527086595904905216,527086595904905216,2014-10-28T13:16:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1595445907,Instagram,Manca poco.| #halloweenalgrillo #halloween #oct #october #30 #TagsForLikes #scary #spooky #boo #scared... http://someurl,everyone,#scared,,,
es,527074408234762240,527074408234762240,2014-10-28T12:28:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",95533766,Twitter for Android,Me causaría mucha gracia que tipo yo dije todo eso y ahora me digan no nada que ver flasheaste no era necesario bye (?) :3 #scared,everyone,#scared,,,
es,526912673175592962,526912673175592962,2014-10-28T01:45:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",820065781,Twitter for Android,Uyy que día !!!  #Scared #Fear  😓💀😖,everyone,#scared,,,
es,526878476276858880,526878476276858880,2014-10-27T23:29:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",158213111,Instagram,Juan con su disfraza de Pinocho. #rcfoto #halloween #oct #october #30  #scary #spooky #boo #scared... http://someurl,everyone,#scared,,,"{'coordinates': {'type': 'Point', 'coordinates': [-69.95414834, 18.46633663]}, 'place_id': '695f560eb8922977'}"
es,526874110543269888,526874110543269888,2014-10-27T23:12:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",158213111,Instagram,Sebastián en nuestro set de Halloween. #rcfoto #halloween #oct #october #scary #spooky #boo #scared... http://someurl,everyone,#scared,,,"{'coordinates': {'type': 'Point', 'coordinates': [-69.95414834, 18.46633663]}, 'place_id': '695f560eb8922977'}"
es,526868692143837184,526868692143837184,2014-10-27T22:50:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",189950843,Instagram,Muy derrotado de lunes... #halloween #oct #october #30 #TagsForLikes #scary #spooky #boo #scared... http://someurl,everyone,#scared,,,
es,526844849845456896,526844849845456896,2014-10-27T21:16:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1069138968,Twitter for Android,Ok un pedofilo me acosa por fb #scared .__.,everyone,#scared,,,
es,526047767274471425,526841382200442881,2014-10-27T21:02:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2704403071,Twitter Web Client,@someuser Y eurovisión apareció mágicamente O_O #scared,everyone,#scared,"[{'type': 'replied_to', 'id': '526555503821094912'}]",2363737749,
es,526838461140307968,526838461140307968,2014-10-27T20:50:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",479087484,Instagram,Se me vuela la casa !!! #rain #wind #scared http://someurl,everyone,#scared,,,
es,526832712838311936,526834892840386561,2014-10-27T20:36:41.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",189680885,Twitter for Android Tablets,@someuser no we ya así está bien | #Scared,everyone,#scared,"[{'type': 'replied_to', 'id': '526834085785006081'}]",1935966792,
es,526820140089085953,526820140089085953,2014-10-27T19:38:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",346909426,Instagram,Creo que no voy un carajo a la facultad(?) #Instapic #Sky #Clouded #Scared #Fear #Blue #Black http://someurl,everyone,#scared,,,
es,526777834287558657,526777834287558657,2014-10-27T16:49:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",326407504,Instagram,LaAmoMucho pero me da Miedo ... 😔| #Sister #LoveShe #Costume #Halloween #Scared #Clown #Girl http://someurl,everyone,#scared,,,
es,526776743823032320,526776743823032320,2014-10-27T16:45:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",218635043,Instagram,Preparativi Halloween parte 4. #halloween #oct #october #30 #TagsForLikes #scary #spooky #boo #scared... http://someurl,everyone,#scared,,,
es,526752396819849216,526752396819849216,2014-10-27T15:08:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",85524806,Instagram,#dinner #newfriends #halloween #ghost #scared 👽💀👽💀😜😱 @ Patio VERA (Restobar) http://someurl,everyone,#scared,,,"{'coordinates': {'type': 'Point', 'coordinates': [121.09177365, 14.62312855]}, 'place_id': '011518fa24638550'}"
es,526604014985945088,526604014985945088,2014-10-27T05:19:15.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",150466875,Instagram,Juro que si me cagué de miedo. #taxi #Halloween #foot #spooky #scared #prank http://someurl,everyone,#scared,,,
es,526591334451535872,526591334451535872,2014-10-27T04:28:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",124012501,Twitter for Android,Lo que más miedo me dio de Anabelle fue cuando me di cuenta de lo q iba a engordar con las palomitas q comi #scared  😱,everyone,#scared,,,
es,526566460672708609,526566460672708609,2014-10-27T02:50:02.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",278249119,TweetDeck,*discutiendo los terminos y condiciones de mi existencia para el proximo año con papá y mamá león* #Scared,everyone,#scared,,,
es,526554056291274752,526554056291274752,2014-10-27T02:00:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",59279466,Instagram,Un sustico a mami antes de su operación :) #scaringmymom #mom #scared #halloween @ Jhoans Home http://someurl,everyone,#scared,,,"{'coordinates': {'type': 'Point', 'coordinates': [-71.6054271, 10.6587966]}, 'place_id': '01be351754bcbe13'}"
es,526543785036361728,526543785036361728,2014-10-27T01:19:55.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2295249548,Twitter for Android,"Ayyy, no saben como sufro con lo de Romi. Iria a acompañarla ahora pero no puedo :/ #Scared",everyone,#scared,,,
es,526510575468019712,526510575468019712,2014-10-26T23:07:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",142500924,Instagram,¡ya no soy tu hermano! #scared #boo #brother #jaja #love #him #game #play #scream http://someurl,everyone,#scared,,,
es,526353537752903680,526353537752903680,2014-10-26T12:43:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",192525292,Instagram,Me juego el cuello!!!| #halloween #fuck #october #30 #scream #scary #spooky #boo #scared #costume... http://someurl,everyone,#scared,,,
es,526339509131423744,526339509131423744,2014-10-26T11:48:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",128610597,Twitter for Android,"Vi una pelicula de terror de un payaso asesino, baje en la madrugada a tomar agua y cuando estaba subiendo empeze a correr y me cai. #Scared",everyone,#scared,,,
es,526198006157410304,526198006157410304,2014-10-26T02:25:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",220139593,Instagram,Recuerdos halloween 2013 #halloween #oct #October  #TagsForLikes #scary #spooky #boo #scared #costume... http://someurl,everyone,#scared,,,
es,526196282491424768,526196282491424768,2014-10-26T02:19:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1366340978,Instagram,"Aquí, antes de ver Annabelle. He roto mi promesa.  #damn #scared http://someurl",everyone,#scared,,,
es,526186563957706752,526186563957706752,2014-10-26T01:40:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",266578736,Instagram,Ay! Dio mio!!! #halloween #oct #october #30 #25 #scary #spooky #boo #scared #costume #ghost #pumpkin... http://someurl,everyone,#scared,,,
es,526086293957398528,526086293957398528,2014-10-25T19:02:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",384451425,Instagram,#food #happiness #halloween#october #30 #TagsForLikes #scary #spooky #boo #scared #costume #ghost... http://someurl,everyone,#scared,,,
es,525857917040201728,525857917040201728,2014-10-25T03:54:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",783508950,Twitter for Android,Q buena estuvo la pelicula Anabelle. #Horror #film #scared,everyone,#scared,,,
es,525848733234114561,525848733234114561,2014-10-25T03:18:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",151703723,Instagram,Lets do this!  Quesadillas de huitlacoche y flor de calabaza.  #huitlacoche #scared @ La Barca Grill &... http://someurl,everyone,#scared,,,
es,525835483541012480,525835483541012480,2014-10-25T02:25:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",967239703,Twitter for iPhone,"#Annabelle No esta tan fea, nada mas salió un chava llorando de la sala con su novio. #Scared",everyone,#scared,,,
es,525823918222114816,525823918222114816,2014-10-25T01:39:26.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",144901185,Twitter for Android,todo el mundo va a ver #HolaAnnabelle  hoy? #scared,everyone,#scared,,,
es,525810736120221697,525810736120221697,2014-10-25T00:47:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",138543906,TweetDeck,ACABO DE VER EN LA CALLE UN TIPO ACCCCCCSOLUTAMENTE IDENTICO PERO IDENTICO A #SANATELLA NO SE SI NO ERA EL EH???? MAMITAAAAAAAA #SCARED,everyone,#scared,,,
es,525792039330279425,525792039330279425,2014-10-24T23:32:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1323044298,Instagram,Aca con mi amiga la taru... casi muero D: #Spider #Scared #LaPutaQueTePario #Fobia #LaConchaDeLaLora... http://someurl,everyone,#scared,,,
es,525732067532083203,525732067532083203,2014-10-24T19:34:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",362688254,Twitter for Android,Como cuando algo muy raro anda pasando #scared,everyone,#scared,,,
es,525360252150374400,525360252150374400,2014-10-23T18:56:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",189950843,Instagram,Soy una instaoliva de Halloween #halloween #oct #october #30 #TagsForLikes #scary #spooky #boo #scared... http://someurl,everyone,#scared,,,
es,525285730072137728,525285730072137728,2014-10-23T14:00:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",19440564,Buffer,October 23 2014| Cartoon zombie| http://someurl| #antonbrand #cartoon #haloween #picperday #scared http://someurl,everyone,#scared,,,
es,525136037270790145,525136037270790145,2014-10-23T04:06:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",191154312,Twitter for Android,Igual es como tetrico tener 666 publicaciones jajaja #scared #afraid #wtf #instagram http://someurl,everyone,#scared,,,"{'coordinates': {'type': 'Point', 'coordinates': [-70.5804303, -33.4133181]}, 'place_id': '00c4b64e7affea25'}"
es,525111562013798402,525111562013798402,2014-10-23T02:28:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",84891393,Instagram,#gato #chihuahua #dogporn #hide #scared te extraña @someuser http://someurl,everyone,#scared,,,
es,525095244820254720,525095244820254720,2014-10-23T01:23:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",60416189,Instagram,Preparándome para #halloween #macabro #october #fiesta #Terror #scary #spooky #boo #scared #costume... http://someurl,everyone,#scared,,,"{'coordinates': {'type': 'Point', 'coordinates': [-72.21146125, 7.78160002]}, 'place_id': '01a73d6169f504ac'}"
es,525043677597405184,525047052565106688,2014-10-22T22:12:26.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",56615928,Twitter Web Client,"@someuser  eeeh!!...técnicamente no somos amigos, aunque últimamente, me llama todos los santos y demoníacos días ! #scared",everyone,#scared,"[{'type': 'replied_to', 'id': '525046295250341888'}]",96967124,
es,525025166351278080,525025166351278080,2014-10-22T20:45:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1697048923,Instagram,Asi estamos trabajando. Sin luz. My gosh. #light #nolight #girl #scared #dislike #selfie http://someurl,everyone,#scared,,,
es,524898703094468608,524898703094468608,2014-10-22T12:22:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",96061355,Twitter for Android,Home alone sa condo :( #Scared,everyone,#scared,,,
es,524832094204489728,524832094204489728,2014-10-22T07:58:16.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2259593270,Twitter for Android,Ni piensen que voy a ir al cinee ese dia. #scared,everyone,#scared,,,
es,524826244001853440,524826244001853440,2014-10-22T07:35:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",464038708,Twitter for Android,Miércoles y dolor d cabeza d pensar todo lo q me queda x hacer 😖.Preparando clase especial xa #halloween #gym  #scared #marrones #sintiempo,everyone,#scared,,,
es,524792076723318784,524792076723318784,2014-10-22T05:19:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2259593270,Twitter for Android,Teeengo miedo no quiero ir a ver esa peli. #scared,everyone,#scared,,,
es,524608190408065025,524608190408065025,2014-10-21T17:08:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",67711156,Instagram,Mi pera esta asustada #pear #scared #trabajando http://someurl,everyone,#scared,,,
es,524566265168678912,524566265168678912,2014-10-21T14:21:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",64122322,TweetDeck,QUE MIEDO #Scared RT @someuser Raúl Ruidíaz se la jura a #AlianzaLima - La Pulga cumplió suspensión y desea hacerle otro gol.,everyone,#scared,,,
es,524434401363767296,524434401363767296,2014-10-21T05:37:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",106447011,Twitter Web Client,NO LO PUEDO CREER #scared,everyone,#scared,,,
es,524347834465005568,524347834465005568,2014-10-20T23:54:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",178911889,Twitter for Android,No puedo creer lo rapido que se ha pasado el año... mañana empieza el ultimo bimestre de colegio de mi vida #throwback #school #scared,everyone,#scared,,,
es,524311830022209537,524311830022209537,2014-10-20T21:30:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",628307330,Hootsuite,Los lugares #abandonados más #espectaculares del #mundo! | http://someurl  #scary #scared #creepy #weird #omg #cool #awesome #miedo,everyone,#scared,,,
es,524305426532139008,524305426532139008,2014-10-20T21:05:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",524626921,Twitter for Android,"Viste los chucos q hay en el gym No, cdo paso por ahi ni miro Por? Tengo miedo de enamorarme #True  #Scared",everyone,#scared,,,
es,524286355052851201,524286355052851201,2014-10-20T19:49:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",211357230,Twitter for iPhone,Que falta de atención 😞 #scared #otravez,everyone,#scared,,,"{'coordinates': {'type': 'Point', 'coordinates': [-79.96575122, -2.14350368]}, 'place_id': '4e43cac8250a8b20'}"
es,524275744759742464,524275744759742464,2014-10-20T19:07:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",189950843,Instagram,Sólo 11 noches... #halloween #oct #october #30 #TagsForLikes #scary #spooky #boo #scared #costume... http://someurl,everyone,#scared,,,
es,524177807459745792,524177807459745792,2014-10-20T12:38:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",169938509,Twitter for Android,Voy recién en Talca y tengo que estar a la 1 en Conce. #scared,everyone,#scared,,,
es,524165384648159232,524165384648159232,2014-10-20T11:49:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1375908462,Twitter for Websites,ZOMBIE HOMICIDE PRANK!!: http://someurl #prank #lmao #halloween #scared,everyone,#scared,,,
es,524131151280365568,524131151280365568,2014-10-20T09:32:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1050912660,Twitter for Android,Levantarse a las 4:30am justo después  de una pesadilla ;$ #Scared,everyone,#scared,,,
es,524115738869895168,524115738869895168,2014-10-20T08:31:44.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",165074000,Vine for Android,Que fácil es asustar a algunos.. eh @someuser #vinealo #scared #friends #VineIberico http://someurl,everyone,#scared,,,
es,524049283306496000,524049283306496000,2014-10-20T04:07:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",67428232,Twitter Web Client,Tener que cerrar fb por que un imbécil te esta acosando. #scared,everyone,#scared,,,
es,523944407490260992,523944407490260992,2014-10-19T21:10:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",128571472,Instagram,Ya se acerca la noche #cementerio #recoleta #irogoyen #halloween #soon #bsas #argentina #scared... http://someurl,everyone,#scared,,,
es,523899539627864065,523899539627864065,2014-10-19T18:12:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",294161178,Instagram,Con mis siniestros amigos en SOFA 2014 #anabelle #scared #SOFA #corferias #PicsArt #havingfun #enjoy... http://someurl,everyone,#scared,,,
es,523895863559471104,523895863559471104,2014-10-19T17:58:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2596802863,IFTTT,RT alexunewells: Soy una zombie sexy (?) #Dancehall #Gyalz #SanPedro #Zombie #WalkingDead #Grrrr #Scared ... http://someurl,everyone,#scared,,,
es,523893580885020672,523893580885020672,2014-10-19T17:48:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",316838991,Instagram,Soy una zombie sexy (?) #Dancehall #Gyalz #SanPedro #Zombie #WalkingDead #Grrrr #Scared http://someurl,everyone,#scared,,,
es,523741815657463809,523741815657463809,2014-10-19T07:45:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",801858356,Twitter for iPhone,"Volar volar hasta las nubes, bien relajado en el avión... #weed #high #scared",everyone,#scared,,,
es,523723837587083264,523723837587083264,2014-10-19T06:34:27.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2488958580,Twitter for Android,"tengo miedO de ir a buscar la gaseosa, tengo sed #gordaproblems #scared #sOscared #lol #dark #punk #ahreinstagram",everyone,#scared,,,
es,523699183275245568,523699183275245568,2014-10-19T04:56:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1113693854,Instagram,😱😨😨 zombies dana_carmona  #blood #death #zombie #walker #thewalkingdead #horror #scared #people... http://someurl,everyone,#scared,,,
es,523582297157947392,523582297157947392,2014-10-18T21:12:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",123697204,Twitter for iPad,Miedo con la puerta cerrando se por el aire #scared 😰,everyone,#scared,,,
es,523547560548384768,523547560548384768,2014-10-18T18:54:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",548763086,Instagram,Comprando nuestras calabazas!!| #halloween #oct #october #30 #TagsForLikes #scary #spooky #boo #scared... http://someurl,everyone,#scared,,,"{'coordinates': {'type': 'Point', 'coordinates': [-88.48024301, 42.25604835]}, 'place_id': 'f54a2170ff4b15f7'}"
es,523544540670885889,523544540670885889,2014-10-18T18:42:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",810252548,Vine - Make a Scene,Ay me asustaste😂✔️ #sustocam #scared #scaredcam #vineMexico #RisaLatina #VinesenEsapañol #Mejoresvines #agu... http://someurl,everyone,#scared,,,
es,523304277633433600,523304277633433600,2014-10-18T02:47:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",483364397,Twitter for Android,Esta noche por primera vez en mi vida le tengo miedo a la lluvia :( #Scared,everyone,#scared,,,
es,523267441045303297,523267441045303297,2014-10-18T00:20:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",177416495,Twitter for Android,Demasiado morbo #Scared,everyone,#scared,,,
es,523265289371525120,523265289371525120,2014-10-18T00:12:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",136810760,Twitter Web Client,Las 2 semanas mas difíciles del ciclo se acercan! #scared,everyone,#scared,,,
es,523135397711609856,523135397711609856,2014-10-17T15:36:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",294923543,Instagram,Mi zombie favorita 😍 #zombie #halloween #her #sacred #scared http://someurl,everyone,#scared,,,
es,523094327715962881,523094327715962881,2014-10-17T12:53:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",138543906,Twitter for iPhone,En #instagram me sigue un tal #petrowitch (?) CC @someuser @someuser #Scared,everyone,#scared,,,
es,523009222402125824,523009222402125824,2014-10-17T07:14:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",440411949,Twitter Web Client,Desvelarse es sencillo cuando es en comañia de la persona correcta<3 #sheisperfect #ithinkifellforher #scared,everyone,#scared,,,
es,522882177466245121,522882177466245121,2014-10-16T22:50:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2824311224,Twitter for iPhone,Pronto sera nuestro final... Me huele que el Ebola sera el final del mundo 😭😔.| #Scared,everyone,#scared,,,
es,522849058361470976,522849058361470976,2014-10-16T20:38:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",115837240,Instagram,"Mespanto #jajaja #queloser #happybirthyday #myday #me #night #scared @ Milpa Alta, Distrito Federal,... http://someurl",everyone,#scared,,,"{'coordinates': {'type': 'Point', 'coordinates': [-99.02301819, 19.19299093]}, 'place_id': '083623af13759312'}"
