source,conversation_id,author_id,reply_settings,id,text,created_at,public_metrics,lang,geo,search_query,in_reply_to_user_id,referenced_tweets
Twitter for Android,470146601986449408,2435410910,everyone,470146601986449408,@someuser birthday wish ko makasama ko sa birthday ko ang actor na si Roi Vinzon. #hopeful,2014-05-24T10:17:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,39455426,
Facebook,470084080877330432,157520419,everyone,470084080877330432,Baka kaya hindi ako tumuloy umalis... hhhhmmm...  #toomanyreasons #guidemeLord #hopeful #excited,2014-05-24T06:09:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Facebook,470081974309097473,157520419,everyone,470081974309097473,Buti nalang hindi ako tumuloy umalis. :) #toomanyreasons #thankyouLord #hopeful #excited,2014-05-24T06:00:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for iPad,469928019839037440,147965905,everyone,469928019839037440,"Lord, unsa na mn xd ni nga pakulo ?? Nindota lord ha ?? Kanamg malipay ko baaa hahaha| | #hopeful#believeingod",2014-05-23T19:49:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter Web Client,469892164353146880,480996047,everyone,469892164353146880,Gagawa na ng program design for funding. | | #Hopeful,2014-05-23T17:26:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter Web Client,469837108576669696,126591360,everyone,469837108576669696,"Tapos na ang Day 1 na #TheLostPlanetinSeoul , may dalawang araw pa. EXOs Second box, pag iipunan talaga kita. #hopeful :)",2014-05-23T13:47:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,,#hopeful,,
Twitter Web Client,469726520286511104,133572564,everyone,469726520286511104,Sana ma-enrol ko ang 4 EDUM subjects. Gonna try the online enrolment.| #hopeful,2014-05-23T06:28:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter Web Client,469420899603865601,310367800,everyone,469420899603865601,Sa wakas! natanggap na rin ung Abstract ko! :))))  #hopeful #grateful,2014-05-22T10:13:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for iPhone,469390726531268608,16524184,everyone,469397885801349120,"@someuser Sana nag take ka padin, malay mo magkaroon ng changes tapos pwede ka na palang doon pumasok. #hopeful :)",2014-05-22T08:42:31.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",tl,,#hopeful,397205192,"[{'type': 'replied_to', 'id': '469395515818246144'}]"
Twitter Web Client,469255014549303297,403245442,everyone,469255014549303297,had a good nap.. be going to the asian store (i hear may C2 na daw sila) -_-patse ala la miyadja la keng oversoul ku #hopeful #cravings,2014-05-21T23:14:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,,#hopeful,,
Facebook,469055923995291648,1703792923,everyone,469055923995291648,Sana payagan na ko ng mama ko mag bf <3 please| | #HOPEFUL — feeling Gay,2014-05-21T10:03:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for iPhone,469001403726188544,498433981,everyone,469001403726188544,"Did my part. Kaw na bahala, Lord. Amen! 🙏😊#hopeful #CLAIM",2014-05-21T06:27:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for iPad,468972937522196480,184306181,everyone,468975236420214786,@someuser Di bale na. 😊 Alam naman nateng may nilaan si LORD na right and perfect time para mameet naten idol naten diba? 😊 #hopeful,2014-05-21T04:43:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,,#hopeful,1657384014,"[{'type': 'replied_to', 'id': '468974670881234945'}]"
Foursquare,468905384707907584,64153874,everyone,468905384707907584,Feelin great! #thankful #hopeful (@ Eastwest Bank Edsa-Munoz) http://someurl,2014-05-21T00:05:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,"{'coordinates': {'type': 'Point', 'coordinates': [121.12475, 14.62602]}, 'place_id': '0c4cd224fc7fb579'}",#hopeful,,
Twitter for iPad,468788115058872320,218088190,everyone,468788115058872320,Sana lang talaga umulan na dito sa amin :( #hopeful,2014-05-20T16:19:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter Web Client,468732294786592768,273207677,everyone,468732294786592768,Ngayon lang.. :`( #hopeful #nevergiveup,2014-05-20T12:37:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,468702350945701890,40817217,everyone,468702350945701890,Feeling ko papayag si Daddy. Hmmm #hopeful,2014-05-20T10:38:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for iPhone,468676589098500096,248553401,everyone,468676589098500096,"Lord, sana mag-reply siya. Haha! Amen. ^_^  #hopeful #gv #positive",2014-05-20T08:56:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,468416898485325824,590589964,everyone,468416898485325824,sana makapunta ako kahit hindi   na vip.. haha #hopeful,2014-05-19T15:44:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,468382078703112192,284368215,everyone,468382078703112192,Hindi pa ako binigo ni God.| #hopeful,2014-05-19T13:26:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Facebook,468348044959039488,1923104600,everyone,468348044959039488,maghapon blockout...so much init ng walang kuryente :( ....| | #thankful #blessed #hopeful #Godisgood :),2014-05-19T11:10:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,468284065997533184,206970948,everyone,468284065997533184,Gusto ko ng makapagtrabo abroad. Konti na lang. #FingersCrossed #Hopeful,2014-05-19T06:56:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,"{'coordinates': {'type': 'Point', 'coordinates': [121.1344722, 14.626426]}, 'place_id': '0c4cd224fc7fb579'}",#hopeful,,
Twitter for Android,468257018768142336,504484936,everyone,468257018768142336,Gusto ko yung nabasa ko| | Were separated but were not apart. #hopeful,2014-05-19T05:09:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,"{'coordinates': {'type': 'Point', 'coordinates': [121.0143761, 14.4731725]}, 'place_id': '53df18e21825a89c'}",#hopeful,,
Twitter for iPhone,468021371524489217,315683523,everyone,468021371524489217,"Balang araw, may lalaki rin na hindi magsasawang ligawan ako sa kahit anong aspeto maliit man o malaki. #hopeful #betterfuture",2014-05-18T13:32:45.000Z,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 6, 'quote_count': 0}",tl,,#hopeful,,
Twitter Web Client,467971928385273856,416175807,everyone,467971928385273856,"Yung mga pangarap namin ni @someuser at ng iba pang MP lovers , AB lovers sana Matupad. #Hopeful",2014-05-18T10:16:16.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,467478410810257408,78012612,everyone,467478410810257408,"Kung may aalis, may darating. ;) #hopeful",2014-05-17T01:35:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,467315033026744321,516086169,everyone,467315033026744321,Mubalik pa lage na siya guys... PRAMIS!!! #HOPEFUL #weareone,2014-05-16T14:46:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Facebook,466933260056924160,217216308,everyone,466933260056924160,Gaviii ;`)| G o G o S a n M i g C o f f e ..| | Tsalap Maliigoo| | #waitingforyouu| #hopeful — feeling fresh,2014-05-15T13:28:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,466814766938198016,148568952,everyone,466814766938198016,Swerte nung 2 babae sa Showtiime . May free ticket concert sila ng 2nei. . Sana ung 1D din . . ://| #Hopeful . ♥ .,2014-05-15T05:38:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Facebook,466754389101649920,754605757,everyone,466754389101649920,Whats happening Tuguegarao? Safe ka pa bang tirhan? o.O| | #Shocked #Curious #Hopeful,2014-05-15T01:38:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for iPhone,466622641999462400,70090903,everyone,466622641999462400,Adjustments. Adjustments. Babayaran ko na to pag me adjustments na mamaya. Sana meron.. 🙏 🙏 🙏 #hopeful,2014-05-14T16:54:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,466615165182423040,1368673176,everyone,466619403874742272,"@someuser Ikr! He shuts his mouth nlg po when Jacob &company were backstabbing Jane. I hope na sana, hindi sya maimpluwensyahan. #Hopeful",2014-05-14T16:41:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,1637732058,"[{'type': 'replied_to', 'id': '466615165182423040'}]"
Twitter for Android,466424797430562820,2169548948,everyone,466424797430562820,Papararapapapap love ko to..#hopeful,2014-05-14T03:48:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for iPhone,466302350299123712,140344495,everyone,466302350299123712,7 people dead in Fairview kasi napagtripan. Ikaw ba kelan ka ba mapag titripan putang ina ka? #hopeful,2014-05-13T19:41:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter Web Client,466234488989556736,154394629,everyone,466238008312610817,@someuser buti ka nga e.. dito epal tatay ko kaya gusto ko na ng sariling bahay.. #malapitna #hopeful,2014-05-13T15:26:18.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,261638017,"[{'type': 'replied_to', 'id': '466234488989556736'}]"
Twitter Web Client,466237146093719552,40218737,everyone,466237451850113026,@someuser @someuser @someuser di ba yan with shipping pa and all that echos????? mas mababa pa ata #hopeful,2014-05-13T15:24:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,84778958,"[{'type': 'replied_to', 'id': '466237146093719552'}]"
Twitter for iPhone,466234296835928065,45867845,everyone,466234296835928065,Kailan dadating ang araw na mapupull-off ko ang white sando? #hopeful,2014-05-13T15:11:33.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",tl,"{'coordinates': {'type': 'Point', 'coordinates': [120.96685133, 14.63611287]}, 'place_id': '53df18e21825a89c'}",#hopeful,,
Twitter Web Client,466201284932947968,1288660550,everyone,466201284932947968,"hnd aq nagma2dali,| da2ting dn ng araw para s akin... :)| #hopeful",2014-05-13T13:00:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter Web Client,466197043237490688,364058852,everyone,466197043237490688,Manytag sugtan kaa @someuser :) #hopeful,2014-05-13T12:43:31.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter Web Client,466130787708829696,714450198,everyone,466130787708829696,Isipin ko nalang may mas magandang mangyayare after ng 15. #Lost #drained #hopeful,2014-05-13T08:20:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter Web Client,466121127664680960,495696500,everyone,466121127664680960,"ayyyy, my bad! la man diay ka anang May 16, te jen nuhhh?? @someuser knsa nlng aku pwd i-uban aniiii hahahahaaa #hopeful :)",2014-05-13T07:41:51.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter Web Client,465886560429170688,101239292,everyone,465886560429170688,sana half-day lang sa second day ng LASARE3 #hopeful,2014-05-12T16:09:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for BlackBerry®,465852868843417600,2248064689,everyone,465871074157002752,@someuser @someuser #hopeful amiinO:),2014-05-12T15:08:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,268750474,"[{'type': 'replied_to', 'id': '465864879157428224'}]"
Twitter for Android,465839050352377858,126282872,everyone,465839050352377858,Sana makahanap ako ng pwedeng maka-swap sa 15... #hopeful #wishful #familytime #relativesonvacay #prettyplease #night,2014-05-12T13:00:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for iPhone,465825157081092097,207563577,everyone,465825157081092097,Learning from my mistakes. Bawi bawi rin ☺️ #QA #majors #hopeful  #sunogkilay,2014-05-12T12:05:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,,#hopeful,,
Twitter Web Client,465770863355125760,266019463,everyone,465770863355125760,RT @someuser @someuser puhon. pag klase na haha/ito ang ebidensya patteng bantay lang ka! #hopeful #libre #soon 😉,2014-05-12T08:30:02.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter Web Client,465701120896016384,151752665,everyone,465701120896016384,"Alam ko konting panahon na lang, magiging trainor din ako. Konting konti na lang. #Hopeful",2014-05-12T03:52:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter Web Client,465491529105018880,2467536908,everyone,465491529105018880,Sana di joketime na surprise :) #Hopeful,2014-05-11T14:00:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Facebook,465153678383411201,599124523,everyone,465153678383411201,EXCITED nku sa akong burtdi!! ISLA RETA.. pag.ipunan taka.. :)| | #hopeful #familia #bonding,2014-05-10T15:37:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for iPhone,465083282627895297,2152488128,everyone,465083282627895297,Sabi ng derma ko It takes time bago matanggal mga marks ng Chicken Pox ko. | | Sana nga po mawala  🙏 | | #Hopeful,2014-05-10T10:57:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,465037661204250624,150563441,everyone,465037661204250624,Sana pumasa ako sa QE #hopeful,2014-05-10T07:56:33.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,464987205404868609,222440997,everyone,464987205404868609,Okay lang maging bitter ngayon. Kasi balang araw mararamdaman mo din maging BETTER. :-) #Hopeful,2014-05-10T04:36:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for BlackBerry®,464945445957931009,474450698,everyone,464945445957931009,Sana one time matawag din akong ATE ni bebe @someuser at master @someuser :) saya ko nun pag nagkataon!! :) #Hopeful,2014-05-10T01:50:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter Web Client,464740650655559680,2166005641,everyone,464740650655559680,sAna.!!! maging akin ka nah! ☺| | #Streaming #FairyTail to unwind... #chilax..#mixEmo.. #hopeful na maging na! =),2014-05-09T12:16:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for  Android,464611916514861057,1708608534,everyone,464611916514861057,Ang init sobra! ☀   ▽﹌▽| Sana umulan! #hopeful,2014-05-09T03:44:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,"{'coordinates': {'type': 'Point', 'coordinates': [124.4484191, 9.8889654]}, 'place_id': '0a6bbec14aa9da15'}",#hopeful,,
Twitter for iPhone,464472098711556097,294067983,everyone,464504255961767936,@someuser A BIG YES TO THAT!!! Boyka! Boyka! Boyka! #AdkinsIsMyHero #excited #Boyka #hopeful #pleasepleaseplease,2014-05-08T20:36:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,"{'coordinates': {'type': 'Point', 'coordinates': [55.37226517, 25.29416397]}, 'place_id': '3f63906fc8aa5a7d'}",#hopeful,202349896,"[{'type': 'replied_to', 'id': '464472098711556097'}]"
Twitter for iPad,464394502300389377,372778162,everyone,464394502300389377,Dean pleeeease email mo na akooooo #hopeful,2014-05-08T13:20:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for iPhone,464371025208033280,300263608,everyone,464371025208033280,Sige lang.. My araw ka rin! Hahaha #hopeful #grateful #patient,2014-05-08T11:47:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android Tablets,464353671803727875,269186023,everyone,464353671803727875,Sana walang NatScie2 bukas! Sana di kame pasukan ni Sir Borregs. :)) #Hopeful,2014-05-08T10:38:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for iPad,464322820135075840,372778162,everyone,464322820135075840,Wala pang email sakin huhuhu 😔 #hopeful,2014-05-08T08:36:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,464318071851601920,320724979,everyone,464318071851601920,Sana pwede. #hopeful,2014-05-08T08:17:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,"{'coordinates': {'type': 'Point', 'coordinates': [55.3699725, 25.1851856]}, 'place_id': '3f63906fc8aa5a7d'}",#hopeful,,
Twitter for Android,464049934132465664,492275246,everyone,464250758985035776,"@someuser pero if kabaw kas latest, di na sya rough hahaha #hayag #destined #Hopeful",2014-05-08T03:49:40.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,47285472,"[{'type': 'replied_to', 'id': '464250486120411136'}]"
Twitter for Android,464048036377661440,127854974,everyone,464048036377661440,Pero di nga sana talaga meron dun ( ˘•ω•˘ ) #hopeful,2014-05-07T14:24:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,463712000443285504,156932462,everyone,463712000443285504,Isa man lang dun magreply. #Hopeful,2014-05-06T16:08:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,463683580359487491,2418579498,everyone,463683580359487491,"Okay na po yung exam niyo maam, Tawagan na lang po namin kayo within this week #Hopeful",2014-05-06T14:15:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Facebook,463613042316804096,1139140579,everyone,463613042316804096,Tambal sa kagutom ug kaigang #hopeful #f360protectdavao — at Manna Korean Restaurant - Sm Lanang http://someurl,2014-05-06T09:35:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,463549697458569218,92461681,everyone,463549697458569218,Sana may mgregalo sakin ng tickets para sa AON Concert of 2NE1. #hopeful #praying #please :),2014-05-06T05:23:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Instagram,463347924668526594,273462457,everyone,463347924668526594,"At ang araw ay sisikat na, muli. | | #Hopeful #OPM #LaniMisalucha #Emo #Spotify #goodnight http://someurl",2014-05-05T16:02:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for iPhone,463343156411383808,46379819,everyone,463343156411383808,🙏🌆Sana matuloy ako hahahahaha #hopeful,2014-05-05T15:43:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for iPad,463299817532170241,84019793,everyone,463299817532170241,"Sana ang promotion parang Hay Day. Sa sipag at tiyaga, aangat ang level mo nang mabilis...#Hopeful #TiredOfBeingRnF",2014-05-05T12:50:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter Web Client,463267151709605888,116722537,everyone,463283537043419136,"@someuser Summertime happiness na ituuuu! :)))) #Hopeful Sige na, gawa na ako mgt. Keep safe Kleay. See you tom! :)",2014-05-05T11:46:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,61737484,"[{'type': 'replied_to', 'id': '463281829290590209'}]"
Twitter for iPhone,462918507701620736,110033734,everyone,462918507701620736,Ito na ba ang simula? Lab.lab. ❤️ 😊#hopeful #requitedlove #landi,2014-05-04T11:35:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for iPhone,462899526756343808,81841455,everyone,462899526756343808,Sana mairaos ko to at mapagtagumpayan ko ang echuserang feeling byenan na palakang pabibo hotdog na brosia na to. #hopeful,2014-05-04T10:20:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,462795481714663424,125655533,everyone,462795481714663424,Nice reunion kahapon with some of  the Shapers. Sana kumpleto na tayo sa sunod. :) #happy #hopeful,2014-05-04T03:26:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter Web Client,462600227329810434,2421729356,everyone,462600227329810434,"tsk tsk tsk,,, damn it.. hopin na MALI..| | #Hopeless| #Hopeful",2014-05-03T14:31:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,462517994870939648,290395125,everyone,462517994870939648,May pag asa ba ko sa mga pinaggagawa ko. Hahaha #Hopeful #Sorryformysuperdamingtweets #fingerscrossed. :)),2014-05-03T09:04:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,"{'coordinates': {'type': 'Point', 'coordinates': [121.1184731, 14.5993731]}, 'place_id': '0c4cd224fc7fb579'}",#hopeful,,
Twitter for iPhone,462240808125464576,94913014,everyone,462240808125464576,Congratulations talk n text :) kita-kits na lang kayo ng san mig coffee sa finals #hopeful,2014-05-02T14:42:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter Web Client,462189483954167808,32787592,everyone,462189483954167808,sana bigyan ako ng NYC ng pagkakataon sa SSEAJYP #hopeful #kinakabahan,2014-05-02T11:18:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Windows Phone,462152279013863425,557807945,everyone,462152279013863425,Nawala gutom ko dun! Butterflies. #Hopeful 😊😜,2014-05-02T08:51:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter Web Client,462078689014853632,1371420373,everyone,462078689014853632,Is it possible na ma-fall uli siya sakin? 😞✊ #HOPEFUL 💘,2014-05-02T03:58:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter Web Client,462058573552300032,790338512,everyone,462058573552300032,Sikat ka kapag may gumagaya at haters ka na. Harhar :) #positive #blessings #hopeful,2014-05-02T02:38:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for iPhone,461896930075738112,408846858,everyone,461896930075738112,Sana magamit ko talaga kayo... 😄🙏👇 #hopeful,2014-05-01T15:56:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,"{'coordinates': {'type': 'Point', 'coordinates': [121.05470675, 14.49478668]}, 'place_id': '53df18e21825a89c'}",#hopeful,,
Mobile Web (M2),461801607613521921,490237818,everyone,461801607613521921,@someuser account is temporarily unavailable because it violates the Twitter Media Policy. Learn more.,2014-05-01T09:37:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android Tablets,461731535574413312,258656920,everyone,461731535574413312,@someuser Walang last minute changes?:( #Hopeful,2014-05-01T04:59:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,395305987,
Mobile Web (M2),461653284642897921,635813704,everyone,461653284642897921,#MayNa sana naman dumating na! #expectation #hopeful #desires,2014-04-30T23:48:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter Web Client,461353779565035521,39481135,everyone,461360453289906176,@someuser Gani. Makadto ko to after lunch. #hopeful,2014-04-30T04:24:38.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,210665852,"[{'type': 'replied_to', 'id': '461358452694974464'}]"
Twitter Web Client,461177484352815105,406399021,everyone,461177484352815105,"Alam ko po,sobra na sobra na ang hinihingi ko pero...pwede isa pa po,please? magiging mabait po ulit ako promise! hihi! :) #hopeful #Please",2014-04-29T16:17:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for iPhone,461175650171113472,473861204,everyone,461175650171113472,Hindi ako madedeny #Positivevibes #hopeful GODnight 🙏😘❤😊👍👼😇,2014-04-29T16:10:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Twitter for Android,461147187829678080,2435214930,everyone,461147187829678080,Ang happy ko today sana tuloy tuloy na.| #hopeful,2014-04-29T14:17:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
Mobile Web,460939389456384000,1693208479,everyone,460939389456384000,Sana ako yung tinutukoy nya. #Hopeful,2014-04-29T00:31:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",tl,,#hopeful,,
