source,public_metrics,author_id,text,id,conversation_id,lang,reply_settings,created_at,search_query,in_reply_to_user_id,referenced_tweets,geo
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2407569583,"@someuser #Amazingg  👌| | THODASA PYAAR HUA H THODA H BAKI,HUM TOH DIL DE HI CHUKE BAS TERI HAAN H BAAKI ..| #Fantastic Music on #Breakfast",618335175831752704,618331815531515904,hi,everyone,2015-07-07T08:26:08.000Z,#fantastic,2407569583,"[{'type': 'replied_to', 'id': '618334079033851904'}]",
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2594634577,Aadee 😘😙😍😗😘😙...| #atifaslam #atifaslamlive #looking #dashing #fabulous #fantastic #fans #old... http://someurl,618311085985275905,618311085985275905,hi,everyone,2015-07-07T06:50:25.000Z,#fantastic,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2594634577,Aadee 💞💞💞..| #atifaslam #atifaslamlive #looking #lovely #cool #dashing #fabulous #fantastic... http://someurl,616930739590971392,616930739590971392,hi,everyone,2015-07-03T11:25:24.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",2407569583,@someuser Rishhhh love love love this #Flashback #Fantastic | | N one more my #fav | AMBER SARIYAAN MUNDEYA VE KACHCHIYAA KALIYAAN NAA TOD..,616515374238973952,616515374238973952,hi,everyone,2015-07-02T07:54:54.000Z,#fantastic,155791874,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",91134207,Beef tartar shawarma @someuser #fantastic #foodiesinIsrael http://someurl,615620956275494912,615620956275494912,hi,everyone,2015-06-29T20:40:48.000Z,#fantastic,,,
Twitter SMS,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",539004397,"JanAb-e-Hazrat e DiL bhI ajAb UlloO k pAtthy hAin,,,,| | jAhAn deKha hAseEn kOi bIgar bEthy , mAchaL bEthy...| | #MeerPoetry| #Fantastic",613002508500205568,613002508500205568,hi,everyone,2015-06-22T15:16:01.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2407569583,"#Sabras20 @someuser o wow #Fantastic | Khali khali raaton se hone lagi dosti,| TUJHE BHOOLA DIYA ,FIR KUN TERI YAADON NE MUJHE RULA DIYA :((",612965754489606144,612965116263313408,hi,everyone,2015-06-22T12:49:58.000Z,#fantastic,2407569583,"[{'type': 'replied_to', 'id': '612965116263313408'}]",{'place_id': '317fcc4b21a604d5'}
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",87402587,भाई तुझे कोई नहीं समझ सकता #Awesome #Fantastic  #IncridibleBBTrailer #BajrangiBhaijaanTrailer @someuser http://someurl,611533335781732353,611533335781732353,hi,everyone,2015-06-18T13:58:03.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2901043518,Kamaal Karti ho Anum Ji....Jab Aati Ho Dil...lever...kidney le jati ho...yrrr...!!#fantastic..#Awesome #Magnificient http://someurl,611164189000773632,611164189000773632,hi,everyone,2015-06-17T13:31:12.000Z,#fantastic,,"[{'type': 'quoted', 'id': '611163671683665921'}]",
Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2182351706,@someuser #Fantastic 9 #ArjunKaFan hum nikle the jannat dhoondnr par har mod par har makam par nafrat jung aur sarhad payi,602800577697878016,602799711360188417,hi,everyone,2015-05-25T11:37:11.000Z,#fantastic,613212519,"[{'type': 'replied_to', 'id': '602799711360188417'}]",
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2748012517,#KangnaRanaut ... अब सिर्फ नाम ही काफी है !| #Fantastic #actress ...,602434292405432320,602434292405432320,hi,everyone,2015-05-24T11:21:42.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1363910538,@someuser Shashi Kapoor #Bigbkafan #Fantastic 9,600630296761925632,600618649225797632,hi,everyone,2015-05-19T11:53:16.000Z,#fantastic,973079670,"[{'type': 'replied_to', 'id': '600618649225797632'}]",
Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1245758880,@someuser तेरी गल्लियाँ तेरी गल्लियाँ... हमको भा गयी मौनी तेरी गल्लियाँ ।। | *singing to u* ^_^ #Fantastic Performance | @someuser,599605237486227456,599605237486227456,hi,everyone,2015-05-16T16:00:03.000Z,#fantastic,716473897,,"{'place_id': '2f9b283cf25f6322', 'coordinates': {'type': 'Point', 'coordinates': [77.7013413, 28.9944699]}}"
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",141850505,@someuser क्या बात है खानसाहब #Fantastic 👏👍👌 #एक_नम्बर_मानस,597859223188283392,597858610127835136,hi,everyone,2015-05-11T20:22:01.000Z,#fantastic,1490985685,"[{'type': 'replied_to', 'id': '597858610127835136'}]",
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",290436759,"@someuser @someuser| Rang the,Noor tha Jab karib tu tha| Ek jannat sa tha,Yeh Jahan| Waqt ki ret pe,kuch mere naam sa| #Fantastic song !  :)",596302785114611715,596302785114611715,hi,everyone,2015-05-07T13:17:17.000Z,#fantastic,757113872,,
Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2227722763,बजट में शिक्षा व स्वास्थ्य पर रहेगा जोर -- Manish Sisodia |  http://someurl| #AAPatWork #Fantastic #AKBestCMEver,595448611598532608,595448611598532608,hi,everyone,2015-05-05T04:43:06.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2227722763,अवैध कॉलोनियां की बॉउंड्री का सर्वे शुरू । |  http://someurl| #AAPatWork #Fantastic #AKBestCMEver,595448188594565120,595448188594565120,hi,everyone,2015-05-05T04:41:25.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2227722763,"अब राशन दुकानो की होगी ऑनलाइन मॉनीटरिंग,  #AAPatWork |  http://someurl| #AAPatWork #Fantastic #AKBestCMEver",595448080968720384,595448080968720384,hi,everyone,2015-05-05T04:41:00.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2227722763,सीएजी ऑडिट प्रकाशन स्टे हटवाने कोर्ट जाएगी दिल्ली सरकार #AAPatWork |  http://someurl| #AAPatWork #Fantastic #AKBestCMEver,595447992238247936,595447992238247936,hi,everyone,2015-05-05T04:40:38.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2227722763,बजट में शिक्षा व स्वास्थ्य पर रहेगा जोर #AAPatWork |  http://someurl| #AAPatWork #Fantastic #AKBestCMEver,595447863426985984,595447863426985984,hi,everyone,2015-05-05T04:40:08.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2227722763,आज माननीय मुख्यमंत्री श्री अरविन्दकेजरीवाल जी के निवास स्थान पर सफाई कर्मचारियो | http://someurl| #AAPatWork #Fantastic #AKBestCMEver,595447773870170112,595447773870170112,hi,everyone,2015-05-05T04:39:46.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2227722763,दिल्ली सरकार अब आर ओ फ़िल्टर से पानी की बर्बादी रोकेगी । |  http://someurl #AAPatWork #Fantastic #AKBestCMEver,595447492256206849,595447492256206849,hi,everyone,2015-05-05T04:38:39.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2227722763,@someuser डीटीसी बसों में पहले वाई-फाई फिर लगेंगे कैमरा। http://someurl #Fantastic @someuser | Diligent #AAPatWork,594877831181545472,594877831181545472,hi,everyone,2015-05-03T14:55:01.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2227722763,@someuser राजधानी में जल्द खुलेंगे 45 नए मॉडल स्कूल।  #AAPatWork http://someurl #Fantastic @someuser | Diligent #AAPatWork,594877769214889984,594877769214889984,hi,everyone,2015-05-03T14:54:47.000Z,#fantastic,,,
Twitter Web Client,"{'retweet_count': 6, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}",3060215895,#Fantastic #dance #desigirls #SanayaIrani Khushi😍 @someuser @someuser @someuser @someuser #Bollywood http://someurl,592385161104338946,592385161104338946,hi,everyone,2015-04-26T17:50:03.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",742259082,#Fanta khultay he mann #fantastic ho jaye,589355716973965312,589355716973965312,hi,everyone,2015-04-18T09:12:07.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",1386792625,Fanta khulte hi mann #Fantastic ho jayeee!!!,588258701833715712,588258701833715712,hi,everyone,2015-04-15T08:32:58.000Z,#fantastic,,,
Twitter for Windows Phone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",726744680,@someuser 👌👌👌👌 waah Anum kya baat hai 👍😍😍😍😍 #mindblowing #fantastic #brilliant #superb #hot  🔥🔥🔥🔥🔥#uff,587919317121028096,587829935743590401,hi,everyone,2015-04-14T10:04:22.000Z,#fantastic,1307462257,"[{'type': 'replied_to', 'id': '587829935743590401'}]",
Instagram,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",1583879954,Masala Pav at Shiv Sagar in #Mumbai | #MustTry #Fantastic #FoodPorn #Food #Foodie #FoodDiaries... http://someurl,586964731782496256,586964731782496256,hi,everyone,2015-04-11T18:51:11.000Z,#fantastic,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1463131478,#View#of#OldDelhi#from#top#of#JamaMasjid##Fantastic### http://someurl,584969095478648832,584969095478648832,hi,everyone,2015-04-06T06:41:15.000Z,#fantastic,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1583879954,#MustTry the Bhel at Kalyan bhel in #Pune #Tasty #Superb #Fantastic #FoodDiaries #Foodgasm... http://someurl,584642793731031040,584642793731031040,hi,everyone,2015-04-05T09:04:38.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2849041848,@someuser #fantastic pic. | Aapko dekhkar yehi kahege ki #bhagwaan ke ghar der hai andher nahin.,579728986797780992,579677815546626048,hi,everyone,2015-03-22T19:38:55.000Z,#fantastic,140533788,"[{'type': 'replied_to', 'id': '579677815546626048'}]",
TweetDeck,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",103268963,"GABBAR ke TAAP se tumhe ek he aadmi bacha sakta hai, wo khud #GABBAR....| http://someurl| #superb #fantastic #sureshotBLOCKBUSTER",578868407170252800,578868407170252800,hi,everyone,2015-03-20T10:39:17.000Z,#fantastic,,,
Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",992951160,"Khuda v jab tere andaaz dekhta hoga, Itni Unmool cheez de di kaise sochta hoga..! #Fantastic",578068486280204288,578068486280204288,hi,everyone,2015-03-18T05:40:41.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2407569583,@someuser N #Fantastic #FlashBack on #Drivetime .... Mujhe aisa mila moti....,577526090589032448,577526090589032448,hi,everyone,2015-03-16T17:45:24.000Z,#fantastic,44625871,,"{'place_id': '317fcc4b21a604d5', 'coordinates': {'type': 'Point', 'coordinates': [77.2251026, 28.5402607]}}"
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2407569583,"@someuser #FAB #Fantastic #FlashBack on #Breakfast ... SIRF AHSAAS H YE RUH SE MEHSUS KARO ,PYAAR KO PYAAR HI RAHNE DO KOI NAAM NAA DO ... 👌",577044454441238528,577044454441238528,hi,everyone,2015-03-15T09:51:33.000Z,#fantastic,42973042,,"{'place_id': '317fcc4b21a604d5', 'coordinates': {'type': 'Point', 'coordinates': [77.2251007, 28.5402607]}}"
Twitter for Android,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2407569583,@someuser N a #Fantastic #Flashback on #Breakfast ..Dekha ek khwab toh ye silsile huyeeeee dur tak nigaho mein h gul khile huyee..very nicee,576291389907992576,576291389907992576,hi,everyone,2015-03-13T07:59:08.000Z,#fantastic,42973042,,"{'place_id': '317fcc4b21a604d5', 'coordinates': {'type': 'Point', 'coordinates': [77.2264912, 28.5400878]}}"
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",1374061116,Dil mAngay Abii #PepSii ..| #Fanta Khulta hi mann #FantastIc ho jayaaa ;) http://someurl,571374157557944321,571374157557944321,hi,everyone,2015-02-27T18:19:49.000Z,#fantastic,,,
Twitter for Windows Phone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",726744680,Aaj #YHM dekh ke puraane times ki yaad agayi!! 👌👌 #fantastic @someuser @someuser @someuser,569916120557334530,569916120557334530,hi,everyone,2015-02-23T17:46:06.000Z,#fantastic,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",62121531,#fantastic #phiphi #islands #Thailand @ Phi Phi Islands http://someurl,566570851102126080,566570851102126080,hi,everyone,2015-02-14T12:13:11.000Z,#fantastic,,,"{'coordinates': {'type': 'Point', 'coordinates': [98.76666667, 7.73333333]}}"
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2959743444,#Valentines #Day 35% #Discount @ Ridhi Sidhi #Jewellery #Fantastic #Offer 12-14 Feb| Posted Date: 12/02/2015... http://someurl,565856952094167041,565856952094167041,hi,everyone,2015-02-12T12:56:25.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2868798013,@someuser #Fantastic #Batsman #Awesome #Handsome #Guy #superb #Class #Gr8 #Player ab isse zyada kya kahu http://someurl,562998982373552130,562998982373552130,hi,everyone,2015-02-04T15:39:52.000Z,#fantastic,1417829894,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",713402242,Wa7ashtonee .. #School_Days #Omaima #Mariam . Kan yoom #Fantastic http://someurl,561931955496034304,561931955496034304,hi,everyone,2015-02-01T16:59:53.000Z,#fantastic,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2723753683,Palak Paneer Paratha | | #Spicy #Delicious #Beautiful #Awesome #Fantastic #PalakPaneerParatha http://someurl,561136940976582656,561136940976582656,hi,everyone,2015-01-30T12:20:46.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2407569583,AND  @someuser Ka dil kho gaya ....Ab raasta mil gaya khushi kaa...kheenche mujhe Terii oree hayeee rabba ... #Fantastic track #Breakfast,558561313438191616,558561313438191616,hi,everyone,2015-01-23T09:46:09.000Z,#fantastic,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",308739798,Fanta khulte he mann #fantastic hojay #tb,557798155899928576,557798155899928576,hi,everyone,2015-01-21T07:13:38.000Z,#fantastic,,,
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2958638821,Vikrathinte abhinayam | #kidu alla| #wonderful alla | #fantastic alla| Mothathil paranjaal | #athukuM #mele — watching... http://someurl,556473490086580225,556473490086580225,hi,everyone,2015-01-17T15:29:53.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2849041848,"To.  Priyansh Jora,| #Fantastic #Titu ,jis tarah se tum aaj.. #Bhagwaan ke samne bole ho.",554728455342804992,554728455342804992,hi,everyone,2015-01-12T19:55:44.000Z,#fantastic,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2435136372,Ik waari deedar ko tere Lakh waari katt jaaniya ni ajj mera jee karda #fantastic #badlapur @someuser,551780456740290561,551780456740290561,hi,everyone,2015-01-04T16:41:27.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",302160687,@someuser @someuser u were ...#Fantastic today...👏👏👏👏 #WhistlingPerformance...👌👌👌👌 #Ajabde aa rhi hain maiwad..#Dheerbai khisak lo..😂😂,550720063053918209,550718103819014144,hi,everyone,2015-01-01T18:27:49.000Z,#fantastic,302160687,"[{'type': 'replied_to', 'id': '550718103819014144'}]",
Mobile Web (M2),"{'retweet_count': 1, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",165051768,@someuser #Fantastic film  bhai 😊,549910873066577920,549910481130250241,hi,everyone,2014-12-30T12:52:23.000Z,#fantastic,132385468,"[{'type': 'replied_to', 'id': '549910481130250241'}]",
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",701628415,wow #Fantastic #Episode today #Bigboss ka zaroor dekhna #Diandra wapas aaye,549828197509238784,549828197509238784,hi,everyone,2014-12-30T07:23:52.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",91057292,Kismaton se milte hain do dil yahan ! | Har kisi ko nahin milta yahan pyar zindagi mein ! #wow #fantastic #oneofmyfavorites,549440212359602176,549440212359602176,hi,everyone,2014-12-29T05:42:09.000Z,#fantastic,,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",99360600,mileya mileya mujhay.. par menu jaaneya nahee... #fantastic @someuser @someuser @someuser #fb,549202523622363140,549202523622363140,hi,everyone,2014-12-28T13:57:39.000Z,#fantastic,,,
Twitter Web Client,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",143526561,Dark tale - Kara hikaye new #drawing #illustration  #illüstrasyon #fantastic http://someurl,549143536990687232,549143536990687232,hi,everyone,2014-12-28T10:03:16.000Z,#fantastic,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1516364857,Make-up: Melek Saykal| #fantasymakeup #fantastic #makeup http://someurl,545685274802786304,545685274802786304,hi,everyone,2014-12-18T21:01:22.000Z,#fantastic,,,
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",805016568,Wahhh Wahhhh Kya JordaR #Amigo Haiii | manNa PadeGa Hoo| #awEsome  :-*| #Fantastic :-*| #SupeR  :-*| #SeXy  :-*... http://someurl,544158209205080064,544158209205080064,hi,everyone,2014-12-14T15:53:21.000Z,#fantastic,,,
Twitter for BlackBerry®,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",416912120,@someuser @someuser #Fantastic Thanks Namit bhai.,543730742283747329,543683872370987009,hi,everyone,2014-12-13T11:34:45.000Z,#fantastic,191401405,"[{'type': 'replied_to', 'id': '543728976431030273'}]",
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",312925845,Thats #fantastic ! :) @someuser listening to Hum Tumhe Kaise Bataye - Ekkees Toppon Ki Salaami,540599711413989376,540599711413989376,hi,everyone,2014-12-04T20:13:09.000Z,#fantastic,,,
Twubs,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",50802080,@someuser hi tai! #fantastic  #SpeakerChat,539944005375500290,539943758918213632,hi,everyone,2014-12-03T00:47:37.000Z,#fantastic,14888230,"[{'type': 'replied_to', 'id': '539943844289052673'}]",
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",492826050,Darshan Raval♥| #RawStar #Mindblowing #Fantastic @someuser @someuser,536574907555921920,536574907555921920,hi,everyone,2014-11-23T17:40:01.000Z,#fantastic,,,"{'place_id': '7929cea6bd5b32bd', 'coordinates': {'type': 'Point', 'coordinates': [72.8194352, 18.9546672]}}"
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1264102903,#Heechul #MyHusband #Handsome #Heenim #InstaPic #FavPic #Fantastic #SuperJunior kimheenim http://someurl,535697702257172480,535697702257172480,hi,everyone,2014-11-21T07:34:19.000Z,#fantastic,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",497149687,#tagsforlikes #fun #fantastic #furniture #art#dubai #decore #colores #modern #dubai # http://someurl,531414483428966400,531414483428966400,hi,everyone,2014-11-09T11:54:20.000Z,#fantastic,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",413709295,Ek garam chaay ki pyaali ho ☕ #fantastic #four #swimming #pool #evening #farmhouse http://someurl,526787762330931201,526787762330931201,hi,everyone,2014-10-27T17:29:24.000Z,#fantastic,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1037085955,Kridha Taruna{} #Reog #ponorogo #SMAN2PONOROGO #Wonderfull #beautifull #Succesfull #Fantastic #Amazing... http://someurl,524228603203301376,524228603203301376,hi,everyone,2014-10-20T16:00:13.000Z,#fantastic,,,
Hootsuite,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",484588614,"Shah Rukh Khan: Hrithik Roshan, Shahid Kapoor and Govinda are all #fantastic #dancers!! http://someurl",524115473504677888,524115473504677888,hi,everyone,2014-10-20T08:30:41.000Z,#fantastic,,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1296553644,Dolphin swim #DiscoveryCove #USA #fantastic http://someurl,515545716052480000,515545716052480000,hi,everyone,2014-09-26T16:57:31.000Z,#fantastic,,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",582700681,@someuser #fantastic #night #love #friends #redbull #selfie @ Millie Vanillie http://someurl,513663598657560577,513663598657560577,hi,everyone,2014-09-21T12:18:39.000Z,#fantastic,14144227,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2598780446,I ❤ thailand #amazing #thailand #travel #funny #streets #fantastic #maitohippie#stone#chaiyapom#blues... http://someurl,512947893578522624,512947893578522624,hi,everyone,2014-09-19T12:54:42.000Z,#fantastic,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",169908455,Gulaabi kallu Renduu... Mullu chesi.. Gunde loki guchuthunnaave| this songg was jusstt damnnn.. & #Fantastic! ♥ ♥ ♥| http://someurl,511537129776615424,511537129776615424,hi,everyone,2014-09-15T15:28:50.000Z,#fantastic,,,
Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",391455497,@someuser #bobaTunnel gaan ta puro tai akta goddo kobita.. chondo jomeni.. sekhane sur ta marattok #strong #fantastic,510815217274474496,510815217274474496,hi,everyone,2014-09-13T15:40:12.000Z,#fantastic,145105304,,
TweetCaster for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",155286622,इंसान के अंदर जो समा जायें वो|  स्वाभिमान | और| जो इंसान के बहार छलक जायें वो|  अभिमान  | #iBelieve #Fact #VJFact #BeatiT #fantastic,508310619334791168,508310619334791168,hi,everyone,2014-09-06T17:47:50.000Z,#fantastic,,,
Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",839400354,@someuser #Manipuri hai isiliye mere saath partiality kara. #MaryKom #fantastic #100crores,507864409176150017,507864409176150017,hi,everyone,2014-09-05T12:14:45.000Z,#fantastic,18681139,,
Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",2683219552,@someuser @someuser  gunde k tevar @someuser aur maskkali.@someuser #fantastic epi.yahi to baat he is the#anupamkhershow ki..,506100200474427392,506089610418458624,hi,everyone,2014-08-31T15:24:25.000Z,#fantastic,18238260,"[{'type': 'replied_to', 'id': '506089610418458624'}]",
TweetCaster for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",155286622,कुछ और कश लगा ले ऐ ज़िन्दगी...| | बुझ जाऊंगा किसी रोज़ सुलगते – सुलगते !!|  #fantastic,505769127298871296,505769127298871296,hi,everyone,2014-08-30T17:28:51.000Z,#fantastic,,,
Twitter Web Client,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",1420121082,@someuser Tareef karoon kya Uski ... Jisne Tumhein Banaya... @someuser  #Flawless #Fantastic #ThanksforMakingUsCry :)),503244264696864768,503244264696864768,hi,everyone,2014-08-23T18:15:57.000Z,#fantastic,1025676589,,
Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2197058561,"@someuser #jean di gal #fantastic work #awsme voice hor pta he nhi lagg reha ki bola,,beyond words vaar vaar suni jaa reha :-)",502887406018625536,502887406018625536,hi,everyone,2014-08-22T18:37:55.000Z,#fantastic,1330819141,,
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1603840578,#fanta khuly he maan #fantastic ho jae :D :*,502872406663630849,502872406663630849,hi,everyone,2014-08-22T17:38:19.000Z,#fantastic,,,
Twitter Web Client,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2397225091,IG : yangpoony & 0_0_hee | | #헨리 #Henry #FANTASTIC #noizebank #넥슬라이스 #NeckSlice #SJM #fanpic #진짜사나이 #selca @someuser http://someurl,500023027669958656,500023027669958656,hi,everyone,2014-08-14T20:55:54.000Z,#fantastic,,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2433337556,"ravish@someuser @someuser Desh Bara hain, dil aur bara hona chahiye! #Primetime #Fantastic!",500007067063955456,500007067063955456,hi,everyone,2014-08-14T19:52:29.000Z,#fantastic,,,
Twitter SMS,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2694996697,Tujh Saa Koi DiL WaaLa MehsooS KaRY Mujh Ko*| -| MaiN GeeT Nahi AiSa Jo Sb Ko SuNaai DooN| | #Fantastic 4rz,499613692028518400,499613692028518400,hi,everyone,2014-08-13T17:49:21.000Z,#fantastic,,,
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2296215457,Pyar hr kisi se nhi hota| or| wiswas hr kisi pr kiya nhi jata... :-)| #Fantastic Shubham http://someurl,496527380723544065,496527380723544065,hi,everyone,2014-08-05T05:25:27.000Z,#fantastic,,,
