source,text,reply_settings,lang,conversation_id,id,referenced_tweets,author_id,created_at,public_metrics,search_query,geo,in_reply_to_user_id
Instagram,isthatjessiej #delamereforest 🇬🇧👏 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,486079090344988672,486079090344988672,,1479748646,2014-07-07T09:27:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,#delamereforest isthatjessiej ❤ #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,486065659613151232,486065659613151232,,1479748646,2014-07-07T08:34:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,Blonde short hair isthatjessiej 😘✨ #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,485872913879670785,485872913879670785,,1479748646,2014-07-06T19:48:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for BlackBerry®,"Louis van gaal a coaching genuis, #wonderful",everyone,nl,485613078026125313,485613078026125313,,2548792919,2014-07-06T02:35:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for  Android,Ik voel die liefde voor haaaar ❤ @someuser She looks so fabulous! #stunning #wonderful #flawless #perfection ❤ http://someurl,everyone,nl,485571751230054401,485571751230054401,,1699957388,2014-07-05T23:51:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,Shes the sweetest isthatjessiej 💕 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,485468149630779392,485468149630779392,,1479748646,2014-07-05T17:00:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for Android,RT @someuser #itsmyparty isthatjessiej 🎉😁 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,485434383315525632,485434383315525632,"[{'type': 'retweeted', 'id': '485434124669554688'}]",2673238097,2014-07-05T14:45:50.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,#itsmyparty isthatjessiej 🎉😁 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,485434124669554688,485434124669554688,,1479748646,2014-07-05T14:44:48.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,Flawless isthatjessiej 😍 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful #beautiful... http://someurl,everyone,nl,485344086329917440,485344086329917440,,1479748646,2014-07-05T08:47:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for iPhone,Frankie Valli is an American legend. Jesus. #wonderful #ACapitolFourth,everyone,nl,485227191479697409,485227191479697409,,16078257,2014-07-05T01:02:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,Angel of my life isthatjessiej 💋 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,485116228902850560,485116228902850560,,1479748646,2014-07-04T17:41:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,Beauty isthatjessiej 😍 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful #beautiful... http://someurl,everyone,nl,485106095195557889,485106095195557889,,1479748646,2014-07-04T17:01:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej them nike days 💪✨ #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,485059473867034624,485059473867034624,,1479748646,2014-07-04T13:56:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej queen 👑💪 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful #beautiful... http://someurl,everyone,nl,484774418921824256,484774418921824256,,1479748646,2014-07-03T19:03:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,What a beauty isthatjessiej 😍 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,484753815799726081,484753815799726081,,1479748646,2014-07-03T17:41:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,#alivetouruk isthatjessiej ✨🌸 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,484739000557506560,484739000557506560,,1479748646,2014-07-03T16:42:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,Aaron #wonderful #dog http://someurl,everyone,nl,484621488692011008,484621488692011008,,169939698,2014-07-03T08:55:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for iPhone,RT @someuser isthatjessiej 🔫 #bangbang ✖ #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,484048417510154240,484048417510154240,"[{'type': 'retweeted', 'id': '484047632537378816'}]",2535750524,2014-07-01T18:58:30.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej 🔫 #bangbang ✖ #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,484047632537378816,484047632537378816,,1479748646,2014-07-01T18:55:23.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej beautiful ❤ #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful #beautiful... http://someurl,everyone,nl,484026206594297856,484026206594297856,,1479748646,2014-07-01T17:30:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,#Waaaw#kevinzegers #love #blue #eyes #by #angel| #wonderful #photo http://someurl,everyone,nl,483761577653731328,483761577653731328,,2525748722,2014-06-30T23:58:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej 😍 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful #beautiful #style... http://someurl,everyone,nl,483655000917155841,483655000917155841,,1479748646,2014-06-30T16:55:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej 👑 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful #beautiful #style... http://someurl,everyone,nl,483649029788954624,483649029788954624,,1479748646,2014-06-30T16:31:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej massive earrings 🌟 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,483646924592271360,483646924592271360,,1479748646,2014-06-30T16:23:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,Such a cutie isthatjessiej 🌸 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,483637835983900672,483637835983900672,,1479748646,2014-06-30T15:47:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,Beauty isthatjessiej 👄💁 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful #beautiful... http://someurl,everyone,nl,483630057802330114,483630057802330114,,1479748646,2014-06-30T15:16:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for iPhone,RT @someuser isthatjessiej #itsmyparty 🎉🎊 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,483620512435023873,483620512435023873,"[{'type': 'retweeted', 'id': '483608503261483008'}]",2627939927,2014-06-30T14:38:10.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej #itsmyparty 🎉🎊 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,483608503261483008,483608503261483008,,1479748646,2014-06-30T13:50:26.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#wonderful,,
TweetDeck,Incredible day! Two names: Sebastian Langeveld & Klaas-Jan Huntelaar. #wonderful #happyfan,everyone,nl,483324932013977601,483324932013977601,,19030391,2014-06-29T19:03:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej #totp 👑 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful #beautiful... http://someurl,everyone,nl,483321533486469121,483321533486469121,,1479748646,2014-06-29T18:50:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,#totp isthatjessiej 🌟🌸 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful #beautiful... http://someurl,everyone,nl,483308135424475136,483308135424475136,,1479748646,2014-06-29T17:56:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej #topofthepops 👑 🌟 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,483306481027010560,483306481027010560,,1479748646,2014-06-29T17:50:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej #prettyinred 💋 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,483304654596358144,483304654596358144,,1479748646,2014-06-29T17:43:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej 🌟👄 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful #beautiful #style... http://someurl,everyone,nl,483299762230530049,483299762230530049,,1479748646,2014-06-29T17:23:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej #jinglebellball 😍 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,483298231632150528,483298231632150528,,1479748646,2014-06-29T17:17:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej old edit ☺❤ #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful #beautiful... http://someurl,everyone,nl,483289341347647488,483289341347647488,,1479748646,2014-06-29T16:42:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej such a cutie 🙊🌸 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,483284119120797696,483284119120797696,,1479748646,2014-06-29T16:21:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej #brits 😍 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful #beautiful... http://someurl,everyone,nl,483282471090667520,483282471090667520,,1479748646,2014-06-29T16:14:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej so beautiful 💋 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,483280947849097217,483280947849097217,,1479748646,2014-06-29T16:08:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej 🐻❤ #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful #beautiful #style... http://someurl,everyone,nl,482948778207744000,482948778207744000,,1479748646,2014-06-28T18:08:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej #grammys so gorgeous 😍 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,482946312849993728,482946312849993728,,1479748646,2014-06-28T17:59:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,Beautiful isthatjessiej 💋 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful #beautiful... http://someurl,everyone,nl,482929278687129600,482929278687129600,,1479748646,2014-06-28T16:51:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej #doitlikeadude 🔫✖ #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,482926566151053313,482926566151053313,,1479748646,2014-06-28T16:40:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej beautiful 🌸 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful #beautiful... http://someurl,everyone,nl,482916368103137281,482916368103137281,,1479748646,2014-06-28T16:00:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej #nyc 😎❤| #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful #beautiful... http://someurl,everyone,nl,482914432864251904,482914432864251904,,1479748646,2014-06-28T15:52:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej #losangeles 🌹| #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,482909071071129600,482909071071129600,,1479748646,2014-06-28T15:31:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej #nyc 😍👌| #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful #beautiful... http://someurl,everyone,nl,482907264542838784,482907264542838784,,1479748646,2014-06-28T15:23:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej #lafashion 😘✖| #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,482895610711126016,482895610711126016,,1479748646,2014-06-28T14:37:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej #cannockchase 😊💋 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,482872498275774464,482872498275774464,,1479748646,2014-06-28T13:05:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej #malta ☺| #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful #beautiful... http://someurl,everyone,nl,482591772434894848,482591772434894848,,1479748646,2014-06-27T18:30:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#wonderful,,
Instagram,So beautiful isthatjessiej ❤ #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,482557227073810432,482557227073810432,,1479748646,2014-06-27T16:13:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej 🙊 so cute| #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful #beautiful... http://someurl,everyone,nl,482489115829477376,482489115829477376,,1479748646,2014-06-27T11:42:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,#itunesfestival isthatjessiej 👌🌹 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,482235293601263617,482235293601263617,,1479748646,2014-06-26T18:53:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej ❤ #nycfashion | #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,481849177585225728,481849177585225728,,1479748646,2014-06-25T17:19:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Twitter for Android Tablets,@someuser TYSVM @someuser @someuser @someuser @someuser @someuser @someuser @someuser #Wonderful #Anipals xo ♥,everyone,nl,481608308168876033,481842836862955520,"[{'type': 'replied_to', 'id': '481608308168876033'}]",940107103,2014-06-25T16:54:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#wonderful,,26074395
Instagram,isthatjessiej blue everything ☺ | #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,481841231538843648,481841231538843648,,1479748646,2014-06-25T16:47:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej bald selfie 😎✖| #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,481837417066795008,481837417066795008,,1479748646,2014-06-25T16:32:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej #prettyinblack ✖🔫 | #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,481817205235924992,481817205235924992,,1479748646,2014-06-25T15:12:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,#ellestyleawards isthatjessiej ❤ | #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,481500761755758592,481500761755758592,,1479748646,2014-06-24T18:15:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej #brits beauty 😍✖ | #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,481497036144250880,481497036144250880,,1479748646,2014-06-24T18:00:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej #ellestyleawards 💕 | #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,481481447744614401,481481447744614401,,1479748646,2014-06-24T16:58:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,#brits isthatjessiej 😉🙊| #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful #beautiful... http://someurl,everyone,nl,481474097776312320,481474097776312320,,1479748646,2014-06-24T16:29:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej so damn cute 🙈🙊 | #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,481470174902489088,481470174902489088,,1479748646,2014-06-24T16:13:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej extremely cute 🙊💕 | #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,481468128782979072,481468128782979072,,1479748646,2014-06-24T16:05:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej #brits 😉| #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful #beautiful... http://someurl,everyone,nl,481459478697476096,481459478697476096,,1479748646,2014-06-24T15:30:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej #northeastlive ❤| #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,481135444277878784,481135444277878784,,1479748646,2014-06-23T18:03:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,This girl 😍 isthatjessiej | #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,480772725284147200,480772725284147200,,1479748646,2014-06-22T18:02:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej #heartbeattour 😍| #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,480766317104869377,480766317104869377,,1479748646,2014-06-22T17:36:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,#whoyouare isthatjessiej ❤| #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,480759234007932928,480759234007932928,,1479748646,2014-06-22T17:08:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,#bedgeburyforest isthatjessiej 💕 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,480757552100425729,480757552100425729,,1479748646,2014-06-22T17:01:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,#bedgebury isthatjessiej ☺| #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,480754718340182020,480754718340182020,,1479748646,2014-06-22T16:50:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej #summertimeball 😍 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,480427718006165504,480427718006165504,,1479748646,2014-06-21T19:11:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej #summertimeball ❤ #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,480411103928008704,480411103928008704,,1479748646,2014-06-21T18:05:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,#summertimeball isthatjessiej 😁😍 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,480404268936331264,480404268936331264,,1479748646,2014-06-21T17:37:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,#summertimeball isthatjessiej 😍❤| #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,480401529082368000,480401529082368000,,1479748646,2014-06-21T17:27:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej #summertimeball 💕 #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,480396446722973696,480396446722973696,,1479748646,2014-06-21T17:06:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#wonderful,,
Instagram,#summertimeball isthatjessiej ❤🌹| #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,480395035884539911,480395035884539911,,1479748646,2014-06-21T17:01:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej #summertimeball ☺👌| #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,480393886938849282,480393886938849282,,1479748646,2014-06-21T16:56:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej #review #bedgebury ☺ | #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,480387007030759424,480387007030759424,,1479748646,2014-06-21T16:29:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#wonderful,,
Instagram,Nooit gedacht dat een echte #Steinway in #TheCathouse zou pronken! A #dream comes true! #wonderful! En... http://someurl,everyone,nl,480360669657976832,480360669657976832,,2484240797,2014-06-21T14:44:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej beautiful ✖💋| #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,480058571195834369,480058571195834369,,1479748646,2014-06-20T18:44:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej 💄💎| #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful #beautiful #style... http://someurl,everyone,nl,480030898687983616,480030898687983616,,1479748646,2014-06-20T16:54:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej #itunesfestival 💋| #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,480029082894094336,480029082894094336,,1479748646,2014-06-20T16:47:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,#heartbeattour isthatjessiej 😍| #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,480026841731051520,480026841731051520,,1479748646,2014-06-20T16:38:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej #elle ✖☺| #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful #beautiful... http://someurl,everyone,nl,479686050088902657,479686050088902657,,1479748646,2014-06-19T18:04:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,Cutie blondie isthatjessiej ☺❤| #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,479681919517753344,479681919517753344,,1479748646,2014-06-19T17:47:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,That smile 😍 isthatjessiej| #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful... http://someurl,everyone,nl,479663608142389249,479663608142389249,,1479748646,2014-06-19T16:34:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
Instagram,isthatjessiej passion 😍🙌| #jessiej #fashion #hair #gorgeous #makeup #inspiration #wonderful #beautiful... http://someurl,everyone,nl,479656970312744962,479656970312744962,,1479748646,2014-06-19T16:08:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#wonderful,,
