reply_settings,lang,conversation_id,author_id,public_metrics,id,text,source,created_at,search_query,referenced_tweets,in_reply_to_user_id,geo
everyone,en,806763640346931204,3325103919,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806763640346931204,Theres nothing I hate like standimg for queue mxm #pissed,Mobile Web (M2),2016-12-08T07:33:35.000Z,#pissed,,,
everyone,en,806751707271073793,806718151039688705,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806751707271073793,Im so threaten with your ex And to think that you are not mine and your ex will going to do everything to get you again #pissed #fuckuEX,Twitter for iPhone,2016-12-08T06:46:10.000Z,#pissed,,,
everyone,en,806748198836391937,23316332,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806748198836391937,Never drinking again!!! | #drinking #neverdrinkingain #pissed #drunk #hangover http://someurl,Twitter for iPhone,2016-12-08T06:32:13.000Z,#pissed,,,
everyone,en,806737098225029124,212795947,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 1}",806737098225029124,😐🙄 #pissed every time I remember it http://someurl,Twitterrific for iOS,2016-12-08T05:48:07.000Z,#pissed,"[{'type': 'quoted', 'id': '806732494041010176'}]",,
everyone,en,806734029747691520,507528490,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806734029747691520,Only lost 2 games and did top healing every game and only got 2.2k ranking...thanks blizz #pissed #fuckcomp #killmenow,Twitter for iPhone,2016-12-08T05:35:55.000Z,#pissed,,,
everyone,en,806731752752283648,540977864,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806731752752283648,Just finished watching #TheWalkingDead #season7 #episode1 & I must say Im #Pissed because they... http://someurl,Instagram,2016-12-08T05:26:52.000Z,#pissed,,,"{'place_id': '84229b03659050aa', 'coordinates': {'type': 'Point', 'coordinates': [-76.0872, 36.8345]}}"
everyone,en,806728027564490754,2291809849,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806728027564490754,#pissed Direct TV,Twitter for iPhone,2016-12-08T05:12:04.000Z,#pissed,,,{'place_id': '5c2b5e46ab891f07'}
everyone,en,806724882557902848,806323032549687296,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806724882557902848,Dont mind me. I just get all #pissed off and come on the @someuser  to unleash the #fire in a more anonymous manner. #soulcleansing,Twitter for Android,2016-12-08T04:59:34.000Z,#pissed,,,
everyone,en,806720861420081158,798038266180145152,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806720861420081158,People who Boot on Bo1 or any cod are trash how is it my fault i went 16-1 in SnD on you step them skills up......... #pissed #Bo1 #cod,Twitter Web Client,2016-12-08T04:43:36.000Z,#pissed,,,
everyone,en,806254341095092224,768648425147555840,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806717351311851520,@someuser @someuser #friendship & #pissed will probably be added to the dictionary in 2017. 😆,Twitter for iPhone,2016-12-08T04:29:39.000Z,#pissed,"[{'type': 'replied_to', 'id': '806254341095092224'}]",703952235881959425,
everyone,en,806715760806498304,2923534360,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",806716935719239680,@someuser Judge stopped counting votes in Michigan. Judge said Jill had no right for recount. I bet T***p paid off the Judge. #Pissed,Twitter for Android,2016-12-08T04:28:00.000Z,#pissed,"[{'type': 'replied_to', 'id': '806715760806498304'}]",27491578,
everyone,en,806712349755404288,471236500,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",806712349755404288,Im so protective of the people close to me. Mess with my sister? Disrespect my husband? Harass my friend? Ill fricken fight you😡👊🏼 #pissed,Twitter for iPhone,2016-12-08T04:09:46.000Z,#pissed,,,
everyone,en,806710066409828352,93737402,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",806710066409828352,My little sister just broke my emoji charger. So now Im keeping her emoji slippers. Stupid little whore. #pissed,Twitter for iPhone,2016-12-08T04:00:42.000Z,#pissed,,,
everyone,en,806706133637431296,758152094968782848,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806706133637431296,The lies being told tonight.. #pissed,Twitter for iPhone,2016-12-08T03:45:04.000Z,#pissed,,,{'place_id': 'fdddb6198f42cf7d'}
everyone,en,806703210144681985,725575500186394624,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806703210144681985,Like I have to pay $5 extra for a shirt just to get a large... #wtf #notright #pissed,Twitter for iPhone,2016-12-08T03:33:27.000Z,#pissed,,,
everyone,en,806696026027466753,70837744,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}",806696026027466753,"After 6 years, I have the dubious honor of wearing the office #FantasyFootball toilet seat. #Pissed http://someurl",Twitter for Android,2016-12-08T03:04:54.000Z,#pissed,,,
everyone,en,806693373889351680,66574610,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",806693373889351680,Got my #lularoe #holidayleggings in the mail today went to put them on and they ripped at the bottom @someuser #pissed #wastedmoney,Twitter for Android,2016-12-08T02:54:22.000Z,#pissed,,,
everyone,en,806692008194637824,45376639,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806692008194637824,I swear once I get my card American Express Im fucking done with you all. Sorry fucks. #pissed,Twitter for iPhone,2016-12-08T02:48:57.000Z,#pissed,,,
everyone,en,806691184760406016,360284660,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806691184760406016,"Its beer thirty, thats all I got to say #pissed #fuck",Twitter for Android,2016-12-08T02:45:40.000Z,#pissed,,,
everyone,en,806687162485747712,2871750607,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",806687162485747712,@someuser no restaurants in intl terminal. Just fast food. Maybe let people know before they have a 5 hour layover/14 hour flight #pissed,Twitter for Android,2016-12-08T02:29:41.000Z,#pissed,,96006812,
everyone,en,806686352456777728,145370919,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",806686352456777728,"Okay yeah lets have Pocahontas 2 on Netflix, but not the little mermaid #pissed 😡",Twitter for iPhone,2016-12-08T02:26:28.000Z,#pissed,,,
everyone,en,806682871536713729,257742669,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806682871536713729,When the TV keeps messing up during @someuser #pissed,Twitter for Android,2016-12-08T02:12:38.000Z,#pissed,,,{'place_id': '002a95851144ab66'}
everyone,en,806682833104359424,295881783,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",806682833104359424,@someuser why didnt you get invited to be on #HairsprayLive ? Are you upset??? I am. #pissed,Twitter for iPhone,2016-12-08T02:12:29.000Z,#pissed,,159541108,
everyone,en,806681408219418625,479203251,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 10, 'quote_count': 0}",806681408219418625,How young thug gon cancel it and miss his flight & re schedule for Monday #pissed af,Twitter for iPhone,2016-12-08T02:06:49.000Z,#pissed,,,
everyone,en,806679856683552768,1385232386,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",806679856683552768,I should have been Link Larkin #pissed,Twitter for iPhone,2016-12-08T02:00:39.000Z,#pissed,,,{'place_id': '22c613c36f32f0d1'}
everyone,en,806679659601661953,802288711849361409,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806679659601661953,That moment you get a present so shitty you cant even pretend you like it and start questioning your friendship... #pissed,Twitter for Android,2016-12-08T01:59:52.000Z,#pissed,,,
everyone,en,806675332833099779,952608194,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806675332833099779,Ran inside to JUST miss @someuser on the OReilly Factor 😡 #pissed,Twitter for iPhone,2016-12-08T01:42:41.000Z,#pissed,,,
everyone,en,806672995779485696,2585912648,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806672995779485696,I hate hard headed people if I say stop talking to me that includes social media texting phone calls all that shit #PISSED,Twitter for iPhone,2016-12-08T01:33:24.000Z,#pissed,,,
everyone,en,806672536217886720,1139047430,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",806672536217886720,Everyone on this team got it easy for homework #pissed #annoyed #readytogohome,Twitter for iPhone,2016-12-08T01:31:34.000Z,#pissed,,,
everyone,en,806671619263500292,804546060953731072,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806671619263500292,So #pissed right now. Havent said or looked at the #cheater sitting next to me at the musical. Dont know if she cares that I am upset.,Twitter for iPhone,2016-12-08T01:27:55.000Z,#pissed,,,
everyone,en,806669678282096640,195049534,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",806669678282096640,Why are we still fighting for rights to our bodies! #pissed http://someurl,Twitter for iPhone,2016-12-08T01:20:13.000Z,#pissed,,,
everyone,en,806667296420823040,804546060953731072,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806667296420823040,At a musical for my middle son and she tells me shes going out again Friday night. At some point Im going to get #pissed about this shit.,Twitter for iPhone,2016-12-08T01:10:45.000Z,#pissed,,,
everyone,en,806666925824757761,326505602,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 1}",806666925824757761,"Shoutout to #WSSUs internet going out in the middle of Final... Because of you, I have a 28% on my final 🙃😑 #Pissed",Twitter for iPhone,2016-12-08T01:09:16.000Z,#pissed,,,
everyone,en,806664647260651521,806347855552217088,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806664647260651521,I am so done with Desdemona. The little strumpet keeps trying to talk to me after shes been sleeping around with my ex-lieutenant #pissed,Twitter Web Client,2016-12-08T01:00:13.000Z,#pissed,,,
everyone,en,806661878546108416,1497101869,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806661878546108416,Umm @someuser what is wrong with this picture?!?!? This is what you do? #customerservice #pissed #boycott http://someurl,Twitter for iPhone,2016-12-08T00:49:13.000Z,#pissed,,,
everyone,en,806652058048856064,246387001,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",806652058048856064,Just waited in line at Taco Bell for 15 minutes JUST for them to tell me theyre out of what I wanted..... #pissed,Twitter for iPhone,2016-12-08T00:10:12.000Z,#pissed,,,{'place_id': 'b86cd6ef7a54d640'}
everyone,en,806646721753137152,767966491232706561,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806646721753137152,Did this generation skip the manners lesson in kindergarten or something? #pissed,Twitter for iPhone,2016-12-07T23:48:59.000Z,#pissed,,,
everyone,en,806646422133051392,3239254214,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806646422133051392,already lost 150$ on my birthday... #pissed,Twitter for iPhone,2016-12-07T23:47:48.000Z,#pissed,,,
everyone,en,806637047746273280,637249978,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806637047746273280,Yo digicel just bruk man vibes differently today yo #pissed,Twitter for iPhone,2016-12-07T23:10:33.000Z,#pissed,,,
everyone,en,806635019863261185,1119429788,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806635019863261185,"I cant wait for the Bryce Harper I was saying Wow, cause I am excited about Adam Eaton tweet  #Nats #BryceHarper #Pissed",Twitter for Android,2016-12-07T23:02:29.000Z,#pissed,,,
everyone,en,806616535833989123,266373476,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",806616535833989123,Got a chicken strip basket from @someuser got home and they forgot the toast #pissed,Twitter for Android,2016-12-07T21:49:03.000Z,#pissed,,,
everyone,en,806605167256829952,452380288,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806605167256829952,Went to take that last last #final I mentioned....my processor on my laptop freezes the test #pullingmyhair #stressed #2ndtry #pissed,Twitter for iPhone,2016-12-07T21:03:52.000Z,#pissed,,,
everyone,en,806603540605108224,33422842,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",806603540605108224,Broad City isnt coming back until August 2017?! NO. Im not okay with this and I never will be. #pissed #depressed,Twitter Web Client,2016-12-07T20:57:24.000Z,#pissed,,,
everyone,en,806600036947808259,3438126677,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806603021316751360,@someuser @someuser SHENANIGANS! PLOT OVER CHARS! THESE WRITERS ARE CLUELESS! Me calling out this shit. #pissed,Twitter for iPhone,2016-12-07T20:55:20.000Z,#pissed,"[{'type': 'replied_to', 'id': '806602503924174854'}]",1329524600,
everyone,en,806598720095715329,727330612072292353,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",806598720095715329,I havent even been able to beat @someuser s ass in 8-ball today. #pissed 😒,Twitter for iPhone,2016-12-07T20:38:15.000Z,#pissed,,,
everyone,en,806596300217155584,3439205541,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806596300217155584,I give up..... thought Id try @someuser and still cant create my own world. Tried everything. Deleting this shit & wasted money #pissed,Twitter Web Client,2016-12-07T20:28:38.000Z,#pissed,,,
everyone,en,806592821130104832,80576677,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806592821130104832,Lesson not learnt. Disappointed is the understatement. #pissed  #juststatistics #stupid.,Twitter for Android,2016-12-07T20:14:48.000Z,#pissed,,,
everyone,en,806592371714650112,255807427,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806592371714650112,I broke my favorite driving sunglasses #pissed 😑,TweetCaster for Android,2016-12-07T20:13:01.000Z,#pissed,,,
everyone,en,806585606054801408,1374765955,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 1}",806585606054801408,"Measured it, my room is 6 inches narrower than other rooms #pissed",Twitter for iPhone,2016-12-07T19:46:08.000Z,#pissed,,,
everyone,en,806571489344557057,1525923080,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806571489344557057,My entire mood just changed #pissed http://someurl,Instagram,2016-12-07T18:50:03.000Z,#pissed,,,
everyone,en,806570285692551171,1436750688,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",806570285692551171,"Ive said it before and I know Ill say it again, youre a piece of 💩. #pissed.",Twitter for iPhone,2016-12-07T18:45:16.000Z,#pissed,,,
everyone,en,806569332184645636,19246542,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",806569332184645636,I love everyone!!! #pissed #Stella #Christmas #love,Twitter Web App,2016-12-07T18:41:28.000Z,#pissed,,,
everyone,en,806565640102363137,1146685784,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806565640102363137,Its bullshit that Im forced to take a cheesestick with school lunch when they are aware I do not support dairy production. #vegan #pissed,Twitter for Android,2016-12-07T18:26:48.000Z,#pissed,,,
everyone,en,806540508692697088,770031557767733248,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806563785884385280,@someuser  hmm 😒 I would say before the #Apocalypse it was #Friendship but post definitely #pissed. I never wanted a Jason win. #BBOTT,Twitter for iPhone,2016-12-07T18:19:26.000Z,#pissed,"[{'type': 'replied_to', 'id': '806540508692697088'}]",133067880,
everyone,en,806563758793490432,604298758,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",806563758793490432,I sent a text while @someuser for a coupon code and now Im being spammed via text! Thanks a lot @someuser #pissed,Blaq for BlackBerry® 10,2016-12-07T18:19:19.000Z,#pissed,,,
everyone,en,806557776965156864,3322125640,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",806557776965156864,Hey everybody. Im ealy done w work today but I missed my train nevertheless. So Ive to wait 1h of the next train. #pissed #damnshit 😅😓🙈,Twitter for iPhone,2016-12-07T17:55:33.000Z,#pissed,,,
everyone,en,806556788355170304,390322912,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",806556788355170304,I always find out about concerts when its too late!! #pissed #isuck,Twitter for iPhone,2016-12-07T17:51:38.000Z,#pissed,,,
everyone,en,806551336846290944,805921467644936197,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806551336846290944,Watched @someuser #seasontwo #frustrated #pissed | When are you planning it to end ?? #season9999999999 ????@someuser,Twitter for Android,2016-12-07T17:29:58.000Z,#pissed,,,
everyone,en,806551057522458624,42589983,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806551057522458624,@someuser and @someuser Ive made payment for since 2pm. Spectranet Ive spoken to 5 diff agents get my Internet working!#pissed,Twitter for Android,2016-12-07T17:28:51.000Z,#pissed,,1901265578,
everyone,en,806540508692697088,261602453,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",806547333467013124,@someuser nope still #pissed scheduling was horrific for east coasters who want to watch live. I Always felt behind.,Twitter for iPhone,2016-12-07T17:14:03.000Z,#pissed,"[{'type': 'replied_to', 'id': '806540508692697088'}]",133067880,
everyone,en,806544770445275136,720709323,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",806544770445275136,Walked out in front of a car and the fucking asshole hit his brakes. Now I have to take my anatomy lab practical🙄 #pissed,Twitter for iPhone,2016-12-07T17:03:52.000Z,#pissed,,,
everyone,en,806544457168547840,3014311807,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806544457168547840,Wtf bro 😡 why would they put my clothes in the dryer now I cant fit my jacket 😴😴😴#PISSED😒,Twitter for iPhone,2016-12-07T17:02:38.000Z,#pissed,,,
everyone,en,806529031759917057,21447184,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",806529031759917057,@someuser can u explain why my favorite daily mix was removed today??????? the daily mix that i listened to the whole day yesterday?? #pissed,Twitter Web Client,2016-12-07T16:01:20.000Z,#pissed,,17230018,
everyone,en,806528261874282497,183057972,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806528261874282497,I drove for NOTHING 😂 #pissed,Twitter for iPhone,2016-12-07T15:58:16.000Z,#pissed,,,
everyone,en,806528169968857088,2331029947,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",806528169968857088,@someuser let our 54 day streak die. #pissed,Twitter Web Client,2016-12-07T15:57:54.000Z,#pissed,,412726395,
everyone,en,806527650550476800,488059682,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",806527650550476800,Love when someone dries my new jeans and thinks its no big deal! Of course you shop at a hardware store for your jeans!#pissed #ruined 😡,Twitter for iPhone,2016-12-07T15:55:51.000Z,#pissed,,,
everyone,en,806525904805646336,133067880,"{'retweet_count': 9, 'reply_count': 25, 'like_count': 22, 'quote_count': 3}",806525904805646336,"On a scale of #Pissed to #Friendship, how did you feel about #BBOTT as a whole? #RHAP",Twitter for Android,2016-12-07T15:48:54.000Z,#pissed,,,
everyone,en,806522966238515200,405141886,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806522966238515200,You guys didnt work hard to get the dark room running so dont use it as a hang out space its @someuser room! #pissed,Twitter for iPhone,2016-12-07T15:37:14.000Z,#pissed,,,
everyone,en,806520685417926656,383323892,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806520685417926656,"Quinton gets to stay home from because hes sick, but im also sick and get to go to work and school. #notfair #pissed",Twitter for iPhone,2016-12-07T15:28:10.000Z,#pissed,,,
everyone,en,806518620985561088,21231479,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806518620985561088,Had a dream I was walking to Rockefeller center in the snow and eating a cupcake. I woke up in my bed #pissed,Twitter for iPhone,2016-12-07T15:19:58.000Z,#pissed,,,
everyone,en,806501183657508864,411810335,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 1}",806501183657508864,Got through to @someuser for Chopper Shopper....phone died...today isnt my day #Pissed,Twitter for iPhone,2016-12-07T14:10:40.000Z,#pissed,,,{'place_id': '095534ad3107e0e6'}
everyone,en,806494883951177728,2592457604,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806494883951177728,#Speechless #Stunner In #Lingerie Is #Geeting #Pissed On And #Shag http://someurl http://someurl,mommyinmotion,2016-12-07T13:45:38.000Z,#pissed,,,
everyone,en,806491343677571074,2423415386,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806491343677571074,I dont give a sh** to all your demands.... Im not even oblige to!!!! So shut it!!!| #pissed #medyogalit,Twitter Web Client,2016-12-07T13:31:34.000Z,#pissed,,,
everyone,en,805949459830099969,604360841,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806486880481067008,@someuser NOOOOOOOO IPHONE 7 doesnt have Game Center!!! #PISSED,Twitter for iPhone,2016-12-07T13:13:50.000Z,#pissed,"[{'type': 'replied_to', 'id': '806458817739419648'}]",2561418950,
everyone,en,806470023493648384,305128215,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806470023493648384,"How I know my phone is a piece of shit: left 20mins ago with 100% battery, now at 55% #pissed",Twitter for iPhone,2016-12-07T12:06:51.000Z,#pissed,,,
everyone,en,806454832152346624,2355734857,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806454832152346624,So pissed! When Ellas in her yard space on leash and another dog comes and attacks her at 6AM. #idontthinkso #pissed #dogs,Twitter for iPhone,2016-12-07T11:06:29.000Z,#pissed,,,
everyone,en,806450775102627840,1568782699,"{'retweet_count': 2, 'reply_count': 3, 'like_count': 21, 'quote_count': 0}",806450775102627840,"My video did so bad, because of YouTube #pissed",Twitter for iPhone,2016-12-07T10:50:22.000Z,#pissed,,,
everyone,en,806450183169044480,259645939,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",806450183169044480,@someuser Organizations that do not listen to their customers will fail. Fix up your customer service at Wynberg Maynard mall! #Pissed,Twitter for iPhone,2016-12-07T10:48:01.000Z,#pissed,,133202523,
everyone,en,806445508961173504,319922891,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806445838402781184,@someuser @someuser doesent @someuser  look very @someuser  esque in that photo #pissed. 😀,Twitter for Android,2016-12-07T10:30:45.000Z,#pissed,"[{'type': 'replied_to', 'id': '806445508961173504'}]",319922891,
everyone,en,806431503760506880,17687596,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",806431503760506880,Ok TWD is good now... internet is working... for now. Give me sometime and Ill restart my brain for watching Flash. #tired #hungry #pissed http://someurl,Twitter for iPhone,2016-12-07T09:33:47.000Z,#pissed,,,
everyone,en,806428342308241408,2549740070,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806428342308241408,#Pissed!| | Why some people cant face me and prefer going around spreading lies with my name?| | Rumors may have... http://someurl,Facebook,2016-12-07T09:21:14.000Z,#pissed,,,
everyone,en,806423877714845696,586671028,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806423877714845696,Just witnessed my ol school homeboy do these cheap drugs..| | #pissed... 😡,Twitter for BlackBerry,2016-12-07T09:03:29.000Z,#pissed,,,
everyone,en,806401594229137409,207805802,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",806401594229137409,Did I really just have to go on a fucking Veronica Mars mission to find a drunken buffoon? #pissed http://someurl,Twitter for iPad,2016-12-07T07:34:56.000Z,#pissed,,,
everyone,en,806393797215141888,68054541,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806393797215141888,@someuser see i fucking told you!!!! #pissed http://someurl,Twitter for iPhone,2016-12-07T07:03:57.000Z,#pissed,,1616281328,
everyone,en,806393132912939008,2806787743,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806393132912939008,my dog def just ripped a hole in my fav shirt so im #pissed,Twitter for iPhone,2016-12-07T07:01:19.000Z,#pissed,,,
everyone,en,806392023955701760,1658014285,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",806392023955701760,WHO DIDNT PAY THE NETFLIX ACCOUNT #pissed,Twitter for iPhone,2016-12-07T06:56:55.000Z,#pissed,,,
everyone,en,806381838482739200,393045297,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806381838482739200,Im giving myself a headache. Why cant I just Not do this to people? Why am I making life so hard? Why do I have to be afraid? #pissed 😢,Twitter for Android,2016-12-07T06:16:26.000Z,#pissed,,,
everyone,en,806378471819800576,483973783,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806378471819800576,My fucking watch alarm goes off EVERY NIGHT at 12 in the morning and I have no idea how to turn it off. #Pissed,Twitter for iPhone,2016-12-07T06:03:04.000Z,#pissed,,,
everyone,en,806375180343930881,419991454,"{'retweet_count': 1, 'reply_count': 2, 'like_count': 8, 'quote_count': 0}",806375180343930881,When you heat up your food in the microwave for too long and then got to wait for that bihh to cool off. #pissed 😂,Twitter for iPhone,2016-12-07T05:49:59.000Z,#pissed,,,
everyone,en,806372583885172737,58270517,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806372583885172737,Still love @someuser Your the winner to me #pissed  #1fan,Twitter for Android,2016-12-07T05:39:40.000Z,#pissed,,,
everyone,en,806368709988204548,521717830,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",806368709988204548,I really just cracked my screen. #pissed,Twitter for iPhone,2016-12-07T05:24:16.000Z,#pissed,,,
everyone,en,806366435060621318,2265300283,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806366435060621318,@someuser has had my name wrong in his phone this whole time #pissed,Twitter for iPhone,2016-12-07T05:15:14.000Z,#pissed,,836864905,
everyone,en,806351069760495617,770762336,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",806352910594379776,@someuser what happened to this team? It is beyond frustrating watching this team!! Glad I didnt spring for NHL center ice Pkg. #Pissed,Twitter for Android,2016-12-07T04:21:29.000Z,#pissed,"[{'type': 'replied_to', 'id': '806351069760495617'}]",770762336,
everyone,en,806346720472891396,30951066,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",806349307829977088,@someuser thats 🐂💩! @someuser   @someuser just got screwed!!! #pissed,Twitter for Android,2016-12-07T04:07:10.000Z,#pissed,"[{'type': 'replied_to', 'id': '806346720472891396'}]",2255580679,
everyone,en,806348446517096448,787031112849784832,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",806348446517096448,I waited all day thinking wed get a good teaser #AgentsofSHIELD #Pissed http://someurl,Twitter for iPhone,2016-12-07T04:03:45.000Z,#pissed,,,
everyone,en,806348027254423553,26953262,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",806348027254423553,Wrong again...every year. #pissed #inkmaster #spikeinkmaster,Twitter for iPhone,2016-12-07T04:02:05.000Z,#pissed,,,
