source,conversation_id,author_id,text,referenced_tweets,in_reply_to_user_id,reply_settings,created_at,id,public_metrics,geo,lang,search_query
Salesforce - Social Studio,707251755696922625,138062686,@someuser <<omdat je ons hebt geblokkeerd :( #sad ^Raf,"[{'type': 'replied_to', 'id': '707251755696922625'}]",154082879,everyone,2016-03-08T17:22:30.000Z,707255184091684864,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter Web Client,707227904577552384,58767398,Het besef dat het de laatste #vrouwendag kan zijn dat @someuser onze voorzitster is :-( #ofkanjenogherverkozenworden #sad #agoria,,,everyone,2016-03-08T15:34:06.000Z,707227904577552384,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",,nl,#sad
TweetDeck,707139682799378432,73517943,@someuser Springsteen pls. #sad,"[{'type': 'replied_to', 'id': '707139682799378432'}]",73517943,everyone,2016-03-08T12:38:10.000Z,707183626308419585,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter Web Client,706882705259175936,1531257074,@someuser Je hebt mij nog geen DM gegeven job :( #Sad  http://someurl,,793897308,everyone,2016-03-07T16:42:24.000Z,706882705259175936,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter Web Client,706881983008415745,1531257074,@someuser Je hebt mij nog niet een DM gegeven :( job #Sad,"[{'type': 'replied_to', 'id': '706881983008415745'}]",793897308,everyone,2016-03-07T16:41:45.000Z,706882541073145857,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,706876918637993984,236473913,Nogsteeds niksvan je gehoord! #sad #Iwantamessage,,,everyone,2016-03-07T16:19:25.000Z,706876918637993984,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,706496815202439169,2353652173,Rust in vrede schoenen #sad,,,everyone,2016-03-06T15:09:01.000Z,706496815202439169,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 1, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,706447910049816577,2150690308,Missing home. Missing Bloemfontein! #home #bloemfontein #missing #sad,,,everyone,2016-03-06T11:54:41.000Z,706447910049816577,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
iOS,706242456610861056,483439363,Ik bekijk nu 2Doc via de NPO-app|  meer voorlichting over homos .is blijkbaar nodig #crazy #sad http://someurl,,,everyone,2016-03-05T22:18:17.000Z,706242456610861056,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,706103455220371456,450874013,Tja wat moet ik daar nou van zeggen #sad,,,everyone,2016-03-05T13:05:57.000Z,706103455220371456,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for Android,705836766830395393,1516326493,Iemand in ons huis het besluit om @someuser wat ek record te  stop om n fliek te record toe mis ek vir @someuser :-( #sad,,,everyone,2016-03-04T19:26:13.000Z,705836766830395393,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,705708031481417730,549166951,Super Giel de Winter dat je je bekommert om de eenzame aap in een verlaten dierentuin .. In 1985 al gesloten! Te zielig ! #Wassenaar #sad,,,everyone,2016-03-04T10:54:40.000Z,705708031481417730,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter Web Client,705676785892069376,2635562090,"RT @someuser Het is in België nationale #pyjamadag, maar niemand heeft Nederland een invitatie gestuurd zeker? #sad #feelingleftout","[{'type': 'retweeted', 'id': '705661373016100864'}]",,everyone,2016-03-04T08:50:31.000Z,705676785892069376,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter Web Client,705661373016100864,313170302,"Het is in België nationale #pyjamadag, maar niemand heeft Nederland een invitatie gestuurd zeker? #sad #feelingleftout",,,everyone,2016-03-04T07:49:16.000Z,705661373016100864,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,705339117870194689,49292854,Ben echt verbaasd als ik mensen zie die social media gebruiken als zwartgallige azijnzeikers en dagelijks hun ellende en woede delen😱 #sad,,,everyone,2016-03-03T10:28:44.000Z,705339117870194689,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,nl,#sad
Twitter Web Client,705302970511073281,3260503620,@someuser poor kitten! #SAD,"[{'type': 'replied_to', 'id': '705302970511073281'}]",582689833,everyone,2016-03-03T08:20:20.000Z,705306805082021888,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,705176647201382400,2761549318,Legio nieeeeeee!!!!!! #sad #legia,,,everyone,2016-03-02T23:43:08.000Z,705176647201382400,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPad,705154136975806464,3080241975,"@someuser welke, ik zat er niet in #tweetbreak #sad","[{'type': 'replied_to', 'id': '705154136975806464'}]",2367691086,everyone,2016-03-02T22:14:52.000Z,705154432951050240,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,705139629796802560,549166951,Met de kerst & verjaardag 22 jan 2016 nog met beide geknuffeld zo #sad | Laatste dagen veel om #MeBabytje gehuild | #gemis #leegte #stilte omg,,,everyone,2016-03-02T21:16:03.000Z,705139629796802560,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,705135018914521088,549166951,Mensen die in mijn omgeving overlijden doet me niet veel geen band mee | Met #dieren des te meer ook die ik van Instagram & twitter ken #sad,,,everyone,2016-03-02T20:57:43.000Z,705135018914521088,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,705132672209833985,549166951,Lieve Spike| Rust zacht lief en grappig mannetje | Ga je missen lieverd verschrikkelijk nieuws... #sad http://someurl,,,everyone,2016-03-02T20:48:24.000Z,705132672209833985,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
247Preapproval.com,704604780673560576,1114735326,RT @someuser Nieuwe #blog. #mustread #socialmedia #Facebook #emoji #yay #love #wow #angry #sad #like  #haha http://someurl,"[{'type': 'retweeted', 'id': '704592880044810240'}]",,everyone,2016-03-01T09:50:45.000Z,704604780673560576,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for Android,704592880044810240,3058592056,Nieuwe #blog. #mustread #socialmedia #Facebook #emoji #yay #love #wow #angry #sad #like  #haha http://someurl,,,everyone,2016-03-01T09:03:27.000Z,704592880044810240,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,nl,#sad
Twitter Web App,704290268372144129,3066075323,"@someuser Juist, ze komen door tig veilige landen dus zijn geen echte vluchtelingen. De echte vluchtelingen laten we momenteel sterven. #Sad","[{'type': 'replied_to', 'id': '704372324271783938'}]",313438544,everyone,2016-02-29T20:43:08.000Z,704406569505722369,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,704386554891005954,549166951,Denk veel aan die arme dieren die niemand hebben verstoten zijn en in de vrieskou moeten overleven #sad #cruel #lonely #hunger #thirat omg !,,,everyone,2016-02-29T19:23:36.000Z,704386554891005954,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,704194548428206080,3632758932,#fat Steven = #sad Steven,,,everyone,2016-02-29T06:40:38.000Z,704194548428206080,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",,nl,#sad
Instagram,704048956502896642,390691873,Zondagavond: barstende hoofdpijn en chocomelk #teamnosleep #disappointed #sad #headache... http://someurl,,,everyone,2016-02-28T21:02:06.000Z,704048956502896642,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,704046574691864582,231864423,Vandaag was echt baaldag. #sad,,,everyone,2016-02-28T20:52:38.000Z,704046574691864582,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,704002851782180864,547637234,@someuser standard is ook een Belgische ploeg! Ondanks het goede spel van de Luikse bezoekers telt enkel het spel van Anderlecht #sad,,120148951,everyone,2016-02-28T17:58:54.000Z,704002851782180864,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
IFTTT,703958722213715972,2315219659,http://someurl - ziggystardust00 - #sad #starman #lego http://someurl,,,everyone,2016-02-28T15:03:32.000Z,703958722213715972,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,nl,#sad
Twitter for Android,703708014298198020,284967037,#RTL4 #puurgeluk #slecht #bericht voor #kannetje aan Nick #verschil van #Noord-Koera en #Zuid-Korea kennen jullie niet  #sad #slecht 😕,,,everyone,2016-02-27T22:27:19.000Z,703708014298198020,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': '59359bafd0ab6719'},nl,#sad
Twitter for iPhone,703701188827586560,549166951,En dat wrede tuig ook achter een auto laten rennen totdat ze spek open liggen!!| #frustratie #woede #sad poor poor animals!,,,everyone,2016-02-27T22:00:12.000Z,703701188827586560,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,703700699658522624,549166951,Hoorde het al tijdje terug over de #galgo !| Smerig tuig zal hun ophangen zodat je net niet met je poten op de grond komt! #furious #sad !!,,,everyone,2016-02-27T21:58:15.000Z,703700699658522624,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for Android,703604282898161664,3345377439,"Super rugby het begin Stormers teen Bulls, ons mis jou in die span groot leemte, no8 trui word net nie gevul nie!! @someuser #sad",,,everyone,2016-02-27T15:35:08.000Z,703604282898161664,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Tweetbot for iΟS,703246671958941696,50620855,Dan ziet ge een vacature voor u droomjob voorbijkomen. En dan besefte dat ge nog niet kunt solliciteren. Fuck het leven soms. #sad,,,everyone,2016-02-26T15:54:06.000Z,703246671958941696,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",,nl,#sad
Twitter for Android,703186312208244736,482169376,Telekidsapp loopt niet echt lekker gelijk meer... 😭 Zelfs de vlog van Keetje niet... 😢 @someuser #sad http://someurl,,,everyone,2016-02-26T11:54:16.000Z,703186312208244736,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,703159205251850240,376870549,Interessant maar ook triest. Elke deal gaat ten koste van mensen #politiek #sad Rutten betaalt leergeld - Carl Devos http://someurl,,,everyone,2016-02-26T10:06:33.000Z,703159205251850240,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for Android,702914880718950401,256013954,Versje voor vrijdag #versje  #YF16057 #facebook #reactions #like #love #wow #haha #sad #angry #socialmedia http://someurl,,,everyone,2016-02-25T17:55:41.000Z,702914880718950401,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Tumblr,702619090175860737,25943714,📷 okhetrsgo: #life #truth #funny #lol #joke #sad http://someurl,,,everyone,2016-02-24T22:20:19.000Z,702619090175860737,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter Web Client,702585800379265025,1531257074,@someuser Je praate eens niet tegen me alleen deze houding 3sec dan skipte me echt hard! :( #sad,"[{'type': 'replied_to', 'id': '702585800379265025'}]",793897308,everyone,2016-02-24T20:13:27.000Z,702587163146371073,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter Web Client,702530878111617024,28983061,"@someuser yay ziet er lief uit, maar zie ik wel nergens op fb! #sad #angry","[{'type': 'replied_to', 'id': '702530878111617024'}]",17308403,everyone,2016-02-24T16:46:29.000Z,702535076605730816,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter Web Client,702499690508656640,214871327,"Geef toe, ze zijn best leuk toch? #facebook #like #love #haha #wow #sad #angry http://someurl",,,everyone,2016-02-24T14:25:52.000Z,702499690508656640,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter Web Client,702499444722417664,491404224,Facebook komt met alternatieven voor like! http://someurl #alternatief #like #feeling #mad #sad #funny #Facebook #marketing #social,,,everyone,2016-02-24T14:24:54.000Z,702499444722417664,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
IFTTT,701975663872495618,2944986075,"#sad by vnt.van, #nhatrang, #нячанг, #vietnam, #вьетнам http://someurl",,,everyone,2016-02-23T03:43:35.000Z,701975663872495618,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter Web Client,701934447374028800,376735204,Tien jaar #PVV  #Hahaha  #grappig Maar ook #sad Dat mensen verandering niet kunnen accepteren.,,,everyone,2016-02-23T00:59:48.000Z,701934447374028800,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter Web Client,701812246058561537,1247520288,"RT @someuser De uitleg van de varkensmuts-arrestatie,tuurlijk verdraaien ze t verhaal maar een arrestatie om een varkensmuts?#sad http://someurl","[{'type': 'retweeted', 'id': '701809748564434944'}]",,everyone,2016-02-22T16:54:13.000Z,701812246058561537,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for Android,701809748564434944,3183945039,"De uitleg van de varkensmuts-arrestatie,tuurlijk verdraaien ze t verhaal maar een arrestatie om een varkensmuts?#sad http://someurl",,,everyone,2016-02-22T16:44:17.000Z,701809748564434944,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",,nl,#sad
Twitter Web Client,701754274590674944,701748367412563968,"... Het bleek Phil te zijn.. Waarom wist ik dat niet, wat gebeurd er met mij..? #sad",,,everyone,2016-02-22T13:03:51.000Z,701754274590674944,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter Web Client,701722101359755264,2399421811,Waarom is de uitdrukking grip op zo alom aanwezig bij management. En waarom wordt grip op zijn Engels uitgesproken?! #sad,,,everyone,2016-02-22T10:56:00.000Z,701722101359755264,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for Android,701327912738357249,412960992,"@someuser @someuser zoiets, hebben ze het beter dan de dieren in OVP... #sad","[{'type': 'replied_to', 'id': '701673873348153344'}]",278072011,everyone,2016-02-22T07:45:19.000Z,701674111332970497,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for Windows Phone,701356937582084096,57596445,@someuser zei die nou papatoue ipv papaoute?? #sad terug naar 3fm,,10335222,everyone,2016-02-21T10:44:59.000Z,701356937582084096,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPad,701184954047275008,2210411083,Mensen die alles alles voor elkaar krijgen zonder moeite #happy VS mensen die als peuters worden behandelt en niks mogen #sad,,,everyone,2016-02-20T23:21:35.000Z,701184954047275008,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for Android,701074840564928512,248141310,Net even de heel- Nederlandse website van @someuser gecheckt. Of waar angst voor den vreemde (en meer) kan toe leiden #sad #gastvrijGent,,,everyone,2016-02-20T16:04:01.000Z,701074840564928512,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': '67687709552688fe'},nl,#sad
Twitter Web Client,700615345065734144,794657658,kJmpppje fbmxe>ÁÁ⃑aewz @someuser #sad L0bRv46d,,,everyone,2016-02-19T09:38:09.000Z,700615345065734144,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter Web Client,700275120032628736,3313577718,Waardeloos dat mensen zo met een prachtig weerloos beest om kunnen gaan #sad http://someurl,"[{'type': 'quoted', 'id': '700274746508836864'}]",,everyone,2016-02-18T11:06:13.000Z,700275120032628736,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Instagram,700069107782127616,3075293796,Lees het gedicht via de link in bio! #gedicht #oke #doei #fuckyou #sad #fuckboy #keer #keernl http://someurl,,,everyone,2016-02-17T21:27:36.000Z,700069107782127616,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter Web Client,699967273436647425,127353826,"@someuser of ik ga naar de plaats waar hij wel speelt, mocht ie ergens anders spelen... #boos #sad. Het blijft altijd een risico...","[{'type': 'replied_to', 'id': '699975703991812096'}]",309267873,everyone,2016-02-17T15:19:02.000Z,699976354192887808,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for BlackBerry®,699217095834337280,3892608869,Moet ek regtig in carletonville bly☹ ek gaan nooit @someuser ontmoet nie #sad,,,everyone,2016-02-15T13:02:01.000Z,699217095834337280,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Instagram,699197393556926464,200175866,"#inlove #sad #dontknowhattodo @ Windhoek, Namibia http://someurl",,,everyone,2016-02-15T11:43:43.000Z,699197393556926464,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","{'coordinates': {'type': 'Point', 'coordinates': [17.0836, -22.57]}, 'place_id': '3df4e3a5f8fa480a'}",nl,#sad
Twitter Web Client,699190401685725184,2919480291,Hoe vier je Singles Awareness Day? Op http://someurl staan een aantal suggesties. #ikbenblijmetmij #SAD http://someurl,,,everyone,2016-02-15T11:15:56.000Z,699190401685725184,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter Web Client,699117965208379392,2919480291,Als antwoord op #Valentijnsdag vieren de #singles vandaag Singles Awareness Day.  http://someurl | #SAD http://someurl,,,everyone,2016-02-15T06:28:06.000Z,699117965208379392,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,698789431357140992,19287394,"RT @someuser Valentijnsdag, oftewel singles awareness day. #SAD","[{'type': 'retweeted', 'id': '698787838725332992'}]",,everyone,2016-02-14T08:42:37.000Z,698789431357140992,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter Web Client,698787838725332992,2428444990,"Valentijnsdag, oftewel singles awareness day. #SAD",,,everyone,2016-02-14T08:36:18.000Z,698787838725332992,"{'retweet_count': 2, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,698592612362510336,197577331,Poor challenger #sad,,,everyone,2016-02-13T19:40:32.000Z,698592612362510336,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,698555583436353536,3335575857,Geen enkel Valentijnsberichtje ga ik krijgen #sad,,,everyone,2016-02-13T17:13:24.000Z,698555583436353536,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
IFTTT,698485049583398916,3058517419,RT zk_art #wip #oilpainting #girl #sad #love #alone #painting #mural #art | - zk http://someurl,,,everyone,2016-02-13T12:33:07.000Z,698485049583398916,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,662341775953104896,529696486,@someuser @someuser @someuser @someuser @someuser kwou altijd al model zijn ma kheb daar de looks nie voor #sad,"[{'type': 'replied_to', 'id': '698270226241167360'}]",2891236145,everyone,2016-02-12T22:20:26.000Z,698270462816743427,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",,nl,#sad
Twitter Web Client,698115562824577024,74821539,"@someuser spijtig dat Linde vervangen is, wilde eigenlijk gaan kijken naar show. Nu uiteraard niet meer. #sad #jolijnforlife","[{'type': 'replied_to', 'id': '698115562824577024'}]",111257867,everyone,2016-02-12T12:33:02.000Z,698122638221295616,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,nl,#sad
Twitter Web Client,698066486246707200,22906531,"Onvoorstelbaar, kamp in #Calais volgens deze mevrouw naar 18.000 !!! man. http://someurl  & leefbaarheid naar de filistijnen.  #sad",,,everyone,2016-02-12T08:49:54.000Z,698066486246707200,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,697734162111819776,456955776,@someuser we hadden hem maar nu is hij weg #Sad,"[{'type': 'replied_to', 'id': '697737259869736960'}]",972671174,everyone,2016-02-11T11:39:16.000Z,697746719149289472,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter Web Client,697416815496945665,4655882052,coz wanneer een hart breekt ... het dont break zelfs </3  </3 | #SAD  #Emo,,,everyone,2016-02-10T13:48:20.000Z,697416815496945665,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,nl,#sad
Twitter for BlackBerry®,697051038738706432,215726535,@someuser nope sorry Ek dink jy mag nie eers eintlik vreeslik tan nie.  #sad. Dis hoe dit is in die nuwe Suid Afrika.,"[{'type': 'replied_to', 'id': '697051038738706432'}]",166935416,everyone,2016-02-09T14:14:53.000Z,697061108084035584,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPad,696677597799915520,25810455,@someuser #drwho eind van de maand eruit? We zitten net seizoen 2 te kijken van de 8. Weer een serie die we niet af kunnen kijken. #sad,,231239973,everyone,2016-02-08T12:50:57.000Z,696677597799915520,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter Web Client,696630677958213632,635607592,Ongelooflijk ontstekingen linker voet amper genezen én nu rechtervoet aangedaan! Alwéér op krukken en rust..makes me really #sad & #nothappy,,,everyone,2016-02-08T09:44:31.000Z,696630677958213632,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 2, 'quote_count': 0}",,nl,#sad
Twitter Web Client,696591540957929473,17628599,"De Belg ziet Opgelet, glad wegdek-borden op de R0 en slaat vervolgens om de 500 meter de remmen dicht. #sad #belgiandrivers",,,everyone,2016-02-08T07:09:00.000Z,696591540957929473,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for Android,696381845437616133,446466425,RT @someuser Get well soon Zouma... #Football #MyGameIsFairPlay #Sad,"[{'type': 'retweeted', 'id': '696381538519379968'}]",,everyone,2016-02-07T17:15:44.000Z,696381845437616133,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for Android,696381538519379968,179899639,Get well soon Zouma... #Football #MyGameIsFairPlay #Sad,,,everyone,2016-02-07T17:14:31.000Z,696381538519379968,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,696111534028812288,420170629,@someuser waarom kan ik tussen 23:50uur en 00:30 (of later) geen mb-aanvuller kopen? Kon vorige week (zelfde tijd) ook niet. #sad,,17338082,everyone,2016-02-06T23:21:37.000Z,696111534028812288,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for Android,696084874294333440,114874277,Verdrietig om het afscheid van Cécile Narinx bij #Widm. Met haar wordt stijl weer ingeruild voor afritsbroeken en flodder t-shirt s. #sad,,,everyone,2016-02-06T21:35:41.000Z,696084874294333440,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",,nl,#sad
Twitter for Android,696083404434096128,4580528715,Door stomme rugpijn thuis zitten ): #sad #pijn #stom,,,everyone,2016-02-06T21:29:50.000Z,696083404434096128,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
IFTTT,695841510873550848,4339900392,RT officialjfit #bacon #guacamole #iifym #flexibledieting #macros #fats #yummy #soldout #sad #heb #texas #atx... http://someurl,,,everyone,2016-02-06T05:28:38.000Z,695841510873550848,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Instagram,695598041995284481,2886679986,#74 #alahly #sad #like4like #follow #instagram #instalike #instalove @ Zagazig http://someurl,,,everyone,2016-02-05T13:21:11.000Z,695598041995284481,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,695458285059772416,472486341,Mijn naamgenoot @someuser overleden. Groot verlies. Deze man = held. Legend. He will be missed !!!! #halloffame #ewf #sad,,,everyone,2016-02-05T04:05:50.000Z,695458285059772416,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPad,695356615734611968,55366044,@someuser Das het mooie aan deze serie. Altijd al geweest... Enige nadeel. Na vandaag al halverwege 😢😢😢 #sad...,"[{'type': 'replied_to', 'id': '695358490500464640'}]",1487319925,everyone,2016-02-04T21:30:38.000Z,695358830448803840,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,694984573713776641,1510242978,"Pfff kdacht van echt eens vroeg te gaan slapen, tis al bijna 22 uur ... #sad #needmoresleep 💤",,,everyone,2016-02-03T20:43:29.000Z,694984573713776641,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,690168346084524036,18344294,"@someuser @someuser heb gevoel dat je was zou moeten schrijven, Kay... #sad","[{'type': 'replied_to', 'id': '690170116961603584'}]",30941789,everyone,2016-02-03T09:19:47.000Z,694812515386179584,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Twitter for iPhone,694775928329740289,714041161,when ur mama had beloofd om u te komen halen but shes late door de file en u besef dat gij weer een strafstudie ga moeten incasseren #sad,,,everyone,2016-02-03T06:54:24.000Z,694775928329740289,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",{'place_id': '6d63560b362a45ed'},nl,#sad
Twitter for iPhone,694634123353260032,264995034,@someuser @someuser waar was je dan Trui!! #sad 😢,"[{'type': 'replied_to', 'id': '694634123353260032'}]",32314867,everyone,2016-02-02T21:32:58.000Z,694634641513451520,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 0, 'quote_count': 0}",,nl,#sad
Tweetbot for iΟS,694634123353260032,32314867,Men only #sad “@someuser Afscheid cultuurmakelaar Leiden @someuser #mannendiner #luckyme http://someurl,,,everyone,2016-02-02T21:30:55.000Z,694634123353260032,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,nl,#sad
