source,public_metrics,author_id,text,id,conversation_id,lang,in_reply_to_user_id,reply_settings,created_at,search_query,referenced_tweets,geo
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",581586481,i feel hurt when i see n maykasama sya na iba </3 #HeartBroken,399894138771873793,399894138771873793,tl,,everyone,2013-11-11T13:39:27.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",148229114,Nakakabadtrip na din talaga minsan. Minsan ka na nga lang magkagusto TAKEN pa. Takte. | #heartbroken #officematezoned,399864752135864320,399864752135864320,tl,,everyone,2013-11-11T11:42:40.000Z,#heartbroken,,
Twitter for Android,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",315044090,"Mahirap magpretend na masaya ka, kung alam mong nasasaktan ka na. #heartbroken",399851731003002880,399851731003002880,tl,,everyone,2013-11-11T10:50:56.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",228390085,Pagod na pagod na ako... #heartbroken,399827959843811328,399827959843811328,tl,,everyone,2013-11-11T09:16:28.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",980303706,@someuser more like #heartbroken joke hahaha ang OA natin :D oks lang yun no 👍,399497414488231936,399495896930320384,tl,150632173,everyone,2013-11-10T11:23:00.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '399497212205342720'}]",
Twitter for Mac,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",462096889,"@someuser Grabe ka! Tanan nalang nga surprise halin sakon malain! Sakit to ah, amin ko suplado ko pero di ko malain!!!!! #heartbroken",399153920863260672,399027563663613952,tl,58175906,everyone,2013-11-09T12:38:05.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '399152790624149504'}]",
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",18569361,Ang sakit sa puso panoprin ang report ni @someuser . #heartbroken #LordHearOurPrayer,399086039622373377,399086039622373377,tl,,everyone,2013-11-09T08:08:21.000Z,#heartbroken,,
Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",619018176,Si khunnie baby. Sa trinoma mamayang 3pm. Huhu. Wish i could go. #heartbroken :((,399038744587534336,399038744587534336,tl,,everyone,2013-11-09T05:00:25.000Z,#heartbroken,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1029747685,@someuser D: qwwwe #heartbroken #jaykay,398999426452049920,398995382299918336,tl,1146689276,everyone,2013-11-09T02:24:10.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '398999299977383936'}]",
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1700818848,"talaga bang kaakibat ang sakit sa pagibig., |  #heartbroken",398837483292463104,398837483292463104,tl,,everyone,2013-11-08T15:40:40.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",514041548,"Andito nga BABY namin, di naman namin makikita :( #heartbroken",398685838738862081,398685838738862081,tl,,everyone,2013-11-08T05:38:05.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",551840561,hindi ko na pipilitin sarili ko sayo kung ayaw mo ako :( kahit ganito ako marunong akong mag mahal :(| #heartbroken,398333319198162944,398333319198162944,tl,,everyone,2013-11-07T06:17:18.000Z,#heartbroken,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",212988695,"pinquotes #heartbroken #cry  #quote #pinquotes @ Dizon Circle,Liwayway Street Marulas Valenzuela City http://someurl",398283371325165568,398283371325165568,tl,,everyone,2013-11-07T02:58:50.000Z,#heartbroken,,"{'coordinates': {'type': 'Point', 'coordinates': [120.99273768, 14.67953994]}}"
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",212988695,"pinquotes #love #heartbroken  #quote #pinquotes @ Dizon Circle,Liwayway Street Marulas Valenzuela City http://someurl",398278954710478849,398278954710478849,tl,,everyone,2013-11-07T02:41:17.000Z,#heartbroken,,"{'coordinates': {'type': 'Point', 'coordinates': [120.99273768, 14.67953994]}}"
Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",1559096108,#HeartBroken like a motha fvcka ...,397887956951650304,397887956951650304,tl,,everyone,2013-11-06T00:47:35.000Z,#heartbroken,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1931576671,@someuser #heartbroken #noinvite#thaughtiwasyogifaimly#leedel,397596908744491008,397589759809187841,tl,53268786,everyone,2013-11-05T05:31:04.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '397589759809187841'}]",
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",383809442,@someuser LOOL Saalaaamaaa I miss you wallah afafaf #heartbroken #ineedtocusalama 💔💉,397435212499402752,397434568233328640,tl,1536319704,everyone,2013-11-04T18:48:33.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '397435031922425856'}]",
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",340855864,@someuser Ayoko na naalala ko lahat ng memories... #HeartBroken #MattHardy #JeronAndJericTeng,397421323434983424,397403209758539776,tl,52691780,everyone,2013-11-04T17:53:21.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '397420558372962304'}]",
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",399405249,waaaaaaaaa...CARROOLL!!! :(( huhu.. pano na si daryl?? #TWD #Heartbroken,397382325689794561,397382325689794561,tl,,everyone,2013-11-04T15:18:24.000Z,#heartbroken,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",94960829,nauubos na pagibig #heartbroken http://someurl,397198436111745024,397198436111745024,tl,,everyone,2013-11-04T03:07:41.000Z,#heartbroken,,
Twitter for iPad,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",53805767,"@someuser maybe I should quit online battles, no? Nakakapanluho... #heartbroken #worstpokemontrainer",396956895174332416,396898744907489280,tl,35511593,everyone,2013-11-03T11:07:53.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '396898744907489280'}]","{'coordinates': {'type': 'Point', 'coordinates': [120.99211806, 14.61547905]}}"
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",495005716,@someuser @someuser Kaya nga ako lagi iniiwan sinasaktan pinagpapalit #Hugot #Heartbroken,396897377887326209,393987856282046465,tl,1031761513,everyone,2013-11-03T07:11:23.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '396897172710367232'}]",
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",231729580,Ang haba ng kuwentuhan with tita nene and abby. #lovelife #heartbroken,396744821575909376,396744821575909376,tl,,everyone,2013-11-02T21:05:11.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1868923260,Sabres waived Kaleta 💔 #sosad #myfav #heartbroken,396678042174885888,396678042174885888,tl,,everyone,2013-11-02T16:39:49.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1229775930,@someuser  why? sabi kc #heartbroken ka ngayon :(,396535964043968512,396525754034302977,tl,1974794406,everyone,2013-11-02T07:15:15.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '396525754034302977'}]",
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2162103614,@someuser jays decline Kawasaki #heartbroken #whatweretheythinking #theman,396353992503984128,396353992503984128,tl,2162103614,everyone,2013-11-01T19:12:10.000Z,#heartbroken,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1174503152,#Throwback :) Time takde crush . Rindu nak ada #HappyLife balik :/ Ade crush tak habis-2 #HeartBroken . http://someurl,396266128177393664,396266128177393664,tl,,everyone,2013-11-01T13:23:01.000Z,#heartbroken,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",240117912,Jwu. Heck of a dream. Sakit sa dibdib #heartbroken #iwanttospendmylifetimelovingyou,396059008164831232,396059008164831232,tl,,everyone,2013-10-31T23:40:00.000Z,#heartbroken,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",363612035,Heartbroken eh! </3 Hello naman po kayo sa bangs q. Nagmu2ra yan. Hahahalol. #heartbroken #ithurts... http://someurl,395896701397250048,395896701397250048,tl,,everyone,2013-10-31T12:55:03.000Z,#heartbroken,,"{'coordinates': {'type': 'Point', 'coordinates': [120.9308237, 14.6967773]}}"
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",442625335,#heartbroken akooo. Walang pagkain sa ref. :(((,395859352491270144,395859352491270144,tl,,everyone,2013-10-31T10:26:39.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",330727911,so tiwa wanna get married soon #heartbroken,395852025990086656,395852025990086656,tl,,everyone,2013-10-31T09:57:32.000Z,#heartbroken,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",196502479,Eljohn mark macalindong add nyo sa fb #heartbroken,395750348477849601,395750348477849601,tl,,everyone,2013-10-31T03:13:30.000Z,#heartbroken,,
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",345242556,@someuser Di ka pupunta?? Grabe naman! #Heartbroken,395690383364993024,395687241646764032,tl,73807747,everyone,2013-10-30T23:15:13.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '395690010923393024'}]",
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",104166685,Bakit ganun? Kung kelan naman.... tyka naman..... ba yan #HeartBroken :( daym that hurts!,395607535660445696,395607535660445696,tl,,everyone,2013-10-30T17:46:01.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1041452300,"•.•Why!!Makayura :( Inlove ka bagobago lng ,Pag-mamaya nkita mo may GF na pla. :3 :( | #heartbroken #Night #crying http://someurl",395551679308763137,395551679308763137,tl,,everyone,2013-10-30T14:04:04.000Z,#heartbroken,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",74432570,@someuser Huhuhu paasa :((( :)))))) #heartbroken,395498655320272897,395448578321035266,tl,37662715,everyone,2013-10-30T10:33:22.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '395448578321035266'}]",
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",188768708,may mahal ng iba ang daddy mo huhu @someuser  @someuser  #heartbroken,395463848074829824,395463848074829824,tl,,everyone,2013-10-30T08:15:03.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1035996373,#TEAMSELOSA #HEARTBROKEN #TEAMLASLASPULSO Ayoko na Please ;(,395418528288751616,395418528288751616,tl,,everyone,2013-10-30T05:14:58.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1035996373,Bitter ko tlaga.. lgi nlng si ________ ang nsa isip ko khit may GF na sia #BITTER #DIMAKAMOVEON #heartbroken,395418166479687680,395418166479687680,tl,,everyone,2013-10-30T05:13:32.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2161964150,Grabeh man!! Dwele sa yo? Hehe.. Joke lang.. #heartbroken http://someurl,395408764414611456,395408764414611456,tl,,everyone,2013-10-30T04:36:10.000Z,#heartbroken,,
Echofon,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",162617948,Dreamt of my ultimate crush @someuser and were really close daw. Paggising ko naalala ko hes married na. 😭💔 #heartbroken,395362806372913152,395362806372913152,tl,,everyone,2013-10-30T01:33:33.000Z,#heartbroken,,
Twitter for BlackBerry®,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",582913998,@someuser fvck eco!#heartbroken:(,395285952467578880,395285952467578880,tl,585191754,everyone,2013-10-29T20:28:09.000Z,#heartbroken,,
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",460258235,"Hahahahaha Waaaaah | Henry ,Tom Dollar someni hii aki. #HeartBroken http://someurl",395254914655346689,395254914655346689,tl,,everyone,2013-10-29T18:24:49.000Z,#heartbroken,,
TweetCaster for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",145941522,#HeartBroken ang mga lines...tagos sa buto!!! But dhil dito magkakabaligtad na .. sa wakas c Chichay na ang hahabol..O.O #G2BHurtingInside,395222634285133824,395222634285133824,tl,,everyone,2013-10-29T16:16:33.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",127939677,@someuser HUHUHUHUHU #heartbroken hahaahahaha jk,395079579108249600,395078239174942720,tl,34893982,everyone,2013-10-29T06:48:06.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '395078239174942720'}]",
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2160979160,late morning po | | kmusta?? | | #heartbroken;(,395019725685530624,395019725685530624,tl,,everyone,2013-10-29T02:50:16.000Z,#heartbroken,,
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",563480003,"Why ninga pfalang xodya hixona vuswa maara nah,munhu atatwa hi vanhu once #heartbroken",394914605551857664,394914605551857664,tl,,everyone,2013-10-28T19:52:33.000Z,#heartbroken,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",836374284,@someuser wwwoww may problema ka? #heartbroken??,394844243325624320,394843079355924480,tl,209016781,everyone,2013-10-28T15:12:58.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '394843968917475328'}]",
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",143084909,@someuser ulinitoka pia leo #heartbroken,394520289872445440,394167143304278016,tl,284367289,everyone,2013-10-27T17:45:41.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '394519189366800384'}]",
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",280372776,[ayoko na putangina!!] #emo #heartbroken #fix #me jeje days at its finest http://someurl,394487088420098049,394487088420098049,tl,,everyone,2013-10-27T15:33:45.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1476841200,May crush ka sakanya pero may crush siya sa iba. Ganun ba tlga!?   #Heartbroken -.-,394305174006538240,394305174006538240,tl,,everyone,2013-10-27T03:30:53.000Z,#heartbroken,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",123869759,"Siya meron ng bago, ikaw akala mo mayron pang kayo.| | #pain #lettinggo #sadness #heartbroken",394249747730804736,394249747730804736,tl,,everyone,2013-10-26T23:50:39.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",259289706,Baba rge3 mn el safar el nahrda w 3aleban keda mgablish chocolate #Heartbroken #mshnasyin,394105039481888768,394105039481888768,tl,,everyone,2013-10-26T14:15:38.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",1510132062,GRABE!!!!! puro #heartbroken ang mga tao. my gosh. #stay #calm . btw di ako kasama dito HAHAHAHAHA :DD :PP,393927162224332800,393927162224332800,tl,,everyone,2013-10-26T02:28:48.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",953009976,wag na wag kang papasok sa isang sitwasyon na matagal nang may naka-posisyon..| mag mumukha ka ng tanga #heartbroken ka pa :(,393758276845699072,393758276845699072,tl,,everyone,2013-10-25T15:17:43.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",953009976,hindi ako makahinga sa sobrang  sakit ng nararamdaman ko :( #heartbroken,393757721192722432,393757721192722432,tl,,everyone,2013-10-25T15:15:31.000Z,#heartbroken,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",439718873,Sana di na ako pumasok :(| May fever ulit ako at maskit nanmn puso ko :(| #heartbroken,393677752148033536,393677752148033536,tl,,everyone,2013-10-25T09:57:44.000Z,#heartbroken,,
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1011143497,Sinasayang ko lang restdays ko sa bed. Not feeling well since yesterday. Nakikita ko na ang liwanag.#birthdaysickness #bodypain #heartbroken,393674865976168448,393674865976168448,tl,,everyone,2013-10-25T09:46:16.000Z,#heartbroken,,"{'coordinates': {'type': 'Point', 'coordinates': [121.02554, 14.48833]}}"
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",579871855,Hahaha ma judge awaa sanyengelera eish.... they jus tok...#heartbroken,393470775023661057,393470775023661057,tl,,everyone,2013-10-24T20:15:17.000Z,#heartbroken,,
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",162068239,@someuser wala love ☹ #heartbroken,393220709113012224,392969031054929920,tl,77789379,everyone,2013-10-24T03:41:37.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '393194706634412033'}]",
TweetCaster for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",162678021,"Advertisement for #SS5PH shown on ABSCBN kanina. Ahuhuhuuu updates nlng sana, phELFs please </3 #heartbroken",393033835832545282,393033835832545282,tl,,everyone,2013-10-23T15:19:03.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",46571858,@someuser Babe naka-sale items mo pero ang pa-ship dito mas mahal pa sa tinipid ko. :( #heartbroken,392946339270500352,392946339270500352,tl,26168878,everyone,2013-10-23T09:31:22.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",212014400,yung tipong bakasyon nag mga kaibigan mo tas ikaw pumapasok lokooong mapua to hahaha #heartbroken,392710896406913024,392710896406913024,tl,,everyone,2013-10-22T17:55:48.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1929810924,BAT GANUN? crush nlng nga kita pero| nasasaktan paren ako.. :( #heartbroken,392622162101551104,392622162101551104,tl,,everyone,2013-10-22T12:03:12.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",502582930,minsan kailangan mo ng mag sakripisyo sa taong mahal mo kahit ansakit sakit na..!!! :(| | #heartbroken :(,392611701813551104,392611701813551104,tl,,everyone,2013-10-22T11:21:38.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1967826151,ang hirap pala ng binabalewala ka ng mahal mo #heartbroken dumagdag pa ung #fever,392567303692234752,392567303692234752,tl,,everyone,2013-10-22T08:25:13.000Z,#heartbroken,,
TweetDeck,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",39961435,"@someuser waley, kaw? di muna ko magturo, mag move on muna ko hahahahahaha #heartbroken",392232342716051456,391752315444527104,tl,120616764,everyone,2013-10-21T10:14:12.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '392226179865784320'}]",
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",597560277,#heartbroken BAKIT SI **** GUSTO NIYA ;<,391914984986263552,391914984986263552,tl,,everyone,2013-10-20T13:13:08.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1888552292,rrrr na #heartbroken c shirley dun ah,391834090556514305,391834090556514305,tl,,everyone,2013-10-20T07:51:41.000Z,#heartbroken,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",110671169,"Since puro HB tweets ang nababasa ko, magpapaka-HB din ako. :D #hugotbiatches #heartbroken #hindibeloved #haaaybuhay #huhubye",391602752536592385,391602752536592385,tl,,everyone,2013-10-19T16:32:26.000Z,#heartbroken,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1108365295,"@someuser hahaha. Ikaw naman baby, masyado mong pinapahalata. Tanggap ko naman na basted na ako sayo eh. #heartbroken",391579323528142848,391572530890158080,tl,1126932746,everyone,2013-10-19T14:59:20.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '391574485968510978'}]",
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",899632634,katulgon kayko pero dli ko katulog| | huh??? -__-| | #feelingkuling #katulgon #heartbroken,391446062663098368,391446062663098368,tl,,everyone,2013-10-19T06:09:48.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",292192457,@someuser tas ganto pa background music kumusta naman daw yun? #HeartBroken,391222897525551104,391217717153239040,tl,1271299890,everyone,2013-10-18T15:23:01.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '391217717153239040'}]",
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",260667358,@someuser Death Kni... Oh. #heartbroken,391211297414471681,391191280728145920,tl,1209608880,everyone,2013-10-18T14:36:56.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '391191280728145920'}]",
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",1032277742,Grabe si Juv lasing na lasing HAHA. #HeartBroken,391195974971834369,391195974971834369,tl,,everyone,2013-10-18T13:36:03.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",236258737,Break na kami ni Kathryn T.T #heartbroken,391160789437919233,391160789437919233,tl,,everyone,2013-10-18T11:16:14.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",36937270,@someuser @someuser Medyo assuming naman tayo na pupunta talaga sila dito.. :( #heartbroken,391131858026524672,391057715406983168,tl,40429593,everyone,2013-10-18T09:21:16.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '391131556581888000'}]",
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",260667358,@someuser death kni... Oh. #heartbroken,390913067166740480,390735293869211648,tl,1209608880,everyone,2013-10-17T18:51:52.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '390735293869211648'}]",
Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",458784058,Chocolate Kimberleys <3 #onlythreeleft #heartbroken,390573268635504640,390573268635504640,tl,,everyone,2013-10-16T20:21:38.000Z,#heartbroken,,
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",41554266,@someuser Bakit feeling ko hindi na siya magpapakita ulit? #heartbroken,390514818853400576,390511733678170114,tl,34138299,everyone,2013-10-16T16:29:22.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '390514119083700224'}]",
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",279842579,@someuser MY sister is ignoring me. Tsktsktsk! #heartbroken,390506429364592641,390497480485654528,tl,536423645,everyone,2013-10-16T15:56:02.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '390506017118638080'}]",
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",321121986,Ginsubayan chocolates ko!! :( #heartbroken,390463725712318464,390463725712318464,tl,,everyone,2013-10-16T13:06:21.000Z,#heartbroken,,{'place_id': 'fb151ef38fa2ac0d'}
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",589114401,meeedyo napaasa ko ata sarili ko. huhu #heartbroken nat :)) pero huhuhu pa rin #bipolar,390429195559395329,390429195559395329,tl,,everyone,2013-10-16T10:49:08.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",502664204,@someuser #HEARTBROKEN HUE HUE HAHAHAHA. tag ko?,390218444743786496,390216835913613312,tl,306849077,everyone,2013-10-15T20:51:41.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '390218321716453376'}]",
Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1065872364,As this tym di pa rin nya ako binabati.... :((( | #heartbroken #desperate,390107978075893762,390107978075893762,tl,,everyone,2013-10-15T13:32:44.000Z,#heartbroken,,
Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",789215383,"Wala, mas mahalaga pa rin siya| keysa saken . Tanggap ko na yun . :(| | #Heartbroken",390091048607035392,390091048607035392,tl,,everyone,2013-10-15T12:25:28.000Z,#heartbroken,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",555807993,@someuser ohmygosh T^T </3 #heartbroken hindi ko man lang nasilayan ung historic structures ng buo *creys*,390074999668617216,390073112370241536,tl,1428228284,everyone,2013-10-15T11:21:41.000Z,#heartbroken,"[{'type': 'replied_to', 'id': '390074767346126848'}]",
Twitter Web Client,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",28121268,"Pag nagpagupit, #heartbroken agad? Di pwedeng naiinitan lang at nagtitipid ng shampoo?",389998024631410688,389998024631410688,tl,,everyone,2013-10-15T06:15:49.000Z,#heartbroken,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",96061212,Sana Mahalin ako ng taong mahal ko :( #broken #heartbroken #broke #emo #shit http://someurl,389942436665233408,389942436665233408,tl,,everyone,2013-10-15T02:34:56.000Z,#heartbroken,,
