lang,reply_settings,source,public_metrics,created_at,text,conversation_id,id,author_id,search_query,in_reply_to_user_id,referenced_tweets,geo
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",2016-07-20T11:46:23.000Z,Descendants of the sun di nako makapag hintay na panuorin to 😄 #excited,755730571989438465,755730571989438465,738307204592193536,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-20T10:11:45.000Z,Tomorrow after lunch dadating mga copies ng book ni @someuser sa CV Magazine.| | #Excited| #ALDUBSakLOLA,755706756429328384,755706756429328384,216745631,#excited,,,
tl,everyone,Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-07-20T09:50:10.000Z,ung bukas n ung intram nio..#excited..| tapos ung ikaw ung maglilead ng athletes prayer..,755701323937349632,755701323937349632,739717513236250624,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-20T09:34:57.000Z,"@someuser @someuser @someuser wow,,, nuod po akoh mamaya ate lau😍😍😉😘love u po,, #excited",755694834858328064,755697493015339008,728817043454066688,#excited,2437798814,"[{'type': 'replied_to', 'id': '755694834858328064'}]",
tl,everyone,Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-07-20T05:22:15.000Z,Hello Star City na sa saturday hihihi #JSA #Excited,755633901939355648,755633901939355648,907484678,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-20T04:07:12.000Z,#excited uwi n si serena|  #DolceAmoreArrival,755615013990199297,755615013990199297,3999521719,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-07-19T21:57:11.000Z,Sa sunday manonood ako ng imagine you and me dito sa italy | #excited | #eatbulaga | #ImagineYouAndMe,755521894862974978,755521894862974978,754062038528356352,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-19T16:28:05.000Z,@someuser abang abang da sa screening time #excited,755435626338451456,755439075058970625,118767983,#excited,748011490167365633,"[{'type': 'replied_to', 'id': '755435626338451456'}]",
tl,everyone,Twitter for iPhone,"{'retweet_count': 7, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",2016-07-19T15:34:18.000Z,@someuser anong meron sa trending na RE16NE IS COMING may bagong album or concert?! #excited,755425541159735296,755425541159735296,47148014,#excited,259368023,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-07-19T13:59:37.000Z,Sana makapasok bukas sa Showtime at sana present ang ViceRylle at sana may moments offcam 😂 #excited,755401710525263872,755401710525263872,1529028486,#excited,,,
tl,everyone,Twitter for iPad,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2016-07-19T13:47:15.000Z,Makatulog na nga para makapagbball na pag gising hehez #excited,755398601870675968,755398601870675968,1579976280,#excited,,,
tl,everyone,Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-07-19T12:19:41.000Z,#DolceAmorePusongBato #Excited nako mamaya sa mangyayari @someuser #Numberone Fun Niyo Ko!!,755376563923869696,755376563923869696,2361054247,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-07-19T07:43:02.000Z,"Bongga! Am sure, higit pa ito sa 7X platinum. Right @someuser #excited #aldensbook  http://someurl",755306939723108352,755306939723108352,75438590,#excited,,"[{'type': 'quoted', 'id': '755274745172463616'}]",
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-19T00:45:06.000Z,Parokya ni Edgar 😍🔜🎼🎸 #excited,755201763821494272,755201763821494272,2765344423,#excited,,,
tl,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-18T17:19:55.000Z,#excited #north #beach #nessebar @ Kakao Beach http://someurl,755089731176759297,755089731176759297,432783088,#excited,,,"{'place_id': '1ef1183ed7056dc1', 'coordinates': {'type': 'Point', 'coordinates': [27.71179048, 42.67361026]}}"
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-18T15:13:57.000Z,gv talaga pag naalala ko ibibili pala ko bukas ng mga gusto ko 😊 #excited,755058032547995648,755058032547995648,172296150,#excited,,,{'place_id': '00c1d2fc11f29f68'}
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",2016-07-18T13:13:43.000Z,@someuser @someuser arianneyanyan!! Kelan opening dito sa Caviiiite? #excited 😂,754928456127832064,755027772251054080,45812459,#excited,307233656,"[{'type': 'replied_to', 'id': '754928456127832064'}]",
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-18T11:37:37.000Z,Lapit na!!!| #excited| #Encantadia,755003587806179328,755003587806179328,3576626118,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 4, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-07-18T11:17:57.000Z,@someuser ngayon na po ba lalabas si @someuser sa #FPJAPUltimatum #excited 😁😁😁,754994989185196033,754998640918179840,549913115,#excited,23563916,"[{'type': 'replied_to', 'id': '754994989185196033'}]",{'place_id': '004f3727016f9b5c'}
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-07-18T11:09:19.000Z,@someuser @someuser @someuser W8ng fr it...#excited,754996307010457601,754996466805043200,727890952241741825,#excited,298917410,"[{'type': 'replied_to', 'id': '754996307010457601'}]",
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-18T10:45:09.000Z,OMG!!! Ngayon na lang ulit ako susubaybay sa isang GMA show! Ugh! <3 #excited #encantadia http://someurl,754990384015548416,754990384015548416,3311643104,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-07-18T04:45:06.000Z,sana pag gising ko nanjan ka na.😊 #excited #dimatae #dontbelatepls,754899776374579200,754899776374579200,4404000492,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-07-18T01:13:16.000Z,@someuser @someuser @someuser @someuser @someuser @someuser maghimo nasad ko group chat wait lang hahahahaha #excited,754426036503183360,754846467907477504,492930827,#excited,207409571,"[{'type': 'replied_to', 'id': '754846350852788225'}]",{'place_id': '1e44580207602e94'}
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2016-07-17T23:34:25.000Z,Avisala Eshna!!! mga Beki mamaya na ang Encandia! #Encantadia2016 #GMA #excited http://someurl,754821589175152640,754821589175152640,1127629554,#excited,,,
tl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-17T16:38:11.000Z,In gods will..... gabayan nyo po ako #amen #kayato #excited #tyagalng — feeling blessed,754716842497757184,754716842497757184,499420973,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-17T12:20:09.000Z,The forever exam na bukas!!! Pero excited na ako sa birthday ni Bhell hahaha #excited #examdays,754651905503092738,754651905503092738,706384885582155776,#excited,,,
tl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-17T10:51:21.000Z,MAg UNIFROM NAMI  tana ugma !! HAHAHAHA #EXCITED  nko makakitag conductor sa UM <3 󾌲󾌲󾌲😎󾌫󾌫󾌫󾌫 GWAPO KAY MO SA UNIF... http://someurl,754629556603121664,754629556603121664,3676799534,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-07-17T07:32:45.000Z,Yay first time ko makakatawid ng ilog pasig na sakay ng pnr 💕 #excited,754579576676769792,754579576676769792,2923352676,#excited,,,{'place_id': '01bb53b81ba40196'}
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-17T06:27:59.000Z,my mapuli na this August. #excited,754563281105199104,754563281105199104,4907523036,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-17T04:32:32.000Z,"Bagay sila @someuser Saka @someuser sana magka movie silang apat nila @someuser at @someuser , sigurado riot yun...| #excited",754534227006279680,754534227006279680,3893665273,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",2016-07-17T04:26:05.000Z,@someuser puounta po ba kayo nito? Sabay ako sa inyo plss. :( @someuser see you soon...##EXCITED http://someurl,754532603827335168,754532603827335168,920055272,#excited,726362954589868032,,
tl,everyone,Twitter for Android,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-07-16T21:17:36.000Z,Wooohhha.....Yehey manonood na kmi ng IYAM...OMG..😘😘😍😍| #excited  #ALDUBIYAMDay5,754424770893008897,754424770893008897,737125075820941312,#excited,,,
tl,everyone,Twitter Web App,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-07-16T19:52:24.000Z,@someuser @someuser @someuser @someuser nice epi 2day..#excited for tomm epi..#premar #mataji ka dhamaal with kamya😍😍#intresting,754403330412064768,754403330412064768,2829915685,#excited,1219180676,,
tl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-16T15:23:51.000Z,- Guys Ngayun palang ako . | Nakapagprepare haha 󾌴 | Parang di ako makakatulog netoo 󾌳󾌳󾌴󾌩󾍁 | #EXCITED 󾌩󾍔 — feeling excited,754335747939766273,754335747939766273,2780060299,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-16T13:37:55.000Z,Malapit na mag- We ❤ OPM #excited @someuser @someuser @someuser @someuser TeamYENG RoadToFinale,754309089505579009,754309089505579009,4800741631,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-07-16T13:35:22.000Z,Grabe prelims na matagal ko tong inantay #Excited,754308447240265732,754308447240265732,616883359,#excited,,,{'place_id': '01cf094a554e5069'}
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-16T09:09:45.000Z,"Omw to Wadhus, tawon nato ron kinsa ka. Hahahahaha #excited",754241602923540480,754241602923540480,3240101841,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-16T04:12:12.000Z,Nanggigigil na ako kay Meme eh! Makarebelasyon akala mo ikakasal ang announcement eh! Charot!🙊🙈😂😂😂✌✌ #excited,754166718868492288,754166718868492288,279991932,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-07-16T03:12:20.000Z,Ang bilis nang panahon..noon ang dami kung gusto...ngayon ikaw na lang...lol❤| | #ALDUB1stAnniversary | #hugot| #excited,754151653368926208,754151653368926208,3340822093,#excited,,,
tl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-16T02:26:56.000Z,Ang cute talaga :) #Excited http://someurl,754140230324744192,754140230324744192,114134391,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-07-16T02:12:31.000Z,Sa monday na pla? @someuser nako manonood nnaman kme nyan dto sa Office #SinungalingMongPuso hihi #EXCITED 👀,754136602444570625,754136602444570625,4440148033,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2016-07-16T01:40:19.000Z,@someuser jusko bro ang dami kong favorite character hahahaha pero sige wait ko nalang yang gift mo #excited 😂😄,754126264244457472,754128497883226112,563383134,#excited,521972155,"[{'type': 'replied_to', 'id': '754128034601406464'}]",
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-16T01:00:25.000Z,@someuser @someuser pika pika| PIKA-FU*K!NG-CHU!!!!!!!!!!| WHOOOOOOOOO😲😲😲😲😲😲😲😲| #Excited| #Vlogs,754117615241441280,754118456262463488,1732957164,#excited,1010476442,"[{'type': 'replied_to', 'id': '754117615241441280'}]",
tl,everyone,Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-16T00:58:25.000Z,@someuser #excited na kami d2 teamBahay.#ALDUB1stAnniversary,754117460484165632,754117952652226561,3689197214,#excited,3682588934,"[{'type': 'replied_to', 'id': '754117460484165632'}]",
tl,everyone,Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-15T15:16:31.000Z,.bukas mabubunyag n ang mga lihim nila alden at maine..nkaka exciten. .#excited#eatbulaga#aldub forever,753971514181951488,753971514181951488,753969321735577601,#excited,,,
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-07-15T12:18:25.000Z,Kitakits tayo bukas sa Zamboanga del Norte Convention and Sports Complex here in Dipolog City!!!!!| #excited| #galaforoncenanaman,753926691316076545,753926691316076545,855828846,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-15T11:14:09.000Z,@someuser Kami hahahha.. sa Friday na kami manonood.. 😂 #Excited Much,753106798920564736,753910518763495424,3315555667,#excited,199274986,"[{'type': 'replied_to', 'id': '753106798920564736'}]",
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-07-15T09:08:20.000Z,isang tulog na lng MaiChards 1st anniversary na ng aldub| @someuser and @someuser | #excited| #ALDUBAnniversarEVE :) :),753878858256875522,753878858256875522,753417214196199424,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-07-15T05:05:19.000Z,Hello Academe na ba uli? #excited,753817699252252672,753817699252252672,52906566,#excited,,,
tl,everyone,Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-15T03:39:52.000Z,ung pupunta ka school bukas para gumawa ng project.. #excited..makikita ko c crush.. cause kagroupmates ko cia..,753796196439777281,753796196439777281,739717513236250624,#excited,,,
tl,everyone,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-15T02:53:11.000Z,Kailan po ba nomination niyo? #excited na ako hahaha http://someurl,753784446717861889,753784446717861889,468078862,#excited,,"[{'type': 'quoted', 'id': '753783032616583168'}]",
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-15T00:29:29.000Z,"@someuser  direk, kelan po showing dito sa l.a? #dimakapaghintay #excited",753748283521048576,753748283521048576,34128985,#excited,38908587,,{'place_id': 'c2ad98c80a97adde'}
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",2016-07-14T14:44:49.000Z,BUKas o sa sabado ang release ng POKEMON GO?| | #EXCITED | #pokemonGOPhilippines,753601145944375296,753601145944375296,245271023,#excited,,,
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-07-14T12:34:46.000Z,Sana isa ako sa 150 na makakabili second chance na to be! afford ko na to!| #EPILOGUEinManila | #excited!| #BTSinMANILA,753568419178360832,753568419178360832,741999236670054404,#excited,,,
tl,everyone,Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-07-14T11:10:53.000Z,Dahil may Art Appreciation kami 👈👉  National Museum 😊😊  Hintay lang pupunta rin kami diyan.| | #Excited😊😊,753547309569437696,753547309569437696,3181543490,#excited,,,
tl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-14T08:36:47.000Z,Done laba kahit kunti lang... Wlang magwa 󾌳| #kuntingtiisnlng| #ilangarawnalng| #excited — feeling excited,753508529944657921,753508529944657921,539791655,#excited,,,
tl,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-13T22:26:17.000Z,More than 24 hours na lang at uulan na ng Pokemons. Yiiieeeeeee! #PHforPokemonGo #Excited http://someurl,753354892211810304,753354892211810304,131450167,#excited,,,
tl,everyone,Twitter Web Client,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-07-13T15:23:02.000Z,Gasgasan na naman nang Bulsa to . may Movie ang kimxi hihi :) | | #EXCITED,753248377597333505,753248377597333505,1656659558,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 8, 'quote_count': 0}",2016-07-13T15:03:49.000Z,May nagtitinda na ng Christmas lights along Aguinaldo highway (Bacoor) #excited,753243542219202561,753243542219202561,303040576,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 9, 'reply_count': 1, 'like_count': 35, 'quote_count': 0}",2016-07-13T12:55:07.000Z,Varungaalam Ini Idhigaasam Aagum 💫✨ #NeruppuDa #kabali cover song releasing tomo ✌🏻️ @someuser #excited http://someurl,753211151786188800,753211151786188800,627608780,#excited,,,
tl,everyone,Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-07-13T12:40:27.000Z,pbb na please!!! HAHAHA gusto ko na mapanuod si dj chacha. <3 #excited,753207461226643456,753207461226643456,266545398,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-13T11:09:58.000Z,Malapit na !!!| #Excited,753184690438156289,753184690438156289,717277916363501568,#excited,,,
tl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-13T11:04:38.000Z,Done writing..| Pictorial naman bukas.| | #excited| #ForHim,753183349900922880,753183349900922880,59083004,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-13T10:30:16.000Z,"Robinsons Expansion. Sana may Kpop Store, para diyan na lang kami bumili...huhu.😯😄😢😦..| | #Excited",753174701845819395,753174701845819395,745416462785871876,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2016-07-13T09:43:59.000Z,@someuser omg #excited aahahahaha si Marcia talaga ang nagdala hahahaha,753148909833195520,753163051805716480,99215658,#excited,745112161,"[{'type': 'replied_to', 'id': '753162779733872640'}]",{'place_id': '006523c50dfe9086'}
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2016-07-13T04:38:37.000Z,@someuser pak! Ganern? Ahhaha oh lage darling mag sake nya ta sa u know na real soooon! #excited HAHAHHA,752467839148142594,753086204355149826,2475110226,#excited,28958560,"[{'type': 'replied_to', 'id': '753084728958418944'}]",
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-13T01:31:43.000Z,Tara na... manuod na tayo| My movie date...#excited| #ALDUBImagineYouAndMe http://someurl,753039170847645699,753039170847645699,160375227,#excited,,,
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-12T18:12:46.000Z,try lng nako ugma..walay mawala sa try bitaw..#excited,752928706247610368,752928706247610368,1488322976,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-12T15:46:15.000Z,Tuwalya ✅| Kumot.   ✅| Oxygen.  ✅| Diapers.  ✅| Ano may nkalimutan paba ko para bukas pag nood ko? Goodnight :)| #excited |  #IYAMTheGrandPremiere,752891832799858688,752891832799858688,4288769952,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-12T15:42:37.000Z,Ilang oras nlang mApapanood na ntin Imagine you & me #ALDUBIYAMBukasNa | #Excited| #kiligOverLoad,752890916235464704,752890916235464704,310856279,#excited,,,
tl,everyone,Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-07-12T14:18:29.000Z,#Excited to watch PBB| JKLabajo,752869745066508288,752869745066508288,752727020417658884,#excited,,,
tl,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-12T14:02:25.000Z,Pahabol sa summer :) | #excited http://someurl,752865702240026624,752865702240026624,67845759,#excited,,,
tl,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-12T13:55:52.000Z,Ready na bukas 😉| Ako pa ba magpapahuli? 💜 | | #excited #ImagineYouAndMe #Aldub #AldubNation http://someurl,752864053601546240,752864053601546240,62699977,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-12T12:09:16.000Z,sabi ni mami konti nalang pwede na raw ako mag artista! #excited http://someurl,752837226581467137,752837226581467137,1662726156,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-12T11:48:49.000Z,"@someuser  bagal Po Ng Net Ko,. Sayang Di Ko Matatapos,  Pero Aabangan Ko Tlga Mmya Pag Tapos Ng BornForYou. | #excited | #PBBCompleteNam",752820597252468738,752832079126106112,750651799816638464,#excited,255368170,"[{'type': 'replied_to', 'id': '752820597252468738'}]",
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",2016-07-12T10:58:34.000Z,Mga bibeeh hintay hintay na sa family feud!!! #excited,752819435837153280,752819435837153280,732770633495371776,#excited,,,
tl,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-12T10:28:46.000Z,Otw to lucena.| | Manganganak na si mhie..| | Godbless to us..| | Lord ikaw na po ang bahala..| | #excited — feeling... http://someurl,752811933154148352,752811933154148352,301184781,#excited,,,
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-07-12T10:21:55.000Z,Alam na pag hindi rerespeto ang China sa naging desisyon. HAHA #Excited #CHexit http://someurl,752810211992145921,752810211992145921,164926056,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-07-12T08:50:14.000Z,Ilang minutes na lang. #Excited #ALDUBIYAMBukasNa #ImagineYouandMe2016,752787139759222784,752787139759222784,4833449059,#excited,,,
tl,everyone,Twitter for iPad,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",2016-07-12T07:22:52.000Z,bus nga yata kakailanganin ate.. haha.. #excited  http://someurl,752765153419014145,752765153419014145,2443983722,#excited,,"[{'type': 'quoted', 'id': '752763652952854528'}]",
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-12T00:39:36.000Z,Ano kayang lasa puto ni mafi? 😂 #excited,752663665627713536,752663665627713536,3322372080,#excited,,,
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 3, 'quote_count': 0}",2016-07-11T16:21:07.000Z,@someuser @someuser sali tayo fave dali minute to minute!!! #excited #hyped #goforthegold,752527375708008448,752538219187548160,740552258,#excited,2459562396,"[{'type': 'replied_to', 'id': '752538030842400768'}]",
tl,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-11T14:22:03.000Z,Pinoy Big Brother Season 7 na...| Ang saya saya 😀😀😀 #excited #PBBLuckyS7 #PBBVietnam,752508253913788420,752508253913788420,450975029,#excited,,,
tl,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-11T11:26:27.000Z,RT Sisuvip TamayaAdams of course!!!| | #holidaymode #marbella #marbs #partytime #excited #sunshine #bassline #goodt... http://someurl,752464065230954496,752464065230954496,2749602973,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2016-07-11T11:24:37.000Z,@someuser pick-up! Pumunta na nga si papa agad without notice from pulp #excited 😂,752463601303035908,752463601303035908,555927013,#excited,728231203774468096,,
tl,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-11T08:57:02.000Z,😱⛰ #adventuretime #megazipline #excited @ MegaZip @ Siloso Beach Sentosa http://someurl,752426459973709824,752426459973709824,2151345986,#excited,,,"{'coordinates': {'type': 'Point', 'coordinates': [103.81488648, 1.25707475]}, 'place_id': '58a4c3a0d54e1400'}"
tl,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-07-11T08:27:28.000Z,birthday ko na pala bukas 😂👏🎁🎉🎊 #excited,752419019827781632,752419019827781632,750249218585931777,#excited,,,
tl,everyone,Path,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-11T08:16:51.000Z,JAYAPURA!!!| | We are coming to town! #excited | | [REPOST Jessi Galla]| | Papua....Dont miss it chef Diana... [pic] — http://someurl,752416350757269505,752416350757269505,62189270,#excited,,,
tl,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-07-11T08:15:46.000Z,JAYAPURA!!!| | We are coming to town! #excited | | [REPOST Jessi Galla]| | Papua....Dont miss it chef... http://someurl,752416077381001216,752416077381001216,62189270,#excited,,,
tl,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-07-11T08:11:06.000Z,Manila na ako tomorrow. #excited 😊😍,752414901960839168,752414901960839168,60027137,#excited,,,
