source,conversation_id,author_id,reply_settings,id,text,created_at,public_metrics,lang,geo,search_query,in_reply_to_user_id,referenced_tweets,withheld
Twitter for Android,796260701564243968,2178535431,everyone,796260701564243968,#worried for my #AmericanFamily. #TrumpActuallyMeansFart couldnt be more true in this case 😰😖😵,2016-11-09T07:58:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,796260420747022336,53141163,everyone,796260420747022336,Going to sleep with a heavy heart tonight #Worried,2016-11-09T07:57:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,796260218564911105,167413853,everyone,796260218564911105,Shiiit.. Hitler 2.0 #shit #DoomsDay2016 #PrayForUSA #worried,2016-11-09T07:56:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter Web Client,796259872132231169,175686554,everyone,796259872132231169,"A bleak day, for America and for the world. #sad #worried",2016-11-09T07:55:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,796259631689584640,3259211084,everyone,796259631689584640,"What is going on in the world? So many people voting against freedom, solidarity, scientific progress...why? #USElections #worried",2016-11-09T07:54:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,796259351333896193,594638804,everyone,796259351333896193,#Brexit wasnt bad enough now insane misogynistic rasist @someuser in charge White House. World has gone mad! Very #Alarmed & #Worried!,2016-11-09T07:53:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,796259016519385089,539251434,everyone,796259016519385089,"Oh dear God what is your plan for the world? #trump as president. very, very #worried #sad #scared #prayformercy",2016-11-09T07:51:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,796258192514813953,622740078,everyone,796258192514813953,"The UK cant really be that shocked, we fell for the same right wing propaganda in June @someuser #ElectionNight #samesame #worried",2016-11-09T07:48:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,{'place_id': '3ba55ee536210b59'},#worried,,,
Twitter for iPad,796258126811033600,753643975,everyone,796258126811033600,Shock news #PresidentTrump #worried He is a #climatechange denier but apparently he cant roll back US climate action http://someurl,2016-11-09T07:48:25.000Z,"{'retweet_count': 3, 'reply_count': 0, 'like_count': 3, 'quote_count': 1}",en,{'place_id': '758461cd66db17e0'},#worried,,,
Twitter for iPhone,796257650212302848,176147921,everyone,796257650212302848,Did that really happen? #worried,2016-11-09T07:46:32.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,796256291433742336,734050050,everyone,796256291433742336,Are we SURE this isnt an episode of the Twilight Zone? #Election2016 #imwithher2016 #Worried,2016-11-09T07:41:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,796256277194215424,410049285,everyone,796256277194215424,Waking up to #snow & Trump as poss President. What happened last night?!? #tumpaggeddon #worried,2016-11-09T07:41:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter Web Client,796255694450294784,266747995,everyone,796255694450294784,"How do I feel? #nervous, #worried, #alienated, #rejected, #disrespected, but not #scared. Bring it on, #whitesupremacists #ElectionDay",2016-11-09T07:38:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPad,796255274608852992,2876725133,everyone,796255274608852992,Trump wins  American presidency !!! | God help us #worried #loosecannon,2016-11-09T07:37:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,796253395606765569,934476079,everyone,796253395606765569,Sideshow Trump! http://someurl #ElectionDay #worried  #scared,2016-11-09T07:29:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPad,796252319428001793,181513687,everyone,796252319428001793,Concerned that the man who made a living out of saying youre fired now has his finger on the nuclear button! #worried #doomed,2016-11-09T07:25:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,796252156131180544,284009444,everyone,796252156131180544,"@someuser do you know if Donald wins, you may have to come back home?? #worried #ElectionDay #ElectionNight #USElection2016",2016-11-09T07:24:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,46335511,,
Twitter for Android,796251920449110016,934476079,everyone,796251920449110016,BBC News - Donald Trump: 30 things the Republican believes http://someurl #worried #ElectionNight,2016-11-09T07:23:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,796251668442730496,1478098596,everyone,796251668442730496,Shit got real. Wtf America. #ElectionNight #PresidentialElection #worried,2016-11-09T07:22:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,{'place_id': '3bc1b6cfd27ef7f6'},#worried,,,
Twitter for iPhone,796251435532947457,1077417858,everyone,796251435532947457,"After the Brexit vote I thought Id leave the country. If things keep going Trumps way, I think Ill just leave the planet instead. #worried",2016-11-09T07:21:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,796251056682467328,39573343,everyone,796251056682467328,If #trump wins will US government look for anyway to overturn it? Sound familiar? Not the outcome we all wanted to see!! #brexit #worried,2016-11-09T07:20:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,796250203930132480,28131572,everyone,796250203930132480,Wat hav u done America! How a man like #trump can b voted in as president is beyond me.Wats coming 4 the world is quite worrying! #worried,2016-11-09T07:16:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,796248582298992640,302776085,everyone,796248582298992640,.#worried a bit #disgusted in #Disbelief also - common sense isnt that common. President Trump just doesnt sound right! #NotsoGreat http://someurl,2016-11-09T07:10:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,"[{'type': 'quoted', 'id': '796231645829414913'}]",
Twitter for iPhone,796248388132020224,98352765,everyone,796248388132020224,Looks like #Trumps really happening. What an absurd year! First #brexit now this #Election. Makes you wonder what the future holds #worried,2016-11-09T07:09:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Instagram,796248353013137409,250254518,everyone,796248353013137409,"And for those feeling #glum #worried #terrified, here are some Pugs to brighten your newsfeed!!!... http://someurl",2016-11-09T07:09:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter Web Client,796248106979315713,2882085931,everyone,796248106979315713,@someuser Movie Idiocracy was not Comedy - Science Fiction at all...#worried http://someurl,2016-11-09T07:08:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,16303106,"[{'type': 'quoted', 'id': '796247813239619585'}]",
Twitter for iPhone,796247519143534592,26036016,everyone,796247519143534592,This is horrible the bloke is a joke and could affect everyone  #ElectionNight #worried,2016-11-09T07:06:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Mobile Web (M2),796246605481406464,314628026,everyone,796247201060110336,@someuser @someuser so sorry USA #worried,2016-11-09T07:05:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,102846283,"[{'type': 'replied_to', 'id': '796246605481406464'}]",
Twitter for iPhone,796246641317740545,181729410,everyone,796246641317740545,What do I advise my gay daughter who was happily planning her wedding for next September #terrified #heartbroken #worried,2016-11-09T07:02:47.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,796243572898922497,1466930904,everyone,796246152299413506,"@someuser @someuser @someuser If that is true, world & AUS 🇦🇺 need to batten down the hatches, going to be very rough! #Worried",2016-11-09T07:00:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,{'place_id': '0073b76548e5984f'},#worried,2768501,"[{'type': 'replied_to', 'id': '796243572898922497'}]",
Instagram,796246034343137281,2177255841,everyone,796246034343137281,"Not to get too political or anything, but..... #bollo #themightyboosh #true #worried #america... http://someurl",2016-11-09T07:00:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter Web Client,796245668364951552,396471696,everyone,796245668364951552,How did this happen? America Please dont let Trump Win!!!!| #worried!,2016-11-09T06:58:55.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,796245349098721280,296461594,everyone,796245349098721280,"OMG I think Europe will also get American refugees now., cant believe this is happening #Shocked #worried #afraidForFuture  #ElectionNight",2016-11-09T06:57:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter for iPad,796245235965759489,539145917,everyone,796245235965759489,Praying we dont have to really embody #annefrank.... #worried beyond imagination http://someurl,2016-11-09T06:57:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,796238127337795584,20320173,everyone,796245149215064064,"@someuser best not to look. Although shows American dream is real, you really can make anything happen. #ElectionFinalThoughts #worried",2016-11-09T06:56:51.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#worried,40468202,"[{'type': 'replied_to', 'id': '796238127337795584'}]",
Twitter for Android,796244060373655552,3177766101,everyone,796244060373655552,@someuser You sure you want to give America five magical movies? #worried #ElectionNight #ElectionFinalThoughts | @someuser,2016-11-09T06:52:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,62513246,,
Twitter for Android,796244016996249600,4851265295,everyone,796244016996249600,"I feel like I need to marry a woman right now, just so I can say I did it when it was still legal. Just in case Trump wins. #worried",2016-11-09T06:52:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,796241667393290246,304653795,everyone,796243687604887553,@someuser thats what they are hoping for. #worried,2016-11-09T06:51:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,281597764,"[{'type': 'replied_to', 'id': '796241667393290246'}]",
Twitter for iPhone,796243443047612416,746769966658162688,everyone,796243443047612416,The weather is dark and moody outside and so is the reality of what is about to be. #worried,2016-11-09T06:50:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,{'place_id': '0d71abb04a0b78c5'},#worried,,,
Twitter for iPad,796242558909345792,28450104,everyone,796242558909345792,Oh my goodness. I think I may go back to bed. For four years.... #Worried.,2016-11-09T06:46:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Instagram,796242424502910976,26280737,everyone,796242424502910976,#America were heading into #uncharteredwaters! I pray for us all! #trump #worried Id be... http://someurl,2016-11-09T06:46:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,796241455161278464,2954345731,everyone,796241455161278464,I will more than likely be one of those people. And with a significant pre-existing condition it could be real trouble. #worried http://someurl,2016-11-09T06:42:11.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,"[{'type': 'quoted', 'id': '796230500721496065'}]",
Twitter for Android,796238010538979329,393579355,everyone,796238010538979329,May in Britain and Trump in the US can only spell bad news for the next 4 years #worried,2016-11-09T06:28:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,796236665165611008,3326300745,everyone,796236665165611008,"The nose is wicked, it has not made it possible to smell the wicked ones #worried #USElection2016",2016-11-09T06:23:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,796236047948677120,189416371,everyone,796236047948677120,These next four years man.... #scared #anxious #worried #nervous #frightened 😔😔😔,2016-11-09T06:20:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter Web Client,796233082781237248,702733498877091840,everyone,796235669265928192,@someuser @someuser @someuser @someuser @someuser Things are just bad and I believe Clinton will finally win #worried,2016-11-09T06:19:11.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",en,,#worried,1020058453,"[{'type': 'replied_to', 'id': '796233082781237248'}]",
Twitterrific for iOS,796235012869865472,77531548,everyone,796235012869865472,"So having not mentally prepared for a Tory majority or Brexit wasnt going to make the same mistake thrice , even so ........ #worried",2016-11-09T06:16:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,796234988777799680,784853163933401088,everyone,796234988777799680,The world is looking a much scarier place as news of the US election results comes through #worried #dreadful,2016-11-09T06:16:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,796234974441639936,1465869337,everyone,796234974441639936,"#ElectionNight | Hi America, could you pop a fall out shelter in the post? Hes a bit #triggerhappy #worried #crossfire 🙈| Yours, the UK  xx",2016-11-09T06:16:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,796234644257640453,1176886897,everyone,796234644257640453,"I feel like I need to shave my beard for my own safety, but I cant change the color of my skin. This is a tragedy. #scared #worried",2016-11-09T06:15:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Instagram,796234514682892288,26422294,everyone,796234514682892288,Mood.| #election2016 #hilaryclinton #donaldtrump #president #race #vote #idontknow #worried... http://someurl,2016-11-09T06:14:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,796234093923094528,15198719,everyone,796234093923094528,I just want to mention I knew it from the beginning. @someuser it is #worried #Elections2016 #AmericaDecides,2016-11-09T06:12:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,{'place_id': '58f54743b1a62911'},#worried,,,
Twitter for iPhone,796233868886114304,97387651,everyone,796233868886114304,"This was clearly not the year of reason, with Brexit and now Trump, what’s next? #ElectionNight #worried",2016-11-09T06:12:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,796233586701664256,53344244,everyone,796233586701664256,#ElectionDay makes me wonder: are all these people climate change deniers? #worried #USADecides,2016-11-09T06:10:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,796232462313594880,261799802,everyone,796232462313594880,#worried #ElectionNight How its possible?,2016-11-09T06:06:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter Web Client,796229757142581248,712365056730783748,everyone,796229757142581248,oooohh no.... #worried http://someurl,2016-11-09T05:55:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,"[{'type': 'quoted', 'id': '796224579656097792'}]",
Twitter Web App,795594509224648704,702733498877091840,everyone,796228826636361728,@someuser @someuser @someuser @someuser let us pray and hope Clinton will win this long race eish #worried,2016-11-09T05:52:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,3007407479,"[{'type': 'replied_to', 'id': '796221908865974273'}]",
Twitter Web Client,796228497488416768,416844176,everyone,796228497488416768,"#ElectionNight #Elections2016 In a state that STILL hasnt been called... 96% reporting, still almost even. #worried",2016-11-09T05:50:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Facebook,796228382379937792,198424430,everyone,796228382379937792,"Racism,  and anti gay and anti equality the trend in 2016 it seems. #mad #worried",2016-11-09T05:50:14.000Z,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,796228273621569536,1920598429,everyone,796228273621569536,@someuser dont do anything rash over there...#worried,2016-11-09T05:49:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,19697415,,
Instagram,796228206265143296,103659729,everyone,796228206265143296,Current election night mood. #itsatedtedworld #atlanta #imwithher #scared #worried @ Buckhead... http://someurl,2016-11-09T05:49:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,"{'place_id': '8173485c72e78ca5', 'coordinates': {'type': 'Point', 'coordinates': [-84.36155151, 33.82598689]}}",#worried,,,
Twitter Web Client,796226519781822473,1471366346,everyone,796228187348942848,@someuser Pakistanis are more #worried about #America than their own #country.,2016-11-09T05:49:27.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#worried,2749596367,"[{'type': 'replied_to', 'id': '796226519781822473'}]",
Twitter for iPhone,796226925501022208,3740662341,everyone,796226925501022208,Youve been #Trumped. There goes any hope of seeing positive changes lead by US in the next 4 years #worried.,2016-11-09T05:44:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter Web Client,796223796030173185,752639979818348545,everyone,796224367596371968,@someuser the dude wants to deport or ban 70% of my friends bro #worried,2016-11-09T05:34:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,956407650,"[{'type': 'replied_to', 'id': '796223796030173185'}]",
Twitter for iPad,796224155955974144,328645213,everyone,796224155955974144,Had enough. Getting up and going into the office now #worried,2016-11-09T05:33:26.000Z,"{'retweet_count': 0, 'reply_count': 2, 'like_count': 4, 'quote_count': 0}",en,{'place_id': '1c37515518593fe3'},#worried,,,
Twitter for iPhone,796223891689508865,76969228,everyone,796223891689508865,What have u become Americans? I thought u said Trump is a piece of bullshit. Didnt see this coming. Really urgh ☹️ #worried,2016-11-09T05:32:23.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 1}",en,,#worried,,,
Twitter for Android,796222613689241600,344571890,everyone,796222613689241600,@someuser What will be the impact to our country if Donald Trump wins? #election #worried,2016-11-09T05:27:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,{'place_id': '6298fc6828dd9066'},#worried,18901882,,
Twitter for iPhone,796221125227220992,2946867097,everyone,796221769765896192,@someuser @someuser @someuser I mean we dont knw how to identify real new note.. So initially ppl may cheat poor public of India #worried 🤔,2016-11-09T05:23:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,2946867097,"[{'type': 'replied_to', 'id': '796221125227220992'}]",
Twitter for iPhone,796221391141998592,188529077,everyone,796221391141998592,All I see is red on that map...#worried http://someurl,2016-11-09T05:22:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",en,,#worried,,,
Twitter for iPhone,796220634690940928,39356513,everyone,796220634690940928,This election is making me nauseous #ElectionNight #worried,2016-11-09T05:19:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPad,796220557708640256,18581973,everyone,796220557708640256,"US ppl have voted AGAINST #politic establishment& #charity orgs Understand THAT, but.. #worried #Election2016 #ElectionNight #dontpushbutton",2016-11-09T05:19:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,796220158675132416,337884083,everyone,796220158675132416,What the f**k is going on? #Worried http://someurl,2016-11-09T05:17:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Linkis: turn sharing into growth,796219504242151424,276943235,everyone,796219504242151424,Donald #Trump’s #election #lead #has #these #celebrities #very #worried via @someuser http://someurl,2016-11-09T05:14:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPad,796217835047493632,712817533,everyone,796217835047493632,Good god America...what have you done!??!?| #ElectionNight #worried,2016-11-09T05:08:19.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Instagram,796216969959763970,82442199,everyone,796216969959763970,"There is #reason in all this, namely a very valid reason to get #worried if the funny-hair man... http://someurl",2016-11-09T05:04:53.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,796216956923719680,19363233,everyone,796216956923719680,Hate shouldnt win. :( #Election2016 #worried #wearebetterthanthis,2016-11-09T05:04:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,796216540802719744,274555194,everyone,796216540802719744,Im gon to have to go radio silence on all media. Cant see the bigot idiot as POTUS. Real as it may be. #gutsick #worried #kids,2016-11-09T05:03:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter for Android,796216162094825472,979796431,everyone,796216162094825472,209-254 Ive pretty much made my mind up that Trump will be next president smh 😧. Lord pls show me a miracle. 🙏 #worried,2016-11-09T05:01:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Facebook,796215995979460609,1395322856,everyone,796215995979460609,When you remember you bought a puppy in Mexico and hope her papers let you move to her home town... #worried #mty... http://someurl,2016-11-09T05:01:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,796215705842679808,839296045,everyone,796215705842679808,This smacks of the shock I felt over #brexit #thisisnotok #wontbevisitingamericaanytimesoon #worried #commonsensehasntprevailed,2016-11-09T04:59:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,796215206808535042,24663625,everyone,796215206808535042,Nobody gave Trump a chance a year ago! we are underestimating (especially the left) his ability. In UK was the same...whats next? #worried http://someurl,2016-11-09T04:57:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,{'place_id': '99cdab25eddd6bce'},#worried,,"[{'type': 'quoted', 'id': '796192744083431430'}]",
Twitter for Android,796212516888211456,531482074,everyone,796212516888211456,#Worried #HillaryClinton supporters at #Florida state campaign #postelection #party. #Elections2016 #ElectionNight #FinallyOver http://someurl,2016-11-09T04:47:11.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 1}",en,,#worried,,,
Twitter for Android,796210918770245632,501724156,everyone,796210918770245632,Philadelphia Clinton 49% Trump 48%| And this is a state that Clinton has much hope in. #Worried,2016-11-09T04:40:50.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter Web Client,796210734942154752,96477029,everyone,796210734942154752,Im following this #Elections2016 more closely than the Aussie ones. A Lot Closer #Worried,2016-11-09T04:40:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter Web Client,796210481006407681,1554734484,everyone,796210481006407681,How ya doin. @someuser #worried #gawdihopeitsnottrump,2016-11-09T04:39:06.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter Web Client,796209362775609344,3666659413,everyone,796209362775609344,Trump? More like Dump! OH SNAP #rekt #but #really #im #worried #for #Americas #future,2016-11-09T04:34:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,796208791394152448,170802383,everyone,796208791394152448,Nothing good has come from Jeremy Vine on the tv at this time in a long time. #worried http://someurl,2016-11-09T04:32:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,796145076967796736,309024585,everyone,796208499135053824,@someuser have been up for most of the night #worried,2016-11-09T04:31:13.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",en,,#worried,2503702766,"[{'type': 'replied_to', 'id': '796145076967796736'}]",
Twitter for iPhone,796206520967004160,143610828,everyone,796206520967004160,@someuser I hope this shows how much this country needs your leadership #Worried #ElectionNight #2020,2016-11-09T04:23:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,970207298,,
Twitter Web Client,796205314433544192,1587106056,everyone,796205314433544192,"Gotta wake up in 4 hours, but cant stop checking the results #ElectionNight #worried #scared",2016-11-09T04:18:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,796204339647782912,127923567,everyone,796204339647782912,"Watching #vote2016 results in Palm Springs CA, do I need to book an emergency ticket back to Europe? #worried #iamwithhillary",2016-11-09T04:14:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter Web Client,796204010038591489,941289121,everyone,796204010038591489,Holy shit this may actually happen #worried #electionnight #endoftheworld,2016-11-09T04:13:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Instagram,796203664922841088,143231045,everyone,796203664922841088,This shit is gonna be so tense and #intense 😱😱😱Im so #worried😱😱😱😱| 📝📝📝VOTE📝📝📝 #hillary #trump... http://someurl,2016-11-09T04:12:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",en,,#worried,,,
Twitter for iPad,796203141347835904,34915599,everyone,796203141347835904,"RT #USElection2016 #TRUMPXIT? #newworld #NewEra  is coming. #concern? #worried? I cant imagine the new world, the future, for good or bad.",2016-11-09T04:09:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",en,,#worried,,,
Twitter for iPhone,796202501431263232,224867360,everyone,796202501431263232,@someuser @someuser @someuser The D better come through! #worried,2016-11-09T04:07:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",en,,#worried,887857278,,
