lang,reply_settings,source,public_metrics,created_at,geo,text,conversation_id,id,author_id,search_query,referenced_tweets,in_reply_to_user_id,withheld
en,everyone,ielan,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T17:00:05.000Z,,Is Your Running Habit Deserving of a Beer? http://someurl #saveArash #Happy New Year #2017in3words,814878739431571456,814878739431571456,787442173247643648,#happy,,,
en,everyone,TweetDeck,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T17:00:04.000Z,,Wishing everyone a #happy & #healthy #NewYear. Well see you in #2017! http://someurl,814878735258107904,814878735258107904,62546598,#happy,,,
in,everyone,ReviewClicker,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T16:59:59.000Z,,Shahrukh Khan in Happy New Year Hindi Film HD Photo|  http://someurl | #shahrukh #khan #in #happy #new #year #hindi #film,814878711971450880,814878711971450880,1092090061,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:58:31.000Z,,Year End Party #sweetsdeluxe #happy http://someurl,814878345204789248,814878345204789248,729965537476759552,#happy,,,
en,everyone,Facebook,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 12, 'quote_count': 0}",2016-12-30T16:57:49.000Z,,Z panem trenerem 😄 He made my day 👌 #slawekszmal #thebest #goalkeepers #handball #kielce #kadra #friends #happy http://someurl,814878167265640448,814878167265640448,1408343971,#happy,,,
en,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:57:43.000Z,,"http://someurl I think we all need this video:  Dont Worry, Be Happy #happy #DontWorry",814878140455497728,814878140455497728,16669580,#happy,,,
en,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:57:24.000Z,,"Got the new #AndroidNougat #Nougat update. #happy #newyeargift Thank you, #motorola",814878061653032960,814878061653032960,75949657,#happy,,,
en,everyone,Periscope,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:57:20.000Z,,.@someuser on #Periscope: #Prepping for an #office #party ... #Happy 25th #Birthday #Alexandra #Universe http://someurl,814877580532686848,814878045681123329,1651206439,#happy,"[{'type': 'replied_to', 'id': '814877580532686848'}]",37989305,
en,everyone,Twitter Web Client,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",2016-12-30T16:57:15.000Z,,Happy New Year with @someuser !!!|  #runway #happy #new #year #guillaumetteduplaix #eleonoradegray #runwaymagazine http://someurl,814878024881598465,814878024881598465,711566103869263872,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:57:05.000Z,,"Its almost 2017, are you ready?| #2017 #newyear #travel #traveling #newzealand #rotterdam #netherlands #happy #HAPPYNEWYEAR",814877983068524545,814877983068524545,3490383256,#happy,,,
en,everyone,Linkis: turn sharing into growth,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:56:42.000Z,,"Via @someuser Goats And Sodas Top Stories: Mosquito Repellent, Menstrual Huts, Car Crash http://someurl #happy #new #year",814877885613932544,814877885613932544,783262902581092353,#happy,,,
en,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:56:02.000Z,,Have a happy and safe New Years weekend from all of us at The Beauty Institute! #newyear #happy #beauty #cosmetology http://someurl,814877720815554560,814877720815554560,2990088111,#happy,,,
en,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:55:23.000Z,,"2 & 1/2 mile run, followed by a new book, coffee & giant salad. #happy",814877556050657280,814877556050657280,924480697,#happy,,,
en,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:55:11.000Z,,Tell me your secrets| | #happy| #like4like| #moments| #guys| #boys| #gays| #instagay| #selfie| #instaselfie| #me| #instaboy| #se... http://someurl,814877506075578368,814877506075578368,589396665,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:54:48.000Z,,"BBC News - Under the radar young carers denied support, says study #happy #new #year",814877406603386881,814877406603386881,783262902581092353,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:54:28.000Z,,#Happy #Holidays from my Queen @someuser | #Season #Greetings | #2017 | #2k16🎉 | MC http://someurl,814877324504133632,814877324504133632,606671831,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:54:25.000Z,,Having some fun!!! #fun #havingfun #happy #laugh #laughing #giggles... http://someurl,814877311103184896,814877311103184896,39683229,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T16:54:22.000Z,,You are never fully dressed without a smile 😊 #smile #happy #confident #joy #blondy #blondehaur... http://someurl,814877298721554433,814877298721554433,955366526,#happy,,,
en,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:54:09.000Z,,InterestArb: #Happy&HealthyNewYear,814877245798019072,814877245798019072,4298716648,#happy,,,
en,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:54:07.000Z,,Rosa helped Nia get #wired today! #fpo #orthodontics #happy #smiles #braces #forestparkorthodontics http://someurl,814877236587274244,814877236587274244,1500358158,#happy,,,
en,everyone,TweetDeck,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-12-30T16:54:01.000Z,,#Happy&HealthyNewYear,814877212524630016,814877212524630016,632317734,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T16:53:51.000Z,,Head of Happyness Sallyann Keizer​ shares her thoughts on #NewYear ! in HAPPY 2017!   http://someurl #happy #happiness,814877167238660096,814877167238660096,3152768380,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:52:59.000Z,,Beach selfie 💗 great being here #fun  #sun #beach #westcoast #happy #strandfontein http://someurl,814876951231995904,814876951231995904,526200233,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:52:52.000Z,,From @someuser page ❤#love #healthy #happy #business #lifestyle #sale #instagood #health... http://someurl,814876920194154499,814876920194154499,786656356946370561,#happy,,,
en,everyone,Megan Jenkins,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:52:46.000Z,,Were grateful for your post!  RT @someuser #happy #blessed #grateful http://someurl,814876898190913536,814876898190913536,716340867347275777,#happy,,,
en,everyone,Instagram,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:52:11.000Z,,Foggy mornings #winter #instadaily #gretasgifts #happy http://someurl,814876750354124801,814876750354124801,2998284269,#happy,,,
en,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T16:52:07.000Z,{'place_id': '4596319e4ca876eb'},We did a lot in 2016 :) Happy New Year! #happy #new #year #project #event #historic #depot http://someurl,814876735061770240,814876735061770240,2812238119,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T16:51:58.000Z,"{'coordinates': {'type': 'Point', 'coordinates': [-75.11, 40.34]}, 'place_id': 'dd9c503d6c35364b'}",For what its worth. #quotes #goodquotes #happiness #happy #gratitude #grateful #love #justbe... http://someurl,814876696059019264,814876696059019264,363998288,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:51:57.000Z,"{'coordinates': {'type': 'Point', 'coordinates': [-87.46005608, 20.14423456]}, 'place_id': '13608b120d65a1ff'}",Happy kid 😎woke up like this 🌴 #happy #hungryfaces #travel #tulum #mexico #beach #sun... http://someurl,814876692615401473,814876692615401473,2227609054,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:51:48.000Z,,#santa at our #home 😂😂 #santaclaus #newyear #2017 #nöel #papanoel #happy #fun #laugh #selfie... http://someurl,814876653059014656,814876653059014656,255523638,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:51:01.000Z,,Feeling gorgeous and ready to take on the world. #werkwerkwerk #beauty #luckygirl #happy #glam http://someurl,814876457256284160,814876457256284160,2997347802,#happy,,,
en,everyone,Hootsuite,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:50:26.000Z,,Your relationship happiness is determined by your relationship habits. #happy #healthy #relationship http://someurl,814876310141071361,814876310141071361,2426354420,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:50:13.000Z,,En pause ~ | #jesuismorte #happy #travail #pharmacie http://someurl,814876254834921473,814876254834921473,248172561,#happy,,,
en,everyone,Buffer,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:50:08.000Z,,"Happy families, rosy cheeks, eating too much and all the Christmas films http://someurl #happy #lifestyle http://someurl http://someurl",814876233783799808,814876233783799808,2984396632,#happy,,,
en,everyone,TwSMJ,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:49:46.000Z,,#Jasper Ring #Jasper 925 Sterling Silver http://someurl #etsyhandmade #jewelrylovers #fashiondesigner #happy #shopetsy,814876141710430208,814876141710430208,753581427900416000,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T16:49:25.000Z,,Goosey-Moosey 🐂🌟 ⠀| ⠀| #germanshepherd #mastiff #puppy #dog #pet #animal #love #gorgeous #happy... http://someurl,814876053307092993,814876053307092993,3578299276,#happy,,,
en,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:49:13.000Z,,"Chilling with my main 2 girls, watching zootopia!!! #lovemydaughter #lovemygranddaughter #blessed #happy 😊😍",814876001570320384,814876001570320384,3742539072,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:48:50.000Z,,"Check out tropical print blue chiffon dress #unknown http://someurl via @someuser hay fat choy,#happy new year,happy hanukkah",814875904711106561,814875904711106561,328015975,#happy,,,
en,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:48:42.000Z,,#happy #kindness day simple_life_healths photo http://someurl #Kindnessmatters #kindnessday,814875874843623425,814875874843623425,138914765,#happy,,,
en,everyone,Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:48:19.000Z,,Do what makes you #happy.,814875776793399297,814875776793399297,58584629,#happy,,,
en,everyone,WolframConnector,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:48:10.000Z,,"Love must be sweet, the way my heart is pounding #happy, #love",814875737174016000,814875737174016000,791847795514871808,#happy,,,
en,everyone,iOS,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:47:46.000Z,,I am thankful for dogs. #thankful #positive #happy  http://someurl http://someurl,814875639333396480,814875639333396480,4158995433,#happy,,,
en,everyone,Linkis: turn sharing into growth,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:45:11.000Z,,Oil war: Avengers in trouble as Navy issues ultimatum http://someurl via @someuser #happy #new #year,814874986360033284,814874986360033284,783262902581092353,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:45:07.000Z,,The boss 🐶 #boss #dog #puppy #pooch #westie #love #dog #fluffy #mini #london #cute #happy #pal... http://someurl,814874971377954816,814874971377954816,390762281,#happy,,,
en,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:45:03.000Z,,#Acostic night #happy #FridayFeeling #Dhulikhel,814874953459765248,814874953459765248,592011302,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:44:48.000Z,,Just Smile #FridayFeeling The Kitten Spots the Fly  #Photo #Love #Cat #flickr http://someurl #photography #Happy #NewYear,814874893158404096,814874893158404096,343583166,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T16:44:23.000Z,,Crazy eyes 🙊 #Chill #Igers #Instaphoto #Working #Happy #NewLook http://someurl,814874786274955268,814874786274955268,278344661,#happy,,,
en,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:44:16.000Z,,A little reflection can bring clarity for the new year... #humility #inspire #success #attitude #happy http://someurl,814874758676217857,814874758676217857,20374983,#happy,,,
en,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T16:44:02.000Z,,My goal to run #ultra #goals #fit #run #running #runningman #runninggirl #runners #happy #smile #stream #energy... http://someurl,814874697305362436,814874697305362436,209431961,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:43:46.000Z,"{'coordinates': {'type': 'Point', 'coordinates': [43.5148192, 56.10357164]}, 'place_id': '12ea26764df70e0f'}",My goal to run #ultra #goals #fit #run #running #runningman #runninggirl #runners #happy #smile... http://someurl,814874633367388160,814874633367388160,209431961,#happy,,,
en,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:43:44.000Z,,The love between these 2 #sisters is the most amazing & #miraculous thing I have ever #witnessed #GodBless both with #happy & #health,814874622818557953,814874622818557953,3142518990,#happy,,,
en,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:43:33.000Z,,"@someuser hi Tim, what about an #arttweet: tweeting scribbles as in text messages? #Happy #New #Year!",814874576723255296,814874576723255296,246278660,#happy,,1636590253,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:43:33.000Z,,#Happy #Birthday #EllieGoulding #inthekitchen After #winning the #CriticsChoiceBRITAward in... http://someurl,814874576123555841,814874576123555841,845418151,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:42:33.000Z,"{'coordinates': {'type': 'Point', 'coordinates': [-9.13333, 38.7167]}, 'place_id': 'c1430b24da8e9229'}","#Happy - written on my face 😀🎈🎉| #LoveLisboa #LoveSun @ Lisbon, Portugal http://someurl",814874324884590592,814874324884590592,51774078,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T16:41:24.000Z,,Another #happy #photography #artcollector #congrats #secretcollector #celebrating #icecream and... http://someurl,814874034311667712,814874034311667712,63184695,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:40:30.000Z,"{'coordinates': {'type': 'Point', 'coordinates': [-77.03548342, 38.89733266]}, 'place_id': '01fbe706f872cb32'}",#whitehousetour #poppicktrain #happy #merry #sisters @ The White House http://someurl,814873809522135040,814873809522135040,14699741,#happy,,,
en,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:39:36.000Z,,Menus ✅ organised and tidy house ✅ now to finishing touches and last minute buys. Bringing in the New Year in style. 😀 #happy #excited,814873583570796546,814873583570796546,31538819,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:39:23.000Z,,#Happy #New #Year! Get 12% off Sitewide. Use coupon code #NEWYEAR17 http://someurl http://someurl,814873526830120960,814873526830120960,802967956632137728,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:39:05.000Z,,1st mantra of 8 on #podcast with @someuser closure to 2016 BEFORE you step into the #newyear #celebrate #happy http://someurl http://someurl,814873451286532096,814873451286532096,2994951365,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:38:24.000Z,,"BBC One - Songs of Praise, Remembrance http://someurl #happy #new #year 2017",814873282243686401,814873282243686401,783262902581092353,#happy,,,
en,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T16:38:24.000Z,,They are amazing if only e wryone was this #respectful #happy #blessed @someuser @someuser they need to marry & have more babies 👶🏼 http://someurl,814873281031380992,814873281031380992,3142518990,#happy,"[{'type': 'quoted', 'id': '814871943014916096'}]",,
en,everyone,erased994719,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T16:38:03.000Z,,"You know when you have found your prince because you not only have a smile on your face, but in your heart as well. Unknown #happy #love",814873193181806592,814873193181806592,3188480306,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:37:56.000Z,,"If you have realized that you are not #happy with your life, decide to and then make a course correction. ~ #JustBreathe",814873161862934529,814873161862934529,432832176,#happy,,,
en,everyone,Buffer,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:37:40.000Z,,#30daysofgratitude| A bit late today!| Mummy is #grateful for #dancing| She cant at the moment but loves to dance when shes #happy 😊 http://someurl,814873094590496768,814873094590496768,524733583,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:37:19.000Z,,"#Tidebuy-#Happy #Boxing #Day 5% OFF (>=2 Items),12% OFF (>=3 Items) ,Free US&UK Shipping $89+,Shop Now!12.27-12.30 http://someurl http://someurl",814873010054172673,814873010054172673,802967956632137728,#happy,,,
en,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:36:04.000Z,,Happy life 🌸. #doodles #letters #handletteren #happy #happylife http://someurl,814872695540224000,814872695540224000,4442151381,#happy,,,
en,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T16:35:40.000Z,,I Got a new Phone :) | #Happy| #feelingblessed,814872591512924160,814872591512924160,803986127363289088,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:35:10.000Z,,#happy hardcore eye opener bisexual youtube http://someurl,814872465860153344,814872465860153344,751682131626192896,#happy,,,
en,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:35:08.000Z,,@someuser Just taken delivery of a new #xpro2 from @someuser Cant wait to get shooting and receiving my £200 cashback #happy #fujifilm,814872457345691648,814872457345691648,2347370041,#happy,,117072098,
en,everyone,LaterMedia,"{'retweet_count': 9, 'reply_count': 2, 'like_count': 25, 'quote_count': 0}",2016-12-30T16:35:03.000Z,,Sweet Potato and Care Bear found their forever homes last weekend! Congratulations boys! #SDHRS #happy #adopt #adoptdontshop #foreverhome http://someurl,814872439901618176,814872439901618176,51907682,#happy,,,
en,everyone,Sprout Social,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:35:03.000Z,,Happy New Year from Nashua Builders. #newyear #happy  #nashua http://someurl,814872436659417089,814872436659417089,3232693646,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:34:33.000Z,"{'coordinates': {'type': 'Point', 'coordinates': [135.525844, 34.687378]}, 'place_id': '4d1f7bf488219a63'}",H-2 before New Year 2017 🙉😊| Found Park before Osaka Castle 🏯😚🌟✨✨✨| #happy #blessed #love #fun... http://someurl,814872313766223874,814872313766223874,44620959,#happy,,,
en,everyone,Radio Goa,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:34:31.000Z,,#NowPlaying #Happy New Year - #With on http://someurl |  #Konkani #RadioGoa  #Goa #Music,814872303838330880,814872303838330880,704255607868669952,#happy,,,
en,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2016-12-30T16:33:46.000Z,{'place_id': '00a917c36387c815'},"Hello everyone😊 happy happy new year to all my friends,family,GOD bless the Philippines&all the poor.LORD thank u thank u&I love u💙🎉🎊🎄#Happy",814872116591935488,814872116591935488,2951472384,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:33:46.000Z,"{'coordinates': {'type': 'Point', 'coordinates': [22.94690738, 40.63072045]}, 'place_id': '00ef501b596c931c'}",#skg #goodvibes #hair #happy #beauty #beaute #girls #happiness #fun #best!!! @ The Bathroom http://someurl,814872116541718530,814872116541718530,244702878,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:33:26.000Z,,#happy #nationalbaconday when in doubt throw some #bacon on it. So glad to be bringing back the... http://someurl,814872033058312192,814872033058312192,1386751350,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:33:14.000Z,,"#Happy #New #Year 2017; All Items Up To 90% Off,12.27-1.2,Buy Now! http://someurl http://someurl",814871979035480064,814871979035480064,802967956632137728,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:33:09.000Z,,🎊Happy New Year!🎊 | | #happy #new #year #frohes #neues #jahr @ Absolute Beauty Permanent Make Up &... http://someurl,814871961813864448,814871961813864448,3306999436,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2016-12-30T16:33:06.000Z,,"@someuser #Happy new year#, Cant wait to see u an catch up.xxxxxxx",805687897231736832,814871946777231361,2603442372,#happy,"[{'type': 'replied_to', 'id': '814825165896847363'}]",631403854,
en,everyone,Twitter Web Client,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:32:55.000Z,,"#Happy #nationalbaconday! and #HAPPYNEWYEAR And by happy I mean, torture and suffering| | #animals #PIG #COWS #ANIMALFARMING http://someurl",814871902154084352,814871902154084352,73123998,#happy,"[{'type': 'quoted', 'id': '814870644693139456'}]",,
en,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:32:55.000Z,,stupide !! lol| | #Happy Holidays😉 http://someurl,814871899763343360,814871899763343360,741639414556819457,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:32:33.000Z,,one last shift for 2016! and it ended with a big bang! goodbye 2016 and hellow 2017! #happy #blessed #hopeful,814871810747547648,814871810747547648,880042933,#happy,,,
en,everyone,SocialOomph,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T16:32:25.000Z,,11 top good mood builders http://someurl #goodmood #happy #mompreneur,814871773531504640,814871773531504640,31463622,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:32:14.000Z,,Kids on Christmas day 😂 #Christmas2016 #family #Osuhor | #inshot #cute #summer #blur #sun #happy... http://someurl,814871728820260864,814871728820260864,48274102,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 1}",2016-12-30T16:31:46.000Z,,To all our #friends - wishing you a #happy #joyful #peaceful #newyear - #JoyTrain @someuser @someuser @someuser #Kingston http://someurl,814871612340236288,814871612340236288,759599852,#happy,,,
en,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2016-12-30T16:31:45.000Z,,Have a #Happy #NewYear #2017 from The #Recovery Team in #NorthPalmBeach #FL. #IOP #PHP #OP #SoberLiving (800) 817-1247 http://someurl,814871607168667650,814871607168667650,2515321130,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:30:45.000Z,,Ahhhh Its All Happening In 2017 🎉🎉🎉| | #FearlessHealthandWealth #happy #love #life http://someurl,814871357267804161,814871357267804161,3387871191,#happy,,,
en,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:30:35.000Z,,Make the most of it: this last day & 2017!| #pleasure #joy #enjoy #happy #begood #helpful #generous #care... http://someurl,814871313621852161,814871313621852161,172762024,#happy,,,
en,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:30:32.000Z,"{'coordinates': {'type': 'Point', 'coordinates': [4.47314, 51.91903]}, 'place_id': 'ea0a61fa0c646676'}",Make the most of it: this last day & 2017!| #pleasure #joy #enjoy #happy #begood #helpful... http://someurl,814871302184062977,814871302184062977,172762024,#happy,,,
en,everyone,Hootsuite,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:30:31.000Z,,2017 here I come! #thegauntletgames #gladiators #PictureOfTheDay #fryay #weekendcountdown #fitfam #getfit #funfitness #OCR #fun #happy #run http://someurl,814871296857227264,814871296857227264,2458067647,#happy,,,
en,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2016-12-30T16:30:22.000Z,,Thanks for following me on Twitter. What would you like to see? #funny #happy thefactably,814871258756186113,814871258756186113,770280817566347264,#happy,,,
