lang,reply_settings,source,public_metrics,created_at,text,conversation_id,id,author_id,search_query,geo,referenced_tweets,in_reply_to_user_id
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-11-08T19:08:28.000Z,"Destesto a la gente floja que no asume que lo es, porque si encerio quisiera trabajar preguntaria que hacer😡| #angry",663432919223017472,663432919223017472,780707196,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2015-11-08T14:54:57.000Z,¿Qué son esas caras a esta hora de la mañana? #BadFace #Brother #Angry #Mad http://someurl,663369118213660672,663369118213660672,59944866,#angry,,,
es,everyone,Vine for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2015-11-08T13:24:22.000Z,Cuando prestan algo que es tuyo sin permiso.. 😡 #harrypotter #film #angry #hatemysi... (Vine by @someuser http://someurl,663346321387036672,663346321387036672,443811439,#angry,,,
es,everyone,Mobile Web (M2),"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-11-08T11:39:44.000Z,Maldito Insomnio #Angry,663319991115227136,663319991115227136,258903470,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-11-08T05:43:19.000Z,Exigiendo comida en el bautizo de un sobrino #hungry #angry #friends... http://someurl,663230294867222528,663230294867222528,790809674,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-11-08T01:38:28.000Z,Felicidad hecha discos 😁💕 #90s #angry #beavers http://someurl,663168678016507904,663168678016507904,107517345,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2015-11-07T19:17:21.000Z,Mi novia enojada porque el ayudante de santa es casi de su altura. #girlfriend #angry http://someurl,663072768162979840,663072768162979840,956090078,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-11-07T19:07:03.000Z,Yo en el ensayo de hoy.| #theatrelife #theatre #angry #runforyourlife http://someurl,663070174287757312,663070174287757312,46304319,#angry,,,
es,everyone,Twitter Web App,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-11-07T18:32:27.000Z,Para que cresta estoy pagando si @someuser va a censurar las películas a las tres de la tarde? Denme lo que prometieron #ANGRY 😡😡😡,663061467529388033,663061467529388033,33291740,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-11-07T00:54:25.000Z,Viernes. | #Me #Boy #Bored #Angry http://someurl,662795204269891589,662795204269891589,231256605,#angry,,,
es,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-11-06T14:44:06.000Z,Feria de ciencias en la escuela media! Que te cague el partido de ajedrez la profesora no tiene comparación. #Angry,662641614985240576,662641614985240576,3588353057,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-11-06T12:26:35.000Z,Tengo tanta ira dentro que me han expulsado del lado oscuro....ME CAGO EN TODO!!!! #partyHard #Fuck #angry,662607007682273280,662607007682273280,133412855,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-11-06T04:20:43.000Z,Quiero un novio que me robe y para luego escaparme de él #angry,662484732098117632,662484732098117632,1302060354,#angry,,,
es,everyone,Facebook,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-11-06T03:59:35.000Z,"Odio que me despierten, solo para preguntar si estoy dormida󾌦| #Angry󾌠",662479416866422785,662479416866422785,2485625275,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2015-11-04T23:26:41.000Z,"@someuser flamenco de día, filosofía de noche 👩😬 #angry #pissed",662039584273006594,662048349000966146,711612607,#angry,{'place_id': '3d32f9334566ceea'},"[{'type': 'replied_to', 'id': '662039584273006594'}]",845662836
es,everyone,ACUDlTScurts,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-11-04T04:29:02.000Z,Los gatos se lo pasan brutal con Angry Birds http://someurl #ESHUMORcom #ANGRY #brutal #birds,661762049333198848,661762049333198848,468438589,#angry,,,
es,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-11-04T00:28:32.000Z,Ahora nos vamos con la bandota @someuser y este rolón titulado #Angry por #Karaoke,661701525295656960,661701525295656960,307185824,#angry,,,
es,everyone,Tumblr,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-11-03T23:50:27.000Z,📷 Mi hermana del alma ☝ #Girls #sisters #School #Angry #happy #happiness #friend #friendship #prom... http://someurl,661691942397476864,661691942397476864,248502363,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-11-03T23:50:26.000Z,Mi hermana del alma ☝| | #Girls #sisters #School #Angry #happy #happiness #friend #friendship... http://someurl,661691938152841216,661691938152841216,248502363,#angry,,,
es,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2015-11-03T20:05:58.000Z,Es martes y se rinde y mis medias lo saben #Tuesday #Estadisticas #Exam #angry 😡 http://someurl http://someurl,661635449669206016,661635449669206016,171306370,#angry,,,
es,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2015-11-03T19:23:35.000Z,Stalkearla y pasar Rabia (Eso no se hace) #Angry,661624783625416704,661624783625416704,3842776787,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-11-03T18:16:10.000Z,"Toy enojado, Angry en ingles e.e| | #Youtuber #Enojado #Angry #Odio #Happy #Bipolar #Psicologo... http://someurl",661607819746017280,661607819746017280,764721948,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-11-03T16:49:33.000Z,Dia de mer* 😠😠 caminar sobre la calle inundada. LO PEOR ! 😠😬 #Angry,661586019918155776,661586019918155776,1392871153,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-11-03T15:33:31.000Z,"Al carajo, seré una ermitaña... | #Angry",661566886237237248,661566886237237248,558288359,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",2015-11-02T00:44:40.000Z,Yo cuando me enojo 😠 y más cuando sé que mi #cruzazul no entrará en la liguilla 💔 #Angry #BeSexy... http://someurl,660980811110465536,660980811110465536,149888549,#angry,,,
es,everyone,Linkis: turn sharing into growth,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-11-02T00:03:59.000Z,Dudú era telible xD | | #tbt #rabiosa #dog #dudú #perrita #angry http://someurl,660970572415959040,660970572415959040,230552047,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2015-11-01T05:15:05.000Z,Aquí esta tu Halloween ❤️ #me #angry #fuckit #halloween http://someurl,660686475714011136,660686475714011136,349522987,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-31T21:38:14.000Z,Mi gran noche de Halloween 😩🎃🎃🎃 El que algo quiere... Algo le cuesta... #bored #angry #study #tired... http://someurl,660571507874115584,660571507874115584,536619111,#angry,,,
es,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-31T18:46:45.000Z,tratar de no golpear algo/alguien se hace cada vez mas dificil #angry,660528350134300672,660528350134300672,97101373,#angry,{'place_id': 'd2a0bb4acbd6b824'},,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-31T00:40:10.000Z,Definitivamente mi bilis se derretirá| #angry,660254904032735232,660254904032735232,1478708462,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-31T00:25:29.000Z,Creo que hoy es miércoles o no? #boring #angry http://someurl,660251207462756352,660251207462756352,538043580,#angry,,,
es,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2015-10-30T22:08:12.000Z,@someuser Donde esta mi pizza. Mas k 2 horas #angry,660216658443812864,660216658443812864,20160669,#angry,,,204720622
in,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-30T17:36:09.000Z,Ke miras gil? #angry #bird #beautiful #family #pet #parrot #birdsofinstagram #animallovers... http://someurl,660148197709512704,660148197709512704,1093945902,#angry,,,
es,everyone,Twitter for Windows Phone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-30T13:11:10.000Z,No hay derecho!!! #Angry 😠,660081510154960896,660081510154960896,292523106,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-30T03:46:59.000Z,No tengo a donde salir #bored #angry #fuckit http://someurl,659939528874979328,659939528874979328,3284863117,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-30T00:52:14.000Z,En casa #cansado #angry,659895551933161473,659895551933161473,4064668725,#angry,,,
lt,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-29T23:07:25.000Z,Vieja | #Me #Boy #Bored #Angry http://someurl,659869175716978688,659869175716978688,231256605,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-29T21:57:42.000Z,"De recien, con calorsito  #me #face #angry #instalike #l4l ♚★📷☀ http://someurl",659851630079275008,659851630079275008,343560071,#angry,,,
es,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-29T17:42:43.000Z,Chicken vector design template art http://someurl #aggressive #angry #animal,659787459929251842,659787459929251842,55594530,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-29T17:16:06.000Z,"Quiero todas,  pero sobre todo el 😒 (así despierto siempre antes de las 10 am) | #emoji #angry... http://someurl",659780763252973568,659780763252973568,102467430,#angry,{'place_id': 'bfc35dcc7e63252a'},,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-29T17:07:05.000Z,Esto me pasa si me haces enojar. 👁💀😡😤☠💙 #skull #angry #grrr #snapchat #calavera #miedo #scary... http://someurl,659778494428246016,659778494428246016,82749299,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-28T20:33:33.000Z,"USUARIOS: los #sysadmins no somos tus peores enemigos, pero si quieren podemos  serlo. #usuarios #sinsaber #gentewebona #angry #iork",659468064115720192,659468064115720192,72364205,#angry,{'place_id': '3adbcafab975d809'},,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-28T16:19:04.000Z,Como odio esa palabra! Cuando dejara de ser parte de mi vida! #Sad #Bad #Frustrated #Angry,659404019488698368,659404019488698368,98801201,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-28T04:04:30.000Z,Y así desde las 4am #aboutlastnight #nohayderecho #quelosmatenatodos #nochesinolvidables #grrrrr #angry http://someurl,659219163240529920,659219163240529920,306104545,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-28T03:18:59.000Z,Vacaciones por favor #angry #instalike #bed #guy #like4like #blackandwhite #SWINE #cute http://someurl,659207707606523904,659207707606523904,86651873,#angry,,,
es,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2015-10-28T00:07:49.000Z,Como hay gente que no más de la pasa cagando el palo #angry 😡,659159598905974784,659159598905974784,1275527970,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-27T21:51:10.000Z,Mi rostro siempre que hay parciales.| #semanadeparciales #fuckschool  #beard #mustache #angry... http://someurl,659125207957790720,659125207957790720,108831252,#angry,,,
es,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-27T21:15:55.000Z,Alguien se enojó por ahí. #angry #mad #puertomadero #baires #bsas http://someurl,659116338166788096,659116338166788096,53847682,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-27T21:15:18.000Z,"Alguien se enojó por ahí. #angry #mad #puertomadero #baires #bsas @ Buenos Aires, Puerto Madero http://someurl",659116181849317376,659116181849317376,53847682,#angry,"{'place_id': '018f1cde6bad9747', 'coordinates': {'type': 'Point', 'coordinates': [-58.434515, -34.575265]}}",,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-27T19:53:27.000Z,"Me rehuso a seguirlos, solo porque les cabio un tuit; fíjate si te cabe esta también u.u #angry",659095584448643072,659095584448643072,172155501,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-27T04:20:36.000Z,Umm no me gusta la sensación del Lunes... 😣😥 #angry #careca # zoom #Selfie #monday #mustache... http://someurl,658860823436238849,658860823436238849,142438591,#angry,,,
es,everyone,IFTTT,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-27T04:16:36.000Z,RT: http://someurl RT: http://someurl ¡Conoce el secreto detrás de #Apps como #HayDay y #Angry... http://someurl,658859819110109184,658859819110109184,3160199863,#angry,,"[{'type': 'quoted', 'id': '658858250725695488'}]",
it,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-27T00:56:50.000Z,Mafia #golf #friends #night #home #chill #angry #muscles #fighters... http://someurl,658809545838301188,658809545838301188,1471773126,#angry,,,
es,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-27T00:19:56.000Z,me voy a morir sin haber salido una versión estudio de over and over y superhero #angry #sad,658800259343208449,658800259343208449,3092455767,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-26T21:23:58.000Z,Al dolor se le sumo el mal humor.  Aclaro NO soy gorda.😡👊👊👊 #instamood #angry #ithurts #l4like... http://someurl,658755976561098752,658755976561098752,721111812,#angry,"{'place_id': '010d7db066434a8a', 'coordinates': {'type': 'Point', 'coordinates': [-57.55, -38.0]}}",,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-26T18:22:26.000Z,#doruk #aslanparcası #angry #dak3 @ Toya Vista http://someurl,658710290691850240,658710290691850240,18874399,#angry,"{'place_id': '5e02a0f0d91c76d2', 'coordinates': {'type': 'Point', 'coordinates': [28.7174835, 40.98466603]}}",,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2015-10-26T06:11:46.000Z,"Upss! Creo qué no le gusta que le agarren el pájaro...🐥😏😜 #angry #sculpture #eagle @ Tlaquepaque,... http://someurl",658526415462121472,658526415462121472,1586486208,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-26T03:33:53.000Z,Richon encabritado #kitty #angry #cat # mascota #gato domingo de no chingar http://someurl,658486679091716096,658486679091716096,111660478,#angry,,,
es,everyone,Twitter for Windows Phone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2015-10-26T01:00:50.000Z,La primera vez q lo escucho apuntarle directamente a MM#angry,658448162651246593,658448162651246593,172444946,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-25T18:12:28.000Z,Odio enfermar de de todo #angry #iwannabestronger,658345394011811840,658345394011811840,212108049,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-24T22:51:08.000Z,Estas enojada y es tipo...😒🙅 #angry #insta 🐷 http://someurl,658053137106903040,658053137106903040,938022229,#angry,,,
es,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-24T19:55:28.000Z,"Hay diversas maneras de liberar estrés, una de ellas es pensar que te arrojo de un abismo :D #madgirl #angry",658008927381159936,658008927381159936,2153542070,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-24T18:29:07.000Z,Bipolaridad mode on! | #beutifulsmile #pucherostime 😜  #kisses #angry @someuser http://someurl,657987199275810816,657987199275810816,121871183,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2015-10-24T14:04:15.000Z,¿Por qué la gente se levanta temprano para poner música a todo volumen? Agradezcan que no pongo brutal death técnico a la misma hora #Angry,657920541110566914,657920541110566914,258775576,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-24T09:45:46.000Z,Error 404| #Boy #Pale #3D #Glitch #Sad #Error #Angry #FuckOff http://someurl,657855494342758400,657855494342758400,324061644,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-24T00:12:54.000Z,Un viernes de 👊🏻🖕🏻🖕🏻🖕🏻 #girl #selfie #fashion #style #angry #pzo http://someurl,657711328019267584,657711328019267584,34814605,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2015-10-23T22:17:34.000Z,Hoy el #universo me ha gastado varias bromas de mal gusto #angry #killerModeOn,657682300340170752,657682300340170752,1864435766,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-23T19:58:52.000Z,Por andar valiendo como siempre #angry,657647395509960704,657647395509960704,625264190,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",2015-10-23T15:01:50.000Z,Queeeeeee...? #photography #photo #lomo #lomography #picoftheday #today #me #face #angry @ Barinas -... http://someurl,657572643995000833,657572643995000833,135991254,#angry,"{'place_id': '0096220c798886ce', 'coordinates': {'type': 'Point', 'coordinates': [-70.21609043, 8.62268664]}}",,
es,everyone,Twitter for Android,"{'retweet_count': 3, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",2015-10-23T10:00:39.000Z,"@someuser @someuser Al que traiga 50 kilos de sal, se la hacemos tragar. Burlarse así de una iniciativa que solo buscar ayudar...#angry",657468490706788352,657496849620815873,380351602,#angry,,"[{'type': 'replied_to', 'id': '657495889058136064'}]",634823025
es,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-23T05:06:38.000Z,Odio hacer las cosas al chingadazo #feelingupset #angry,657422857417310208,657422857417310208,73473218,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-23T04:25:45.000Z,No me parece el por uno pagan todos 😒😒😒 #Angry,657412568357564416,657412568357564416,212328229,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2015-10-23T00:40:46.000Z,@someuser me siento súper traicionada por ti ahora mismo estoy #desvasted #disappointed #angry #notequierohablar #DontTalkToMeEverAgain,657355952103006208,657355952103006208,3128124751,#angry,,,403245020
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2015-10-23T00:32:37.000Z,Creo que no le agradó mucho la idea. :S Lolz #ilovecandles #CuteCandle #light #angry #candle... http://someurl,657353900807319552,657353900807319552,62546698,#angry,,,
es,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-22T23:26:51.000Z,Estoy pensando seriamente en ser como todos los hombres para que ahora si digan con provecho. #angry,657337348162584576,657337348162584576,141014648,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-22T15:55:58.000Z,Arroganza 👿 #blackandwhite #face #angry #mustache #hair #look #eyes #golook #bad #picoftheday... http://someurl,657223882634608640,657223882634608640,756012156,#angry,,,
es,everyone,Instagram,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-22T05:48:54.000Z,#Break  después de duro trabajo| #Nata fer_alleva #caipirinha #drinks #food #drunk #angry #night http://someurl,657071108802420736,657071108802420736,193604984,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-22T02:00:47.000Z,Enojada #Angry #Cat 😋😤😋😾😾😾😍😪😵😪😜 http://someurl,657013699710877696,657013699710877696,149721069,#angry,,,
es,everyone,Tumblr,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-21T23:14:40.000Z,Photo: parece que ando un poco estresado #angry #stress #hand #veins #aesthetic http://someurl,656971897574445056,656971897574445056,145416447,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-21T21:21:11.000Z,Trabajar trabajar trabajarrrrrrrr! #towork #style #look #gayboy #expansor #gay #angry @ San Salvador... http://someurl,656943335312068609,656943335312068609,125523294,#angry,"{'place_id': '0125e2c6210e06c0', 'coordinates': {'type': 'Point', 'coordinates': [-65.3, -24.1833]}}",,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-21T01:52:09.000Z,Le confieso a las almohadas mis molestias y mi enojo. #sleep #sleeptime #angry  #selfie @ San Andres... http://someurl,656649139338518529,656649139338518529,90996337,#angry,"{'place_id': '004b853c78703c20', 'coordinates': {'type': 'Point', 'coordinates': [-58.52279051, -34.55578268]}}",,
ca,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-20T17:05:12.000Z,#Angry #Elephants #Attack - #Moped #motorcycle #rider #begs #mercy #from #angry el... http://someurl qua @someuser,656516527131222016,656516527131222016,3180824390,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-20T16:20:19.000Z,La más linda 🐶🐶 #Angry #Poodle #furry #cute #sheep #trip #dog #love #beatiful #topmodel #vsco... http://someurl,656505234278227968,656505234278227968,621364379,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2015-10-20T15:44:38.000Z,En la vida hay que ser una prioridad... No una maldita opción... #Angry #disappointed,656496254944460805,656496254944460805,255523244,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-20T07:54:00.000Z,"No estoy enojada, me molesta el sol| #Angry #BadEyes #SunShine http://someurl",656377813667287040,656377813667287040,2973770173,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-20T04:22:10.000Z,#pasaloslunes que recuerdas el por qué odias a las personas #angry #curious -_-,656324506286497792,656324506286497792,1864435766,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-20T02:19:56.000Z,Cara de yoel jajaja #mates #school #friends #2015 #happy #fun #funny #face #mad #angry #judging... http://someurl,656293745462267904,656293745462267904,177652434,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",2015-10-19T14:48:29.000Z,Mi personaje favorito #angry #gruñón #7enanos #me ❤ #felizlunes #LunesDeGanarSegidores http://someurl,656119735117983744,656119735117983744,3307166233,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-19T05:15:32.000Z,.. Alguien está enojado 😡😡 #mylife #love4ever #Leonardo #home #cold #angry #mybaby http://someurl,655975545268604928,655975545268604928,128459081,#angry,,,
es,everyone,Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-19T00:13:25.000Z,Querer ver Pasante de moda y que Cineplanet Alcazar no tenga lo suficientes horarios para la cantidad de gente que va a verla 😡😡😡. #angry 😡,655899515111755776,655899515111755776,869096412,#angry,,,
es,everyone,Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",2015-10-18T22:54:58.000Z,Jamín a veces sólo debes de quedarte en tu casa. #feelbad #angry 😭,655879774582214656,655879774582214656,192637234,#angry,,,
es,everyone,iOS,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-18T19:56:05.000Z,eyecfaces2s Foto http://someurl #iseefaces #angry #face,655834758585405440,655834758585405440,250514864,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2015-10-18T04:52:03.000Z,"JAJAJAJAJA, ¡OMG!| Según Nahi soy como goku cuando me enojó. ¡MORÍ!| | #laugh #goku #angry #badperson... http://someurl",655607251164647424,655607251164647424,919111128,#angry,,,
es,everyone,Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-18T02:40:47.000Z,Me molesta que cuando estoy escuchando música empiece a llover -.- no escucho nada. #ANGRY,655574214041169920,655574214041169920,1611816360,#angry,,,
es,everyone,Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2015-10-17T04:13:05.000Z,En mi interior #cry #alone #sad #angry http://someurl,655235053228814336,655235053228814336,866687558,#angry,,,
