lang,public_metrics,id,text,author_id,reply_settings,created_at,conversation_id,source,search_query,geo,referenced_tweets,in_reply_to_user_id
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",650861407165095936,Bolo de caneca 😍😍😍 #love #live #wonderful #instame #peace #amo #smile #felicidade #feliz #happy #Kiss... http://someurl,222449364,everyone,2015-10-05T02:33:46.000Z,650861407165095936,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",650848360488902656,Pequeno Príncipe eterno! ❤💙💚💛💜 #life #wonderful #fato #realidade #facasuaparte #correndoatras... http://someurl,185089000,everyone,2015-10-05T01:41:55.000Z,650848360488902656,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",650784700055822336,PornoStar #Martini 🍸😎 #wonderful #world #tagsforlikes #young #instalike #people #likes #liker... http://someurl,616484790,everyone,2015-10-04T21:28:58.000Z,650784700055822336,Instagram,#wonderful,"{'place_id': '80d45c0ffb017bea', 'coordinates': {'type': 'Point', 'coordinates': [14.1279497, 40.8216133]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",650753357250985984,Preeta perfeita 🎶 #lucaseorelha #pretaperfeita #me #ego #beautiful #wonderful http://someurl,296016226,everyone,2015-10-04T19:24:25.000Z,650753357250985984,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",650734805135527936,Feijoada a la Tio Marcus... #love #live #wonderful #instame #peace #amo #smile #felicidade #feliz... http://someurl,222449364,everyone,2015-10-04T18:10:42.000Z,650734805135527936,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",650716804478816260,Descendo... #love #live #wonderful #instame #peace #amo #smile #felicidade #feliz #happy #Kiss #life http://someurl,222449364,everyone,2015-10-04T16:59:10.000Z,650716804478816260,Instagram,#wonderful,,,
en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",650599740699189248,Part 2 #mlp #mylittlepony #kawaii #adorable #sweet #cute #beautiful #wonderful #awesome #djpon3 #derpi #princesslun... http://someurl,3027218287,everyone,2015-10-04T09:14:00.000Z,650599740699189248,IFTTT,#wonderful,,,
tl,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",650573426185277441,Woooooh! MGF ♥ #TeamMarcelo #Wonderful http://someurl,1415595966,everyone,2015-10-04T07:29:26.000Z,650573426185277441,Twitter for Android,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",650364892281720832,Chorei... #love #live #wonderful #instame #peace #amo #smile #felicidade #feliz #happy #Kiss #life @someuser http://someurl,222449364,everyone,2015-10-03T17:40:48.000Z,650364892281720832,Instagram,#wonderful,"{'place_id': '4d80dba43c65e0c9', 'coordinates': {'type': 'Point', 'coordinates': [-40.0719, -19.3908]}}",,
fr,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",650233060479365120,2016 CRF250X| #wonderful| #motor http://someurl,3321184001,everyone,2015-10-03T08:56:57.000Z,650233060479365120,TwitterBender,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",650025607078612992,This is my mom #sweet #caring #wonderful | | Esta es mi mamá #dulce #cariñosa #maravillosa http://someurl,21468819,everyone,2015-10-02T19:12:36.000Z,650025607078612992,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",649723482012520448,Um dia que deixa esquecer todo o resto. Obrigado. #family #grateful #thanks #wonderful #day... http://someurl,319448481,everyone,2015-10-01T23:12:04.000Z,649723482012520448,Instagram,#wonderful,,,
fr,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",649682823687852032,Bosque de colores #picoftheday #colours #trees #nature #landscape #path #wood #wonderful #place... http://someurl,148871959,everyone,2015-10-01T20:30:30.000Z,649682823687852032,Instagram,#wonderful,,,
es,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",649630940810084353,Foto: catraska: #beautiful #boobs #lovely #sexy #hot #perfect #body #wonderful #bigboobs #sexy... http://someurl,2493113917,everyone,2015-10-01T17:04:20.000Z,649630940810084353,Linkis: turn sharing into growth,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",649555692509089792,"Psicofarmacologia 💊 #Class #Wonderful (@ Psicologia IMED in Passo Fundo, RS) http://someurl",363882272,everyone,2015-10-01T12:05:19.000Z,649555692509089792,Foursquare,#wonderful,"{'place_id': '0e6870f8d60ebf34', 'coordinates': {'type': 'Point', 'coordinates': [-52.39703635, -28.26531138]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",649348265616502784,Recife Lindo @someuser @someuser http://someurl foto brunolima1111 #amazing #wonderful... http://someurl,86316666,everyone,2015-09-30T22:21:05.000Z,649348265616502784,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",649305462668701696,"6 horas de reunião, mas a vista.... #rio #riosunset #riodejaneiro #landscape #wonderful #beautiful @someuser http://someurl",288181503,everyone,2015-09-30T19:31:00.000Z,649305462668701696,Instagram,#wonderful,"{'place_id': '97bcdfca1a2dca59', 'coordinates': {'type': 'Point', 'coordinates': [-43.18233127, -22.94692497]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",649302684411936768,Dia de UFES... Mestrado que me aguarde!  💚💖💕💜💗| | #love #live #wonderful #instame #peace #amo #smile... http://someurl,222449364,everyone,2015-09-30T19:19:58.000Z,649302684411936768,Instagram,#wonderful,"{'place_id': 'a8bf18425e35f49d', 'coordinates': {'type': 'Point', 'coordinates': [-40.30305556, -20.27638889]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",649246011035095040,"Olha mãe, um tucano ❤| #tucano #bird #wonderful #zoo #annimal @ Bosque São José Do Rio Preto http://someurl",213879123,everyone,2015-09-30T15:34:46.000Z,649246011035095040,Instagram,#wonderful,,,
en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",648938628907991040,MAGNIFIQUE AWESOME #HUMAN #reality #wonderful,606542077,everyone,2015-09-29T19:13:20.000Z,648938628907991040,Twitter for iPhone,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",648873818858123264,Muitas coisinhas para vc! #sejafelizsempre #life #wonderful #fato #realidade #facasuaparte... http://someurl,185089000,everyone,2015-09-29T14:55:48.000Z,648873818858123264,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",648776745101979648,#Wonderful GlobeICON http://someurl,49597964,everyone,2015-09-29T08:30:04.000Z,648776745101979648,Facebook,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",648698307745701888,Show das águas.... #show #water #color #colorful #colors #beautiful #wonderful #wonderful_places #rio... http://someurl,77878048,everyone,2015-09-29T03:18:23.000Z,648698307745701888,Instagram,#wonderful,,,
ca,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",648665382333497344,"Such a place made just for me...  Coração, corazón, heart... #love #live #wonderful #instame #peace... http://someurl",222449364,everyone,2015-09-29T01:07:33.000Z,648665382333497344,Instagram,#wonderful,"{'place_id': '4d80dba43c65e0c9', 'coordinates': {'type': 'Point', 'coordinates': [-39.7942075, -19.5797494]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",648618389611540480,E o que eu ganho viajando!? Isso 👏👏 #sunset #wonderful #presentedeDeus #satisfymysoul #Photograph http://someurl,55464613,everyone,2015-09-28T22:00:49.000Z,648618389611540480,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",648389383457009664,aurora show| #wonderful http://someurl,3321251266,everyone,2015-09-28T06:50:50.000Z,648389383457009664,TwitterBender,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",648356522045652992,#treeoflife #wonderful #italy #expo by mariapalmasgaramella http://someurl http://someurl,3243011919,everyone,2015-09-28T04:40:15.000Z,648356522045652992,IFTTT,#wonderful,,,
it,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",648318388599656448,Magia #sinfiltro #nofilternecessary #sunset #wonderful #gorgeous #LovePV #liveauthentic #relax #travelgram #travel ... http://someurl,325829457,everyone,2015-09-28T02:08:43.000Z,648318388599656448,IFTTT,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",648308637660610560,Adooooro 😍🍻💜 #Friendship #Friend #Love #Wonderful @ Bar Recanto Do Zé http://someurl,3154768143,everyone,2015-09-28T01:29:58.000Z,648308637660610560,Instagram,#wonderful,"{'place_id': 'c0a81876c24a9df2', 'coordinates': {'type': 'Point', 'coordinates': [-45.46014685, -22.92746891]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",648281860125016064,Pausa pra olhar a lua. #beautiful #moon #Wonderful #inlovewiththemoon 👏👏😍💕 http://someurl,417178404,everyone,2015-09-27T23:43:34.000Z,648281860125016064,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",648226676686499841,Coisas de mãe... 💖💗💚💜💕😘😍 #love #live #wonderful #instame #peace #amo #smile #felicidade #feliz #happy... http://someurl,222449364,everyone,2015-09-27T20:04:17.000Z,648226676686499841,Instagram,#wonderful,"{'place_id': '4d80dba43c65e0c9', 'coordinates': {'type': 'Point', 'coordinates': [-39.7942075, -19.5797494]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",648201204695040000,"Quanto sei #bella, #venezia? 🎭💙| #skyline #italiansdoitbetter #spreadtheworld #wonderful #day... http://someurl",273342156,everyone,2015-09-27T18:23:04.000Z,648201204695040000,Instagram,#wonderful,"{'place_id': '0af3b7ebabdf70af', 'coordinates': {'type': 'Point', 'coordinates': [12.35799143, 45.42896079]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",648161970726825984,Lar dôce Lar...  | | #food #lunch #home #sunday #fish #wonderful #love #momsfood @ Casa Do Thiago Leite http://someurl,241084060,everyone,2015-09-27T15:47:10.000Z,648161970726825984,Instagram,#wonderful,"{'place_id': 'd16815010421ff73', 'coordinates': {'type': 'Point', 'coordinates': [-38.46529753, -3.72685189]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",647746481596801024,#blackandwhite| #wonderful| Não vim até aqui pra desistir agora.... http://someurl,34248953,everyone,2015-09-26T12:16:10.000Z,647746481596801024,Instagram,#wonderful,,,
it,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",647746380971249665,Imparare ad amare Picasso.| |  #Tate #tatemodern #artgallery #art #picasso #colors #wonderful #amazing... http://someurl,458580438,everyone,2015-09-26T12:15:46.000Z,647746380971249665,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",647587639466430464,Boa noite!!!✌😄| #makeup #make #makelove #wonderful #pink #purple #instadelicategirl #blogdelicategirl... http://someurl,3198782548,everyone,2015-09-26T01:44:59.000Z,647587639466430464,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",647558367309918208,Friozinho bom demais! #cold #serra #serragaucha #Gramado #RS #dream #smile #happy #wonderful @someuser http://someurl,89231751,everyone,2015-09-25T23:48:40.000Z,647558367309918208,Instagram,#wonderful,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",647532026673897472,Amica 👭❤️ #wonderful #world #tagsforlikes #young #instalike #instamillion #morning #people #likes... http://someurl,616484790,everyone,2015-09-25T22:04:00.000Z,647532026673897472,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",647531474900488192,#wonderful 😄 @ Nubia Aqua Beach Resort http://someurl,595018397,everyone,2015-09-25T22:01:48.000Z,647531474900488192,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",647461201207799808,Incrível pôr-do-sol em Búzios RJ #Wonderful I loved ♥ ♥ ♥ http://someurl,138897133,everyone,2015-09-25T17:22:34.000Z,647461201207799808,Twitter Web Client,#wonderful,,,
it,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",647428491055636481,#Italy #volterra #wonderful #town #love #thisplace @ LIncontro Bar http://someurl,222934941,everyone,2015-09-25T15:12:35.000Z,647428491055636481,Instagram,#wonderful,"{'place_id': '798844c2c38e7627', 'coordinates': {'type': 'Point', 'coordinates': [10.8603897, 43.401741]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",647379382735007744,#Wonderful| #Globe| | GlobeICON http://someurl,264667673,everyone,2015-09-25T11:57:27.000Z,647379382735007744,Facebook,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",647208903034433540,@someuser #Gatíssima! #Linda Demais! #Wonderful #Fascinating Bons sonhos vindos de #Deus para você e todos em sua família! #TeAmoDemais,447585865,everyone,2015-09-25T00:40:01.000Z,647206593147174912,Twitter for Android,#wonderful,,"[{'type': 'replied_to', 'id': '647206593147174912'}]",20257409
in,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",647203330213572608,MMBU 2K15| #buceng #bu46th #wonderful #happy #tvpersonality #amazing #teejaymarquez #cn #cal #ia #educ... http://someurl,2952785522,everyone,2015-09-25T00:17:53.000Z,647203330213572608,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",647173603843252224,O calor esta sinistro..... Kkkkk 😅 #me #amazing #eulacro #ezatamentchy #wonderful #top #tattoo... http://someurl,3377539157,everyone,2015-09-24T22:19:45.000Z,647173603843252224,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",647091555434647552,Sky! #yeah #sky #wonderful #happy #blessed #beautiful #Deuséperfeito #RS @ Salgado Filho... http://someurl,89231751,everyone,2015-09-24T16:53:43.000Z,647091555434647552,Instagram,#wonderful,,,
it,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",647031941049544704,Come una principessa 👑 #wonderful #dress #cailand #wedding #turin http://someurl,141656456,everyone,2015-09-24T12:56:50.000Z,647031941049544704,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",647008123362897920,Sobre acordar se sentindo bem em ser você mesmo! #wonderful #me #cool #goodmorning #goodvibes... http://someurl,139493491,everyone,2015-09-24T11:22:12.000Z,647008123362897920,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",646983535325085696,#wonderful GlobeICON,604406977,everyone,2015-09-24T09:44:29.000Z,646983535325085696,Twitter Web Client,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",646945506044735488,Globe tel http://someurl #wonderful,213948734,everyone,2015-09-24T07:13:22.000Z,646945506044735488,Twitter Web Client,#wonderful,,,
nl,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",646936089882660864,volkswagen t roc concept 2014| #volkswagen| #motor| #wonderful http://someurl,3309529355,everyone,2015-09-24T06:35:57.000Z,646936089882660864,TwitterBender,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",646871809275625472,Brigadeiro de leite ninho 💚💗💖💜😝💕😘🎥🎬| #love #live #wonderful #instame #peace #amo #smile #felicidade... http://someurl,222449364,everyone,2015-09-24T02:20:32.000Z,646871809275625472,Instagram,#wonderful,,,
pt,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",646440881264939008,Lindas.. #lauraprepon #yaelstone #lornamorello #alexvause #goddess #redcarpet #emmys #wonderful #oitnb http://someurl,161755043,everyone,2015-09-22T21:48:11.000Z,646440881264939008,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",646367061892034560,Viver para comer ? | #wonderful #amazing #jujubinha #photooftheday #picoftheday #ios #iger #igers... http://someurl,65923648,everyone,2015-09-22T16:54:51.000Z,646367061892034560,Instagram,#wonderful,"{'place_id': '5c2b5e46ab891f07', 'coordinates': {'type': 'Point', 'coordinates': [-115.3123932, 36.1879616]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",646289794297909248,Bom Dia... 🙌🙋#me #amazing #wonderful #eulacro #ezatamentchy #top #instalike #instaboy #style #estilo... http://someurl,3377539157,everyone,2015-09-22T11:47:49.000Z,646289794297909248,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",646209951086583809,Oh meu rei...  #Jay #hot #wonderful #beachboy 😻💖 http://someurl,25230133,everyone,2015-09-22T06:30:32.000Z,646209951086583809,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",646065453547319297,Silver❤#loveit #❤  #love #truelove #beautiful #blacklove #blackloveisbeautiful #wonderful #amazing... http://someurl,2866560549,everyone,2015-09-21T20:56:22.000Z,646065453547319297,Instagram,#wonderful,,,
en,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",645974004893896704,Horror Queens🔪✨💗| #LadyGaga #EmmaRoberts #emmys #Idol #Beautiful #Wonderful #LittleMonster... http://someurl,479895442,everyone,2015-09-21T14:52:59.000Z,645974004893896704,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",645788419092807680,"Querendo dormir, mas ta difícil. #sirelthonjohn #rockinrio2015 #wonderful http://someurl",34763793,everyone,2015-09-21T02:35:31.000Z,645788419092807680,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",645752174518120449,tremendo estadio ! | # campNou #barça #levante #spanishLeague #magic #wonderful http://someurl,375849844,everyone,2015-09-21T00:11:30.000Z,645752174518120449,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",645745714530795520,#RockInRioNoMultshow #JohnLegend maravilhoso agrada jovens e maduros como eu #wonderful gosto D+,2843179595,everyone,2015-09-20T23:45:50.000Z,645745714530795520,Twitter for Android,#wonderful,,,
es,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",645744454192734208,Cruise Terminal #arquitecture #wonderful #cruise #building  #people #passengers #life #ship #boats... http://someurl,1133869602,everyone,2015-09-20T23:40:49.000Z,645744454192734208,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",645694570525646849,Nem Todo Mundo Vê O Mundo Como Eu Vejo...| #Igers #Sky #Blue #Nature #InstaGood #Wonderful #Tree... http://someurl,462904958,everyone,2015-09-20T20:22:36.000Z,645694570525646849,Instagram,#wonderful,,,
pt,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",645671784247861249,Modelo por @someuser #awesome #wonderful #light #night #neon #art #alma #arte #arts #artes... http://someurl,105228133,everyone,2015-09-20T18:52:04.000Z,645671784247861249,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",645614230855659521,Photo: Mi amada Silvia! #couple #beer #love #beautifulgirl #beard #weekend #mexicocity #wonderful #laamo http://someurl,87850025,everyone,2015-09-20T15:03:22.000Z,645614230855659521,Tumblr,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",645570166802223104,regram ilias__ol| #IMapp2015 #iMappBucharest2015 #awesome #projections #parlamento #wonderful #view @someuser http://someurl,3320980228,everyone,2015-09-20T12:08:16.000Z,645570166802223104,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",645540615132983296,¡¡Feliz Domingo!! #wonderful http://someurl http://someurl,3521522596,everyone,2015-09-20T10:10:50.000Z,645540615132983296,Twitter Web Client,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",645466430260015104,2009 Acura Tsx| #acura| #cars| #wonderful http://someurl,3309529355,everyone,2015-09-20T05:16:03.000Z,645466430260015104,TwitterBender,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",645419516982358016,Existe rumores que estamos na pior!  Se isso é estar... #sofrencia #carpendien #love #live #wonderful... http://someurl,222449364,everyone,2015-09-20T02:09:38.000Z,645419516982358016,Instagram,#wonderful,"{'place_id': '4d80dba43c65e0c9', 'coordinates': {'type': 'Point', 'coordinates': [-39.79417698, -19.57979829]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",645411888625487872,Só observando os loiros lindos na Paulista... #manofmylife #blondboy #wonderful #handsome #hot 💖😻😙 @someuser http://someurl,25230133,everyone,2015-09-20T01:39:20.000Z,645411888625487872,Instagram,#wonderful,{'place_id': '68e019afec7d0ba5'},,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",645350215864745984,Dobradinha #love #live #wonderful #instame #peace #amo #smile #felicidade #feliz #happy #Kiss #life @someuser http://someurl,222449364,everyone,2015-09-19T21:34:16.000Z,645350215864745984,Instagram,#wonderful,"{'place_id': '4d80dba43c65e0c9', 'coordinates': {'type': 'Point', 'coordinates': [-40.0719, -19.3908]}}",,
fr,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",645230535766372352,Paris ! #eiffeltower  #tourist #beautiful #paris #montparnasse #view #wonderful #picture #pano 🍃👀⛅️😻... http://someurl,785057724,everyone,2015-09-19T13:38:42.000Z,645230535766372352,Instagram,#wonderful,"{'place_id': '09f6a7707f18e0b1', 'coordinates': {'type': 'Point', 'coordinates': [2.29811714, 48.8590256]}}",,
ca,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",645197210775363584,#beautiful #boobs #sexy #hot #perfect #body #wonderful #bigboobs #sexy @someuserr perfectbabes2015 (cont) http://someurl,2549840297,everyone,2015-09-19T11:26:16.000Z,645197210775363584,Plume for Android,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",645180091861966848,The last day for Semana Acadêmica FACELI 2015... #love #live #wonderful #instame #peace #amo #smile... http://someurl,222449364,everyone,2015-09-19T10:18:15.000Z,645180091861966848,Instagram,#wonderful,"{'place_id': '4d80dba43c65e0c9', 'coordinates': {'type': 'Point', 'coordinates': [-39.79417698, -19.57979829]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",645096972484018176,Só no Watch do Rock in Rio. Muito duka o show #tonorockbebe #tonorock #rockinrio #rock #wonderful http://someurl,56879634,everyone,2015-09-19T04:47:58.000Z,645096972484018176,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",644986439663546370,"😎😍👏🏻👏🏻| Espetacular como sempre, nossa cliente e amiga miilucena #wonderful 💗💗❤️❤️👏🏻👏🏻| | #Céline... http://someurl",3339703006,everyone,2015-09-18T21:28:45.000Z,644986439663546370,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",644926495379582976,O velho sábio e seu pequeno aprendiz. #delhi #india #asiatrip #wonderful #sabedoria #bestoftheday... http://someurl,59657020,everyone,2015-09-18T17:30:33.000Z,644926495379582976,Instagram,#wonderful,"{'place_id': '317fcc4b21a604d5', 'coordinates': {'type': 'Point', 'coordinates': [77.23, 28.61]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",644901823845924866,Rezo todos os dias pra não brotar nenhuma alergia a camarão. \o/| #wonderful #amazing #funny #fonfon... http://someurl,65923648,everyone,2015-09-18T15:52:31.000Z,644901823845924866,Instagram,#wonderful,"{'place_id': '09f6a7707f18e0b1', 'coordinates': {'type': 'Point', 'coordinates': [2.30041, 48.8380814]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",644840464013754368,"Pela estrada fora eu vou bem sozinho, levar esses doces para vovozinha! | | #love #live #wonderful... http://someurl",222449364,everyone,2015-09-18T11:48:41.000Z,644840464013754368,Instagram,#wonderful,"{'place_id': '4d80dba43c65e0c9', 'coordinates': {'type': 'Point', 'coordinates': [-40.05763691, -19.38099284]}}",,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",644833879015227392,"4ª colocada WTA | #Corfu, #Grecia | http://someurl| #summer #wonderful #travel #trip #viagem #praia #Europe http://someurl",1620656736,everyone,2015-09-18T11:22:31.000Z,644833879015227392,Twitter Web Client,#wonderful,,,
fr,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",644825252418207744,Visite à la chambre des notaires de Paris #wonderful #room #paris #futur #job #good #day http://someurl,2480101596,everyone,2015-09-18T10:48:15.000Z,644825252418207744,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",644710266530320384,"Day 1 Semana Acadêmica FACELI 2015, CHECK!  #love #live #wonderful #instame #peace #amo #smile... http://someurl",222449364,everyone,2015-09-18T03:11:20.000Z,644710266530320384,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",644706516260515840,Disney Parade and Castle! Parada da Disney e o Castelo com os personagens!!! #wonderful #amazing... http://someurl,210907754,everyone,2015-09-18T02:56:26.000Z,644706516260515840,Instagram,#wonderful,{'place_id': '4ec01c9dbc693497'},,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",644638812036009984,Coleção Audrey Kitching 😍👏👏|  #audreykitching  #diva #gata #maravilhosa #wonderful #beautiful #inlove... http://someurl,58123765,everyone,2015-09-17T22:27:24.000Z,644638812036009984,Instagram,#wonderful,,,
pt,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",644517369268842496,Bomboncito 👶🏼#baby #beautiful #beauty #sweet #love #hert #bonbon #petite #ricura #only #wonderful@someuser http://someurl,303980265,everyone,2015-09-17T14:24:50.000Z,644517369268842496,Instagram,#wonderful,,,
