public_metrics,source,created_at,id,conversation_id,text,author_id,lang,reply_settings,search_query,referenced_tweets,geo,in_reply_to_user_id
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 11, 'quote_count': 0}",Twitter for iPad,2016-12-26T07:52:54.000Z,813291484829061120,813284303182381056,"@someuser I am so incredibly sorry for your loss.  Thinking of you all at this very, very sad time 💔💔 #heartbroken",521591485,en,everyone,#heartbroken,"[{'type': 'replied_to', 'id': '813284303182381056'}]",,222118628
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-26T07:48:20.000Z,813290333828169728,813284303182381056,@someuser Our thoughts and prayers are with you and Georges family. #Heartbroken too💔💔xx,263678715,en,everyone,#heartbroken,"[{'type': 'replied_to', 'id': '813284303182381056'}]",,222118628
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-26T07:43:58.000Z,813289237038694400,813289237038694400,I just cant believe it! #soundtracktomylife #RIPGeorgeMichael #heartbroken http://someurl,30439504,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Paper.li,2016-12-26T07:43:10.000Z,813289034432790528,813289034432790528,The latest The Him! Daily! http://someurl Thanks to @someuser #heartbroken #nbavote,102274779,en,everyone,#heartbroken,,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2016-12-26T07:41:02.000Z,813288497482203136,813156827051524096,@someuser saw your #BreakingNews last night #Heartbroken RIP George you musical genius http://someurl,902820691,en,everyone,#heartbroken,"[{'type': 'replied_to', 'id': '813156827051524096'}]",,5402612
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-26T07:32:21.000Z,813286309880098816,813286309880098816,@someuser  such sad news RIP 😢💔 your music will live on #heartbroken,4461950415,en,everyone,#heartbroken,,,260292052
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,2016-12-26T07:24:24.000Z,813284311000551424,813284311000551424,#devastated about #georgemichael #myidol #sosad thoughts are with #family #soyoung #sotalented my #george is named after him xx #heartbroken,827230904,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-26T07:22:41.000Z,813283878693539840,813283878693539840,A picture of my X on the floor| P.S-Such a closure| 😎😂😂| #brokenteens #heartbroken #lost http://someurl,2892437568,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-26T07:18:48.000Z,813282900695195649,813282900695195649,There will be lots of glitter and freedom in heaven... #RIPGeorge #georgemichael #heartbroken 💔,195704129,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-26T07:12:25.000Z,813281296835342337,813281296835342337,#Repost @someuser with repostapp| ・・・| #Heartbroken Read my blog to know how @someuser... http://someurl,499534949,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-26T07:10:08.000Z,813280719220985856,813280719220985856,Didnt think that would hurt....but Damn #heartbroken,2873974567,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,2016-12-26T07:06:58.000Z,813279922647105536,813279922647105536,Before this river Becomes an ocean| Before you throw my heart back on the floor.Ill wait for something more.| #heartbroken RIP #georgemichael,77795336,en,everyone,#heartbroken,,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for Android,2016-12-26T07:06:09.000Z,813279716530647040,813279716530647040,U will never trust a person who says trust me #heartbroken,813061120571293696,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-26T07:05:00.000Z,813279430470729728,813180718960492544,@someuser so sad #heartbroken 💔😢,387903312,en,everyone,#heartbroken,"[{'type': 'replied_to', 'id': '813180718960492544'}]",,69610339
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-26T07:00:02.000Z,813278180773609472,813278180773609472,@someuser #music #ripgeorgemichael #CarelessWhisper please play some #legend #popmusic #heartbroken @someuser,211647158,en,everyone,#heartbroken,,,53201720
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,2016-12-26T06:56:52.000Z,813277381016227840,813277381016227840,"Still wondering why the @someuser had DC throwing, much less playing in the 4th Qtr. of a blow-out Win vs Colts?🤔 #RaiderNation #HeartBroken",2509316827,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-26T06:53:35.000Z,813276556617535489,813276556617535489,"Anubis, put down #georgemichael this instant! Naughty jackal! Its not his time to join the other greats.| #heartbroken #ripgeorgemichael",4812680781,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,2016-12-26T06:43:16.000Z,813273958506176512,813273958506176512,George Michael - Careless Whisper (Official Video) http://someurl via @someuser #heartbroken,21506792,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,2016-12-26T06:37:12.000Z,813272434564440065,813272434564440065,#ripgeorgemichael Thank u for #faith #freedome #Carelesswhispers I hope u continue to paint a Rainbow wherever U r. #Heartbroken #RIPGeorge,33487868,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web Client,2016-12-26T06:30:34.000Z,813270763650195460,813270763650195460,It was his Last Christmas indeed. 2016 you have been really cruel. | #heartbroken #childhoodCrush #GeorgeMichael #LastChristmas #music,19639726,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-26T06:22:17.000Z,813268678892470272,813268678892470272,"#ripgeorgemichael #georgemicheal #icon #legend #heartbroken 💔😪Im so sad, I grew up listening to u, Your music will definitely live on.. http://someurl",262316893,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPad,2016-12-26T06:16:49.000Z,813267302611292160,813267302611292160,"Will love you always, George. #Heartbroken",54666214,en,everyone,#heartbroken,,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Instagram,2016-12-26T06:12:35.000Z,813266237870456832,813266237870456832,Cant Force Love| •Link in Bio•| #cantbuylove #cantforcelove #stop #cantstop #heartbroken #breakup... http://someurl,3310163819,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2016-12-26T05:50:31.000Z,813260685606092800,813260685606092800,"Woken up to the news George Michael RIP ❤️ I was 6 when I fell in love, wake me up... careless whisper #heartbroken #musiclegend #thatvoice",92582071,en,everyone,#heartbroken,,{'place_id': '1db4f0a70fc5c9db'},
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",Twitter for Android,2016-12-26T05:49:18.000Z,813260380226998272,813260380226998272,#ripgeorgemichael He gave the music world priceless jewels Faith n Wake me up. #heartbroken . Get lost #2016 u already took away so much,270694939,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-26T05:48:56.000Z,813260285460901888,813260285460901888,Let me take you to a place where memberships a smiling face #heartbroken 💔,147707829,en,everyone,#heartbroken,,,
"{'retweet_count': 4, 'reply_count': 3, 'like_count': 16, 'quote_count': 1}",Tweetbot for iΟS,2016-12-26T05:36:22.000Z,813257125363232768,813257125363232768,"Hey Universe, there’s plenty of people you could’ve taken instead of George Michael.  Any of the Kardashians, for example. #heartbroken",19688333,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-26T05:33:36.000Z,813256428521566210,813256428521566210,"Utterly heartbroken, 2016 has taken another great one. RIP George, your music will live on 💔💔💔 #ripgeorgemichael #Devastated #Heartbroken http://someurl",147707829,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-26T05:32:53.000Z,813256248283959296,813256248283959296,Another great talent gone.  RIP George Michael. #heartbroken http://someurl,354420929,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2016-12-26T05:23:38.000Z,813253920914948100,813253920914948100,"A sad night...RIP, George Michael #heartbroken 💔 http://someurl",50958449,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Echofon,2016-12-26T05:22:07.000Z,813253537522012160,813253537522012160,No...! Not George Michael! #heartbroken #RIPgeorgemichael,16578099,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-26T05:19:57.000Z,813252993969745920,813174348018110464,@someuser #georgemichael  death has shocked me the most this year! #heartbroken #LastChristmas #ripgeorgemichael,747468915798794240,en,everyone,#heartbroken,"[{'type': 'replied_to', 'id': '813174348018110464'}]",,110840720
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPad,2016-12-26T05:19:26.000Z,813252863556284416,813252863556284416,2016 can officially fuck the fuck off! #heartbroken #georgemichael #ripgeorgemichael #Wham 💔💔#yog,458799220,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-26T05:18:31.000Z,813252630596218880,813252630596218880,"I was enjoying The Office so much, UNTIL STEVE CARELL LEFT SEASON 7 AND NOW IT SUCKS AND ITS NOT THE SAME😭 #heartbroken",1281575923,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2016-12-26T05:14:18.000Z,813251569688793088,813251569688793088,R.I.P. George Michael #heartbroken #anothergreatartist #ScrewYou2016 #dontletthesungodownonme : 5 Memorable Videos http://someurl,3257055746,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",Twitter for iPhone,2016-12-26T05:14:10.000Z,813251535693979648,813247236222095361,@someuser All OF THEM!!! #heartbroken #RIPGeorgeMichael http://someurl,749777596364124160,en,everyone,#heartbroken,"[{'type': 'replied_to', 'id': '813247236222095361'}]",,102475469
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-26T05:07:41.000Z,813249904583655424,813249904583655424,Waking up to the saddest news ever! 💔💔💔😢😢😢#georgemichael #legend #heartbroken http://someurl,56403940,en,everyone,#heartbroken,"[{'type': 'quoted', 'id': '813163629117919232'}]",,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-26T05:07:02.000Z,813249740112592896,813249740112592896,RIP George. #heartbroken http://someurl,188121746,en,everyone,#heartbroken,,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 7, 'quote_count': 0}",Twitter Web Client,2016-12-26T05:03:52.000Z,813248942997696512,813248942997696512,#we need #bestfriends  for a best #selfie #happychristmas  | #newyear2017  there lot go @someuser  we love your song #heartbroken http://someurl,398581900,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2016-12-26T04:58:50.000Z,813247676875567104,813247676875567104,So sad about George Michael. Someone I really wanted to see sing live. #heartbroken,234579651,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-26T04:56:21.000Z,813247054726266881,813247054726266881,"Today was amazing, up until I had to break the news to my mother that #georgemichael had passed away. 😢 #heartbroken #lastchristmas 😭",109916901,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-26T04:55:26.000Z,813246821443235840,813246821443235840,I think youre amazing...| #heartbroken  http://someurl via @someuser,143910992,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-26T04:48:57.000Z,813245190731276289,813245190731276289,My reaction to that Poe passing td #fantasyfootball #heartbroken http://someurl,13167772,en,everyone,#heartbroken,,{'place_id': '2fd93ef04260afec'},
"{'retweet_count': 0, 'reply_count': 4, 'like_count': 3, 'quote_count': 0}",Twitter for Android,2016-12-26T04:48:26.000Z,813245059508432896,813245059508432896,A dear friend of mine has passed away today. Please lift his family & friends in prayer.| RIP CHUCK! 😢 🙏 | #HEARTBROKEN| #GONETOOSOON,24321494,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",Twitter for iPhone,2016-12-26T04:42:36.000Z,813243594777722880,813243594777722880,Best #songwriter #singer #composer biggest influence on #Music #georgemichael #ripgeorgemichael #ripgeorge #heartbroken http://someurl,413768433,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,2016-12-26T04:41:56.000Z,813243426720215040,813243426720215040,And its hard to love... theres so much to hate 😔 #RIPGeorge #ripgeorgemichael #shattered #devastated #heartbroken #onlythegooddieyoung,3018801962,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone,2016-12-26T04:33:33.000Z,813241313583919104,813241313583919104,Feel like 14 again when I look at this picture #georgemichael #ripgeorgemichael #RIPGeorge #firstcrush #heartbroken http://someurl,413768433,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Paper.li,2016-12-26T04:32:20.000Z,813241009136107520,813241009136107520,The latest The Miss Jennifer Lynn Daily! http://someurl Thanks to @someuser @someuser @someuser #heartbroken #holiday,178913294,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for BlackBerry,2016-12-26T04:26:50.000Z,813239625745657856,813182133380358144,"@someuser I can hardly stand a year where weve lost such amazing voices, creative geniuses and political trailblazers. #heartbroken",51896430,en,everyone,#heartbroken,"[{'type': 'replied_to', 'id': '813182133380358144'}]",,249393823
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 4, 'quote_count': 0}",Twitter for iPhone,2016-12-26T04:22:50.000Z,813238620081496064,813238620081496064,How I cried when they split up #wham #georgemichael #ripgeorgemichael #firstcrush #heartbroken #sadchristmas http://someurl,413768433,en,everyone,#heartbroken,,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for Android,2016-12-26T04:22:11.000Z,813238456264650752,813238456264650752,George Michael is gone?! Man 2016 was just a horrible year. No words. #RIPGeorge #heartbroken,307193509,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-26T04:19:54.000Z,813237878977282048,813237878977282048,I dare someone to say this is incorrect. #merrychristmas #ididntgetanysocks #heartbroken... http://someurl,121495958,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter Web Client,2016-12-26T04:19:22.000Z,813237745841618944,813237745841618944,"Goodbye, my friend. http://someurl| #blogpost #witchesoftwitter #grief #heartbroken",2802975793,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone,2016-12-26T04:18:38.000Z,813237561019760641,813237561019760641,My young adolescent crush #georgemichael #firstcrush #ripgeorgemichael #heartbroken #sad #sadchristmas http://someurl,413768433,en,everyone,#heartbroken,,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 5, 'quote_count': 0}",Twitter Web Client,2016-12-26T04:18:04.000Z,813237419549917184,813237419549917184,#heartbroken #inshock #intears thank you for BEING and for the joy your music brought into my life You will never be forgotten #RIPGeorge http://someurl,951538381,en,everyone,#heartbroken,"[{'type': 'quoted', 'id': '813236284898447360'}]",,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-26T04:17:21.000Z,813237239765299200,813237239765299200,This about sums it up. #heartbroken #Inspiration #Legend #GeorgeMichael http://someurl,430054643,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-26T04:16:03.000Z,813236910420324353,813181634015010816,@someuser i carried a picture of George in my wallet for years & gave him a letter professing my love. #heartbroken #georgemichael,716734141392429056,en,everyone,#heartbroken,"[{'type': 'replied_to', 'id': '813181634015010816'}]",,2893511188
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone,2016-12-26T04:15:12.000Z,813236696611487744,813236696611487744,#wham how I wish there was a reunion #georgemichael #heartbroken #RIPgeorge #firstcrush #favourite #forever http://someurl,413768433,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-26T04:12:38.000Z,813236049832972288,813236049832972288,Rest in peace @someuser #heartbroken 💔 http://someurl,38935120,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone,2016-12-26T04:12:01.000Z,813235897374281728,813235897374281728,The only reason I ever bought @someuser #georgemichael rocked in it for his #faith vedio #heartbroken #RIPgeorge http://someurl,413768433,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-26T04:10:53.000Z,813235611184353280,813192044906708992,"@someuser @someuser  Its just too much, this year! So many have left us! #heartbroken  #ripgeorgemichael",720777935934922752,en,everyone,#heartbroken,"[{'type': 'replied_to', 'id': '813192044906708992'}]",,244498663
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone,2016-12-26T04:07:55.000Z,813234864614965248,813234864614965248,I gotta have faith #faith #georgemichael #heartbroken #firstcrush #RIPgeorge #cantbelieveit #wham http://someurl,413768433,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter Web Client,2016-12-26T04:07:07.000Z,813234663934267393,813234663934267393,Just heard the news about @someuser Thank god my husband is here to hug me! I cant cope with this one #heartbroken What a fckd up year!,951538381,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",Twitter for iPhone,2016-12-26T04:03:10.000Z,813233668852514816,813233668852514816,So m never gonna dance again .. D way I daced with u.. #georgemichael #heartbroken #firstcrush #RIPgeorge #missU http://someurl,413768433,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 1, 'like_count': 2, 'quote_count': 0}",Twitter for iPhone,2016-12-26T03:55:31.000Z,813231745059397632,813231745059397632,"Great, I just realized both @someuser  & @someuser leave me this week & idk when is the next time Ill ever see them 😭😭😭😭 #heartbroken",57722579,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web Client,2016-12-26T03:51:00.000Z,813230606335221761,813230606335221761,So sad to say #goodbye to consummate musician & #lgbtq activist  @someuser way too soon #ClassAct #heartbroken,2288792833,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-26T03:46:47.000Z,813229546334027777,813229546334027777,2016 you suck! You robbed us of many 💔 #RIPGeorge #rewind2016 #heartbroken,3063230999,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-26T03:46:08.000Z,813229382324125697,813229382324125697,How do you end 2016 with this news? #heartbroken #lossanother #TooYoung|   George Michael dies aged 53| | http://someurl,1480370455,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-26T03:42:24.000Z,813228441453481984,813228441453481984,i remember using Club Tropicana as our theme for thesis in college!RIP #GeorgeMichael love your music!#heartbroken #thischristmas 😩,238412715,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",iOS,2016-12-26T03:41:56.000Z,813228323887284224,813228323887284224,Thank you @someuser...you were loved. #brilliantartist #heartbroken http://someurl,50538852,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-26T03:39:40.000Z,813227754351165440,813227754351165440,Still cant believe it. Im gutted. Still trying to read more about his passing. #ripgeorgemichael #freedom #heartbroken,17500141,en,everyone,#heartbroken,,{'place_id': '00c55f041e27dc51'},
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2016-12-26T03:36:18.000Z,813226908368441344,813226908368441344,A Different Corner...as if this song didnt already make me sad #heartbroken @someuser,729732422594666496,en,everyone,#heartbroken,,{'place_id': '4ec01c9dbc693497'},
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web Client,2016-12-26T03:33:14.000Z,813226135496642560,813221588925616128,@someuser I still cant believe that my Greek god has gone.😢 This is how Ill remember him #ripgeorgemichael #heartbroken http://someurl,3844407861,en,everyone,#heartbroken,"[{'type': 'replied_to', 'id': '813221588925616128'}]",,19421477
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-26T03:25:22.000Z,813224157341188096,813224157341188096,we all do .| #heartbroken #love #santa #xmas #christmas #presents #anime #otaku #weeaboo... http://someurl,59494097,en,everyone,#heartbroken,,"{'place_id': '01a9a39529b27f36', 'coordinates': {'type': 'Point', 'coordinates': [-74.0064, 40.7142]}}",
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-26T03:22:32.000Z,813223445156728833,813221588925616128,@someuser same here - #heartbroken,41354386,en,everyone,#heartbroken,"[{'type': 'replied_to', 'id': '813221588925616128'}]",,19421477
"{'retweet_count': 6, 'reply_count': 0, 'like_count': 17, 'quote_count': 0}",Twitter for iPhone,2016-12-26T03:21:53.000Z,813223281050324992,813223281050324992,End of an era. Goodbye my first everything... RIP #GeorgeMichael #heartbroken #GOTtoHaveFAITH http://someurl,3035189114,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter for iPhone,2016-12-26T03:18:58.000Z,813222543754743809,813222543754743809,"R.I.P George 😢, Heavens gained another angel 💙#heartbroken http://someurl",250744133,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-26T03:18:33.000Z,813222441921249280,813222441921249280,Omg...I cant believe this #heartbroken http://someurl,498471356,en,everyone,#heartbroken,"[{'type': 'quoted', 'id': '813221588925616128'}]",{'place_id': '7b93be1d864cedbb'},
"{'retweet_count': 282, 'reply_count': 82, 'like_count': 1096, 'quote_count': 29}",Twitter for iPhone,2016-12-26T03:15:10.000Z,813221588925616128,813221588925616128,#Heartbroken Heres how George Michael impacted my life... http://someurl http://someurl,19421477,en,everyone,#heartbroken,,,
"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Twitter Web Client,2016-12-26T03:14:24.000Z,813221394922115072,813221394922115072,Last Christmas Indeed. 2016 you have been cruel. Really cruel. | | #heartbroken #RIP #childhoodHero #childHoodCrush,17671636,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-26T03:11:27.000Z,813220652811329536,813220652811329536,Nothing to say.... 😢😓| #gonetoosoon | #rip🙏 | #rip | #legend | #heartbroken | #2016 | #2016sucks http://someurl,232354570,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-26T03:08:59.000Z,813220034772430848,813220034772430848,Kissing a Fool will forever be one of my favorite songs😢| #freedom #heartbroken,300054905,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-26T03:07:30.000Z,813219661890392064,813219661890392064,2016 has been a bummer and to  top it of its ending without @someuser saying merry Christmas🎊🎁🎄😭😩 #heartBroken #310GotTheBlues,41191795,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-26T02:54:44.000Z,813216447015092224,813216447015092224,@someuser #devastated. The most amazingly gifted singer/songwriter ever. #heartbroken. Heaven didnt need another angel on xmas day 😥😥😥 http://someurl,4744008908,en,everyone,#heartbroken,,,260292052
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",Facebook,2016-12-26T02:39:48.000Z,813212690462232576,813212690462232576,Last xmas I gave you my heart but the very next day you gave it away... #heartbroken http://someurl,20028179,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-26T02:37:14.000Z,813212041393553408,813212041393553408,Feeling so sad #RIPGeorgeM 2016 ya no te los lleves #heartbroken,94880018,es,everyone,#heartbroken,,,
"{'retweet_count': 13, 'reply_count': 5, 'like_count': 13, 'quote_count': 1}",Twitter for iPhone,2016-12-26T02:30:54.000Z,813210449344745472,813210449344745472,"Bowie, Prince, Cohen, Rickman, now George??!! 2016, you have been a brutal, greedy vicious year. RIP #georgemichael #heartbroken",27298991,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for Android,2016-12-26T02:28:12.000Z,813209770572316672,813185707065884672,"@someuser Saddest for me.  First without both my loving parents. Dad passed away last Dec 27th, my Mom suddenly Dec 5th. 😭#Heartbroken",2604403404,en,everyone,#heartbroken,"[{'type': 'replied_to', 'id': '813185707065884672'}]",,41265813
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Instagram,2016-12-26T02:18:14.000Z,813207260453277698,813207260453277698,Its just enough 2016. Its just enough. #rip #ripgeorgemichael #heartbroken http://someurl,34316486,en,everyone,#heartbroken,,,
"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Twitter for iPhone,2016-12-26T02:18:01.000Z,813207208125235200,813169936247816192,@someuser @someuser that is one of my all time favorite song of his. #heartbroken #prayingfortime #ripgeorgemicheal,3722771535,en,everyone,#heartbroken,"[{'type': 'replied_to', 'id': '813169936247816192'}]",,215952307
