lang,conversation_id,id,created_at,public_metrics,author_id,source,text,reply_settings,search_query,geo,in_reply_to_user_id,referenced_tweets
tl,793510373596868608,793510373596868608,2016-11-01T17:49:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2570654046,twitterfeed,katness - NA: #wet #shy #nude #happy #nasty #xxx #young #sexy #naughty #porn #snapshot #horny #kinky #hot #slut http://someurl,everyone,#happy,,,
tl,793506215305158656,793506215305158656,2016-11-01T17:33:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",914185892,Instagram,#HappyBirthday to my #Favorite #Uncle #Happy 70th 🙌✌🍻| @someuser sabasahir @someuser. http://someurl,everyone,#happy,,,
tl,793500005105491968,793500005105491968,2016-11-01T17:08:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",18121833,Twitter for Android,Hai.  #Happy crush on #SRK since DDLJ. Class 12. #DMYourCrushDay http://someurl,everyone,#happy,,,
tl,793497738440695808,793497738440695808,2016-11-01T16:59:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",309768456,Twitter for Android,Karlakita & Friends are #Happy #DíaDeMuertos #Esqueletobailador http://someurl,everyone,#happy,,,
tl,793491947382005760,793491947382005760,2016-11-01T16:36:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2219965116,Twitter for Android,Chalay Thay ISLAMABAD lockdown karnay Khud he BANIGALA mein lockdown hogaye.....bara maza aya....#Happy,everyone,#happy,,,
tl,793479152263368704,793479152263368704,2016-11-01T15:45:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",575678975,Instagram,"#Happy New Month....✌✌✌✌✌🙌🙌 @ Yaba College of Technology, Yaba, Lagos. http://someurl",everyone,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [3.37391531, 6.51940718]}, 'place_id': '00817d75276a95cf'}",,
tl,793477159625039872,793477159625039872,2016-11-01T15:37:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",771260712148570112,Twitter for Android,@someuser  #Happy Diwali # Safe Diwali.,everyone,#happy,,792216937954545664,
tl,793476852027232256,793476852027232256,2016-11-01T15:36:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",4181503813,Instagram,Ika- UNO ng Nobyembre sa taon 2016 🃏👻😁|  #Happy Halloween #vsco #vscocam http://someurl,everyone,#happy,,,
tl,793476672238542848,793476672238542848,2016-11-01T15:35:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",771260712148570112,Twitter for Android,@someuser   #Happy Diwali # Safe Diwali.,everyone,#happy,,775874076816515072,
tl,793463803317018625,793463803317018625,2016-11-01T14:44:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",103844470,Instagram,Diwali love 😍 madness overload 💃❤💖💥☄🌟 #happydiwali #friends #happy #diwali http://someurl,everyone,#happy,,,
tl,793456738317983744,793460328734478337,2016-11-01T14:30:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",3236863932,Twitter for iPhone,@someuser @someuser @someuser @someuser eto ang tunay na squad goals! #StudyFirst #happy #contented,everyone,#happy,{'place_id': '00f4d3010efa8adb'},758286692121927680,"[{'type': 'replied_to', 'id': '793459665250062337'}]"
tl,793448467662118912,793448467662118912,2016-11-01T13:43:50.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",2343237014,Twitter for Android,Happy bhai tika. I miss....... you di. | And miss you all my relative. | Happy bhai tika | #happy| #bhai tika,everyone,#happy,,,
tl,793447017372450818,793447017372450818,2016-11-01T13:38:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",300613092,iOS,#morning #boy #happy #sleepy #puertoricanboy http://someurl by anibaljose77462 #phhhoto http://someurl,everyone,#happy,,,
tl,793443126220390400,793443126220390400,2016-11-01T13:22:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2551855710,Facebook,Salamat sa pagpaparamdam na hindi na ako mag iisang matutulog... 😂😂😇😇❤❤❤ | | #Nov1 #Happy #Newbaby #Appreciated #Thankyou☺❤,everyone,#happy,,,
tl,793420640615141376,793420640615141376,2016-11-01T11:53:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",120388258,Instagram,Kain po tayo😊😋 #rainysaintsday #halloween #vscocam #foodie #food #foodporn #happy #love ❤ http://someurl,everyone,#happy,,,
tl,793409533641195521,793409533641195521,2016-11-01T11:09:08.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",707788733114949634,Twitter for Android,#Happy Birthday Bishop Oko Bortei-Doku http://someurl,everyone,#happy,,,
tl,793405574213808128,793405574213808128,2016-11-01T10:53:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",3307328748,Twitter for Android,Ung moment na napapahalakhak sya dahil sa jokes ko.. Haha | #happy #inlove #Alien,everyone,#happy,,,
tl,793401147818119170,793401147818119170,2016-11-01T10:35:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",484610731,Instagram,Soy Hello kitty!!! #silviparalasamigas #hellokitty #home #happy... http://someurl,everyone,#happy,,,
tl,790511584489644032,793396498348204032,2016-11-01T10:17:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",780810157416550400,Twitter for Android,@someuser @someuser #Happy Diwali & Happy New Year.,everyone,#happy,,4575856758,"[{'type': 'replied_to', 'id': '790511584489644032'}]"
tl,793391072785248256,793391072785248256,2016-11-01T09:55:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1446309840,Facebook,Hi 🙋 muhigugma kag bugason?😂😂|  Awhs.chakka ra 😂| | #happy all souls day😊,everyone,#happy,,,
tl,793387050183647233,793387050183647233,2016-11-01T09:39:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2239848028,Instagram,"Bonding tym with sisters😊😊| | #happy @ San Isidro Candelaria, Quezon http://someurl",everyone,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [121.41681841, 13.85722174]}, 'place_id': '0132f66d570aae01'}",,
tl,793369936504713216,793369936504713216,2016-11-01T08:31:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",538983029,Instagram,Kaibigan biyahe tayo.. 😉| Friendship Highway| #SimplyJustKDLanzar #happy #blessed #thankful... http://someurl,everyone,#happy,,,
tl,793366950776745984,793366950776745984,2016-11-01T08:19:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",513870669,Facebook,yey! ngkita npod mi ni palangging Ab0o.  Thanks amega  Joanna Mae😊 | | #happy — feeling thankful,everyone,#happy,,,
tl,793362910647115776,793362910647115776,2016-11-01T08:03:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",28353370,Instagram,Diwali SloMo #happy #diwali #fesivaloflights #crackers #slomo #slowmotion #skrillex #bangarang... http://someurl,everyone,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [75.8655, 22.7253]}, 'place_id': '4a00f902bee39847'}",,
tl,793362174412464128,793362174412464128,2016-11-01T08:00:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",28353370,Instagram,Diwali bonfire #aboutlastnight #happy #diwali #bonfire #fire #flames #indore #mp #india @someuser http://someurl,everyone,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [75.8655, 22.7253]}, 'place_id': '4a00f902bee39847'}",,
tl,793361193972879360,793361193972879360,2016-11-01T07:57:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",4771827547,Instagram,Para sa Iyo #videokegalore #family👪 #bondingtime❤️ #happy😊 http://someurl,everyone,#happy,,,
tl,793358002770153472,793358002770153472,2016-11-01T07:44:22.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2938975384,Facebook,#HAPPY-DIWALI #PRIYANKA-CHOPRA http://someurl,everyone,#happy,,,
tl,793339739248156672,793339739248156672,2016-11-01T06:31:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",481958596,Instagram,ILoveyou Mama & Papa 😊💋💞| #UNDAS2016 #Reunion #MamaPapa #PastorFam #Neighbor #Happy #Memories... http://someurl,everyone,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [121.03927386, 14.38186121]}, 'place_id': '00c699d656122ebe'}",,
tl,793338416112865280,793338416112865280,2016-11-01T06:26:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1369746318,Twitter Web Client,"Halloween? diba yan yong ginagawa kapag nagtitimpla ng juice, kailangan halloweeen. HAHAHAHA 😂 #HAPPY HALLOWEEN! 👻",everyone,#happy,,,
tl,793337715504717824,793337715504717824,2016-11-01T06:23:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",169874035,Instagram,MyAbis ❤️| #me #you #love #happy #instapic #iphonesia 🚘 http://someurl,everyone,#happy,,,
tl,793336513471709184,793336513471709184,2016-11-01T06:18:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",242288117,Twitter for Android,Happy Diwali to all #happy diwali,everyone,#happy,,,
tl,793331515362947072,793331515362947072,2016-11-01T05:59:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1272504696,Instagram,Happiness Of Diwali | | #djpulseofficial #dj #festival2016 #diwali #happy #happiness #smile😊... http://someurl,everyone,#happy,,,
tl,793324478226804736,793324478226804736,2016-11-01T05:31:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",4305875542,Twitter Web Client,#Happy Jungyeon Day!!,everyone,#happy,,,
tl,793314639497003008,793314639497003008,2016-11-01T04:52:03.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1622102052,Facebook,Family holiday on Langkawi 💞| Date : 28/10/2016 - 30/10/2016| | #TokSiahClans #TokSiahFamily #Happy #Enjoy... http://someurl,everyone,#happy,,,
tl,793312001292374016,793312001292374016,2016-11-01T04:41:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",368773152,Instagram,#Happy #halloween guys| | #lovemyfollowers | #lovemylikers @ Parbhani City http://someurl,everyone,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [76.77345949, 19.25884285]}, 'place_id': '5c04a5ac55316e83'}",,
tl,793310372606406657,793310372606406657,2016-11-01T04:35:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",711283422665187328,Facebook,kung mahal kita??mamahalin mo din kaya ako???| | #happy halloween,everyone,#happy,,,
tl,793309481845260288,793309481845260288,2016-11-01T04:31:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1375768110,Instagram,"#happy Halloween| #bluevelvet @ Echo Park, Los Angeles http://someurl",everyone,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [-118.258, 34.0792]}, 'place_id': '3b77caf94bfc81fe'}",,
tl,793305567687159808,793305567687159808,2016-11-01T04:16:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",143997674,Instagram,SAIYAMAN | #dragonballcosplay #saiyaman #sofa #follow4follow #happy http://someurl,everyone,#happy,,,
tl,793158371553648640,793305247833792512,2016-11-01T04:14:44.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",770616591041990656,Twitter for Android,@someuser #Happy birthday pyara pita ji,everyone,#happy,,2852359916,"[{'type': 'replied_to', 'id': '793158371553648640'}]"
tl,793297813610360832,793297813610360832,2016-11-01T03:45:12.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",41370626,Instagram,#Happy #Halloween 2016!| #Party at Casa @someuser | #Borat meets #Harleyquinn http://someurl,everyone,#happy,,,
tl,793292240760233985,793292240760233985,2016-11-01T03:23:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",738671267516030976,Mobile Web (M2),happy diwali to all hindu people #happy #happy,everyone,#happy,,,
tl,793290800767524865,793290800767524865,2016-11-01T03:17:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1934043091,Facebook,Beh dra lang ko mag ngalagngalag cmu | #happy hallowen,everyone,#happy,,,
tl,793286100085252096,793286100085252096,2016-11-01T02:58:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",3282333012,Facebook,",Pupunta ako ng sementeryo kasi dadalawin ko yong Puso kong  Patay na patay sayo awhss :-* ;-) :-D | | #Happy Halloween 2016",everyone,#happy,,,
tl,793285731204472832,793285731204472832,2016-11-01T02:57:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2177322180,Facebook,"Pag sinabi ko sayo na NILALAMIG ako.,ibig sabihin nun YAKAPIN mo ko| .| #Happy Halloween?| #Advance2x) :*... http://someurl",everyone,#happy,,,
tl,793282602643886080,793282602643886080,2016-11-01T02:44:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",53190984,Instagram,#Niver da mana #Happy Halloween @ Bairro Nobre - Dom Pedro http://someurl,everyone,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [-60.04442, -3.08245]}, 'place_id': '45e3bce63f2beeee'}",,
tl,793267502021095424,793267502021095424,2016-11-01T01:44:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",790156363842228225,Facebook,Mga ka DDS #Happy Halloween 👻🎃🤖,everyone,#happy,,,
tl,793251809997586433,793251809997586433,2016-11-01T00:42:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1207501087,Facebook,Ang nawawaLang kapatid ni Panda.. Haha pizzzssh| | #happy holloween,everyone,#happy,,,
tl,793238111908143105,793238111908143105,2016-10-31T23:47:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",394240512,Instagram,Templo Baháí| 🙏| #arquitectura | #atardecer | #templo| #architecture #arch #architect #life #happy... http://someurl,everyone,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [-70.51076889, -33.47646678]}, 'place_id': '01fb944c0dff3d86'}",,
tl,793232501246464000,793232501246464000,2016-10-31T23:25:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1114873638,Facebook,Goodmorning 😊😂. Ready na agad ako para magbigay sa mga batang nag ha-happy haloween 😄😂. #Happy Haloween! 👽👾👿👹👺💀👻,everyone,#happy,,,
tl,793228421304246272,793228421304246272,2016-10-31T23:09:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",719744655601049600,Twitter for Android,"maam @someuser  kinilig sa akin,look at her #happy #crushonyou http://someurl",everyone,#happy,,,
tl,793223878264942592,793223878264942592,2016-10-31T22:51:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",254146375,Twitter Web Client,#happy black nude girls hayden kho katrina halili sex scandal video http://someurl,everyone,#happy,,,
tl,793200051980013569,793200051980013569,2016-10-31T21:16:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3407155929,Instagram,#happy nbba playoffs http://someurl,everyone,#happy,,,
tl,793186166971523073,793186166971523073,2016-10-31T20:21:33.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 2}",394851478,Twitter for iPhone,My Ninja Turtle. Dinero #Happy Halloween http://someurl,everyone,#happy,,,
tl,793177774085148672,793177774085148672,2016-10-31T19:48:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1858928552,Instagram,Buon Halloween 🎃| #halloween #streetfood #hamburger #food #happy #life #foodporn #like4like... http://someurl,everyone,#happy,,,
tl,793167961079083008,793167961079083008,2016-10-31T19:09:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",228945054,Facebook,Thriller! Masala Style!! #Happy #Halloween http://someurl,everyone,#happy,,,
tl,793157243868942336,793157243868942336,2016-10-31T18:26:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",4614204614,herowallpaper,happy diwali sms Wallpaper http://someurl #1080p #Walpapers #Diwali #Diwali #Happy #Sms http://someurl,everyone,#happy,,,
tl,793155305718755328,793155305718755328,2016-10-31T18:18:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",365850019,Instagram,baby JJ | | #puppy #puppylove #newpuppy #pitbull #pitlove #pitbullpuppy #happy... http://someurl,everyone,#happy,,,
tl,793140426836508673,793140426836508673,2016-10-31T17:19:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",621795590,Twitter for Android,#Happy Diwali | Pic Credit #nikhildhane| #Happy Time http://someurl,everyone,#happy,{'place_id': '4c6bf2b7c14c8f88'},,
tl,793131546584625152,793131546584625152,2016-10-31T16:44:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",793124744631549956,Twitter for Android,Dadalawin koh ang puso ko na patay na patay sayo:-) #happy halloween👻🎃🎃 http://someurl,everyone,#happy,,,
tl,793128696630489090,793128696630489090,2016-10-31T16:33:11.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",1313204546,Twitter for Android,#happy diwali frnds http://someurl,everyone,#happy,,,
tl,793110977973743616,793110977973743616,2016-10-31T15:22:47.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",134015890,Instagram,Naihi pose. | | #Happy #Bless #GoodVibes #Positive #XentroMall @someuser http://someurl,everyone,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [120.90531664, 13.89618759]}, 'place_id': '01e6524d1af604ab'}",,
tl,793108772919078912,793108772919078912,2016-10-31T15:14:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1667696832,Instagram,"#happy bday COCo Martin| #Primetime King | #Idol ng Masa🍺🎁 @ Bacao Gen.Trias,Cavite http://someurl",everyone,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [120.87865058, 14.40342029]}, 'place_id': '0004114222a7eb71'}",,
tl,793106795887783936,793106795887783936,2016-10-31T15:06:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",326548034,Instagram,Magandang gabi!!! 😁❤️️🤓 #Happy #blasian #mixedrace #biracial #curlyhair #selfie #shorthair http://someurl,everyone,#happy,,,
tl,793103117554507776,793103117554507776,2016-10-31T14:51:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3023844002,Twitter for Android,@someuser @someuser  #happy diwali nish♥ this diwali my nanu no more------.,everyone,#happy,,821256193,
tl,793095677920370688,793095677920370688,2016-10-31T14:21:59.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",793092845087449092,Mobile Web (M2),make diwali happier help poor children #happy diwali,everyone,#happy,,,
tl,793091138374684672,793091138374684672,2016-10-31T14:03:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",392376227,Twitter for Android,Buti pa yung peanuts #happy http://someurl,everyone,#happy,,,
tl,793089694334644225,793089694334644225,2016-10-31T13:58:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",216293119,Instagram,Bes @someuser bilhan mo na ng cage ang pasahero mo 🐶🐕| #happy... http://someurl,everyone,#happy,,,
tl,793083627982692352,793083627982692352,2016-10-31T13:34:06.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",3802615399,Twitter Web Client,nakakatakot umibig ng tao mabuti pa aswang hindi ka iiwan #happy halloween http://someurl,everyone,#happy,,,"[{'type': 'quoted', 'id': '792934043754958848'}]"
tl,793078658948861952,793078658948861952,2016-10-31T13:14:21.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",736235248120266752,Mobile Web (M2),#Happy Diwali all of you.....,everyone,#happy,,,
tl,792649294155173888,793076454737186817,2016-10-31T13:05:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2865442078,Twitter for Android,@someuser #happy diwali lion heart best gift for diwali,everyone,#happy,,2852359916,"[{'type': 'replied_to', 'id': '792649294155173888'}]"
tl,793068084613349376,793068084613349376,2016-10-31T12:32:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",793058080586031105,Twitter for Android,Shutout para bukas .. Ang dami na namang naka ootd na pink at black ..| | #Happy Halloween👻,everyone,#happy,,,
tl,793066740565409792,793066740565409792,2016-10-31T12:27:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2363555419,Twitter for BlackBerry,"##Happy diwali, enjoy the festivities##",everyone,#happy,,,
tl,793062761936789505,793062761936789505,2016-10-31T12:11:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",745267960743403521,Twitter for Android,@someuser #Happy DIWALI to all. http://someurl,everyone,#happy,,785750603343470592,
tl,793053226538971136,793053226538971136,2016-10-31T11:33:18.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",788604665596436480,Twitter for iPhone,"@someuser #Happy  Birthday,Anjali",everyone,#happy,,2791407504,
tl,793050636937994244,793050636937994244,2016-10-31T11:23:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",1047729151,Twitter for Android,##HAPPY DIWALI## SUPPORT TO INDIAN ARMY##OURPRIDE http://someurl,everyone,#happy,,,
tl,793040382984491008,793040382984491008,2016-10-31T10:42:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2440167006,Instagram,"#渋谷 #happy #haloween #jorker #jorkebike #がいじんさん #日本人との #格の違い #🎃 🎃 @ Shibuya Crossing, Tokyo, Japan http://someurl",everyone,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [139.6999425, 35.65974542]}, 'place_id': 'f7c22e0cf7b3af2b'}",,
tl,793023557920034816,793023557920034816,2016-10-31T09:35:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",4893765794,Instagram,#Diwali | #Happy Waali 😂 http://someurl,everyone,#happy,,,
tl,793022128908009472,793022128908009472,2016-10-31T09:29:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",95578116,Facebook,Perfect mood. Perfect movie. #Happy — watching Zindagi Na Milegi Dobara,everyone,#happy,,,
tl,793022046888402944,793022046888402944,2016-10-31T09:29:24.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",455523993,Instagram,#friendsforever #meetafterlongtime #happy #funwidfriends @ Hoshangabad http://someurl,everyone,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [77.72, 22.75]}, 'place_id': '061d7d09bdfaa0af'}",,
tl,793021023167799297,793021023167799297,2016-10-31T09:25:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",938718445,Twitter for Android,#Happy Diwali & New Year.... http://someurl,everyone,#happy,,,
tl,793018629381992450,793018629381992450,2016-10-31T09:15:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",785691701448892416,Instagram,#Happy birthday mba rina#suryamakmur http://someurl,everyone,#happy,,,
tl,793015569851219968,793015569851219968,2016-10-31T09:03:40.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",971754175,Instagram,🔻October31.2016| | Happy Halloween🎃🔫🗡| | maririn 💟| | .| | #happy#halloween#maririn#囚人... http://someurl,everyone,#happy,,,
tl,793005376102883328,793005376102883328,2016-10-31T08:23:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",134720375,Instagram,"So many #lollies !!! #Happy #halloween 🎃👻 @ Titahi Bay, New Zealand http://someurl",everyone,#happy,,,
tl,793005149589504000,793005149589504000,2016-10-31T08:22:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",134720375,Instagram,"#Happy #halloween #skeleton #batman 😂🎃👻 @ Titahi Bay, New Zealand http://someurl",everyone,#happy,,,
tl,793004243154108417,793004243154108417,2016-10-31T08:18:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",66383583,Twitter Web Client,"Diwali clicks with long exposure #diwali, #fire, #celebration, #happy, #shots, #sky, #tradition, #person, #mischief, #lamps, #merry http://someurl",everyone,#happy,,,
tl,792990163131662336,792990163131662336,2016-10-31T07:22:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",704547532009934848,Instagram,Celebrating Diwali with family :-) | | #diwali #festival #celebrate #happy #family #friends... http://someurl,everyone,#happy,,,
tl,792985177832230912,792985177832230912,2016-10-31T07:02:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",3560088312,Instagram,"With friends Diwali celebration 🎉 #happy  #diwali  #friends ..... @ Boriwali West, Mumabi http://someurl",everyone,#happy,,,
tl,792981402413334529,792981402413334529,2016-10-31T06:47:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",2275758715,Twitter for Android,#Happy Diwali to all....,everyone,#happy,,,
tl,792971597552488449,792971597552488449,2016-10-31T06:08:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",745823142493454340,Twitter for Android,#Happy diwali To all http://someurl,everyone,#happy,,,
tl,792963525316481025,792963525316481025,2016-10-31T05:36:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 1}",719105298,Twitter for Android,Finally nakuha ko din limited edition na ball ng milo with signature of @someuser 😃😆 #happy http://someurl,everyone,#happy,,,
tl,792960736918114305,792960736918114305,2016-10-31T05:25:46.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",106477214,Instagram,#Diwali #flowerpots #slowmo #❤️ #happy Diwali #jagdalpurian @ Jagdalpur city CG http://someurl,everyone,#happy,"{'coordinates': {'type': 'Point', 'coordinates': [82.024846, 19.0861908]}, 'place_id': '4b80f44ccf117fd7'}",,
