source,geo,text,reply_settings,lang,conversation_id,id,author_id,created_at,public_metrics,search_query,in_reply_to_user_id,referenced_tweets
Twitter for Android,,Los pueblos medievales de la Costa Brava #súper #viaje @someuser http://someurl,everyone,es,799162525807939585,799162525807939585,2546327570,2016-11-17T08:09:28.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,"[{'type': 'quoted', 'id': '798482202820546560'}]"
Twitter Web Client,,Luna lunita lunera.| #Ancash| #Perú| #paisaje| #Huascarán| #Huaraz| #huanchac| #luna| #moon| #supermoon| #super| #landscape| #snowy| #paysage| #Landschaft http://someurl,everyone,es,799117563380793344,799117563380793344,105542864,2016-11-17T05:10:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter for Android,{'place_id': '01dd4e50059597d2'},@someuser Bienvenida ...    Siganla #Super,everyone,es,799098028879736832,799098028879736832,365874692,2016-11-17T03:53:11.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,798566291845959680,
erased7998391,,Bien preparado para el frío el pequeño #Simón #Super #ElMejorAmigodelHombre  🐶👍 http://someurl,everyone,es,799063903074295808,799063903074295808,187732084,2016-11-17T01:37:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Facebook,,#I <3 #Super #Girl: estoy viendo Supergirl,everyone,es,799055878158712832,799055878158712832,729386546,2016-11-17T01:05:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter for Android,,Terceraa sesión !!!!!! #Merilain Vs #Simona.. Te estás pasando #Súper 😤😤😤. Creo que ya está bien la broma.. Bufff. #GHDirecto,everyone,es,799053995872489472,799053995872489472,1055593562,2016-11-17T00:58:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#super,,
Instagram,"{'place_id': '0085b01d4f65f576', 'coordinates': {'type': 'Point', 'coordinates': [-65.44595475, -24.85497065]}}",👉Y me agarro el agua no más💙😍 #SUPER#FELIZ 😃 @ Zona Sur http://someurl,everyone,es,799048398787715072,799048398787715072,1592465952,2016-11-17T00:35:58.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter for Android,,@someuser saludos @someuser @someuser @someuser #noalosinsultos yo lo mas fuerte que he escrito es #SUPER MAN #huracanparalaB,everyone,es,799047581804265472,799047581804265472,524443665,2016-11-17T00:32:43.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,823624488,
RFJS_ES,,#Anillo #de #Plata #Super #Skinny apilamiento http://someurl #etsychaching #fashionjewellery #bloggerdemoda #fotodeldía #etsy,everyone,es,799046805686288384,799046805686288384,787986249084788736,2016-11-17T00:29:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,@someuser @someuser @someuser uuuyyy que rico el paisaje y el lindo ser humano que lo ocupa #super hermosas locaciones,everyone,es,798734181840916480,799043526717796353,3438662765,2016-11-17T00:16:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,219183445,"[{'type': 'replied_to', 'id': '798734181840916480'}]"
Instagram,,Para darse Duro! @someuser nos trae Error Session! #Super... http://someurl,everyone,es,799043259498532864,799043259498532864,99717748,2016-11-17T00:15:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#super,,
Hootsuite,,¡Lo nuevo! Super Mario Run llegará el 15 de dicembre. #Super #Mario #Run #iPhone #iPad #ipod #tecnologia #innovacion http://someurl http://someurl,everyone,es,799041916125986816,799041916125986816,166972842,2016-11-17T00:10:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#super,,
Twitter for Android,,Confieso abiertamente mi amor por Yumeri #Super☆Girls,everyone,es,799035621205573632,799035621205573632,405890925,2016-11-16T23:45:12.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Instagram,"{'place_id': '1a27537478dd8e38', 'coordinates': {'type': 'Point', 'coordinates': [2.11861111, 41.4225]}}",Mi super luna #moon #super👌 #night #clouds #barcelona #loveit❤️ @ Tibidabo http://someurl,everyone,es,799032017266491392,799032017266491392,197218223,2016-11-16T23:30:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,#super sex pussy veronicas nude photos http://someurl,everyone,es,799027647691030528,799027647691030528,1076531395,2016-11-16T23:13:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,Nada mejor que estar en el micro y que suene en la radio tu canción favorita y de tu grupo favorito #reguetonlento #CNCO #SUPER,everyone,es,799024484112076801,799024484112076801,696749263888523264,2016-11-16T23:00:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Instagram,,#Super Moon India ( autor desconocido) http://someurl,everyone,es,799014161816702981,799014161816702981,158880596,2016-11-16T22:19:55.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter for Android,,Lo de #Super @someuser es la hostia!!! Que mano tiene!!!,everyone,es,798997981584392192,798997981584392192,551105219,2016-11-16T21:15:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Hootsuite,,"Super Mario Run llegará el 15 de diciembre a iPhone, iPad y iPod. #Super #Mario #Run #iPhone #iPad #ipod http://someurl http://someurl",everyone,es,798996627495276544,798996627495276544,166972842,2016-11-16T21:10:15.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",#super,,
Twitter for Android,,Hay un #Super Cotopaxi queriendo que todos le veamos ahorita mismo!,everyone,es,798996486738448385,798996486738448385,37547130,2016-11-16T21:09:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Zazoom Ultima ora,,"#Test Viñales ancora super Conferma Ducati Dovi 3° #Test, #Viñales #ancora #super #Conferma #Ducati: #Dovi #3° http://someurl",everyone,es,798989547480629248,798989547480629248,231726084,2016-11-16T20:42:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,#Super #Oferta #CarniceriasBernal #Plasencia adelanta tus compras y ahorra dinero. http://someurl,everyone,es,798987024950652929,798987024950652929,730437840920825856,2016-11-16T20:32:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",#super,,
Myartsubmit,,#Super Visa Insurance Quotes for Visitors to Canada  #article 155259 @someuser @someuser,everyone,es,798985107977752576,798985107977752576,28635514,2016-11-16T20:24:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Hootsuite,,Super Mario Run llegará el 15 de dicembre. #app #movilidad #novedad #tecnologia #innovacion #news #Super #Mario #Run http://someurl http://someurl,everyone,es,798981548414484480,798981548414484480,166972842,2016-11-16T20:10:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#super,,
Twitter for Android,,@someuser  hoy estrenó #QueridaEnimiga en brasil @someuser | 😍 #super | #QueridaInimiga,everyone,es,798973576728772608,798973576728772608,2237740760,2016-11-16T19:38:39.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#super,102273207,
Twitter for Android,,"Hoy te presentamos un Sr Celular, de #alta #gama| el Samsung Mobile S7 EDGE.| #Super #Promo, no te lo #pierdas| AB Celulares RÍo IV Güemes 1042 http://someurl",everyone,es,798960746738647041,798960746738647041,2211295637,2016-11-16T18:47:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#super,,
Google,,La #Luna y los Terremotos http://someurl #tierraclimaespacio #acercamiento #efectos #seísmo #súper,everyone,es,798957546077900800,798957546077900800,288154617,2016-11-16T18:34:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,🌟ESTAMOS A 3 DIAS #SUPER#SABADO🌟| #ENJOYMATINEE EN #SETHAI💣CONSULTAS AL 2236191522 #GRUPOENJOY http://someurl,everyone,es,798950609793617920,798950609793617920,1877638177,2016-11-16T18:07:23.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#super,,
Twitter Web Client,,@someuser TE ESPERAMOS ESTE SABADO EN #SETHAI CON OTRO MEGA FIESTON #SUPER #SABADO.. TE ESERAMOS !! PEDI TU ENTRADA AL 2236191522,everyone,es,798950244516065280,798950244516065280,1877638177,2016-11-16T18:05:56.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,1895973950,
Twitter for iPhone,,"@someuser contento , la foto de la palmera es mía en #sanlucar un saludo. #súper luna",everyone,es,798935278140456960,798948651867508736,236291163,2016-11-16T17:59:37.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,36630263,"[{'type': 'replied_to', 'id': '798935278140456960'}]"
Hootsuite,,Una idea de regalo artesano para hijos de #PadresFrikis. Amigurumis con amor #1UP💚 #Super💟 ➡️ http://someurl #MM cc @someuser,everyone,es,798947565492436994,798947565492436994,4873506664,2016-11-16T17:55:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#super,,
geopoliting,,Así será #Super #Mario para #móviles   http://someurl,everyone,es,798942715404750848,798942715404750848,328686317,2016-11-16T17:36:01.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,@someuser TE ESPERAMOS ESTE SABADO EN #SETHAI CON OTRO MEGA FIESTON #SUPER #SABADO.. TE ESERAMOS !! PEDI TU ENTRADA AL 2236191522 (CALO),everyone,es,798936498355589120,798936498355589120,1620632628,2016-11-16T17:11:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,747568726615146497,
Instagram,,Con lentes nadie me reconoce!!! #Super #maru sobreviviendo al.#miercoles #glass #anteojos #comic... http://someurl,everyone,es,798931494353993729,798931494353993729,14154855,2016-11-16T16:51:26.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#super,,
Twitter Web Client,,@someuser TE ESPERAMOS ESTE SABADO EN #SETHAI CON OTRO MEGA FIESTON #SUPER #SABADO.. TE ESERAMOS !! PEDI TU ENTRADA AL 2236191522 (CALO,everyone,es,798931446291464192,798931446291464192,1620632628,2016-11-16T16:51:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,725130935511949312,
Twitter for Android,,A pues después de pedir hilo y aguja 1 mes ya es hora que lo traigan.. Bravo #Súper ! 👏👏👏👏  Has estado rápido 😂😂 #GHDirecto,everyone,es,798910972920524801,798910972920524801,1055593562,2016-11-16T15:29:53.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 1}",#super,,
Instagram,,Y #hoy #super #activado en el #gym con #abdominales http://someurl,everyone,es,798906765677133824,798906765677133824,143598012,2016-11-16T15:13:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#super,,
Instagram,,Y #hoy #super #activado en el #gym http://someurl,everyone,es,798906040813137920,798906040813137920,143598012,2016-11-16T15:10:17.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter for iPhone,,@someuser gracias por los concejos #super #BuenMartes #BuenFin2016 #BuenaVida,everyone,es,798725611049127936,798869789871640576,2839006599,2016-11-16T12:46:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#super,3003758595,"[{'type': 'replied_to', 'id': '798725611049127936'}]"
Twitter for iPhone,,limpia siempre tu #smartphone #celular #tablet #lentes #LED #LCD con el #NUEVO SILISUR #SUPER #PAÑO MICROFIBRA SUPERFICIES DELICADAS📷📱🖥🏁 http://someurl,everyone,es,798869556592857088,798869556592857088,1354530888,2016-11-16T12:45:19.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#super,,
Hootsuite,,Ven a #Cinex a disfrutar de este #Súper #Combo y no te peles este Súper Precio! Te esperamos! #SuperCombito http://someurl,everyone,es,798868272489918465,798868272489918465,2252962339,2016-11-16T12:40:13.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Facebook,,#Gana una #Súper #Bici #Sin #Pedales #Jumper #Black #Chulísima para vuestros Peques de nuestros amigos de INJUSA... http://someurl,everyone,es,798800283090362373,798800283090362373,16807148,2016-11-16T08:10:03.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Instagram,,"No es la superluna, pero así amanece hoy ante mi ventana. #super #luna #amanecer #otoño2016... http://someurl",everyone,es,798790885961965568,798790885961965568,424392089,2016-11-16T07:32:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Instagram,"{'place_id': 'de24fd487f41bad3', 'coordinates': {'type': 'Point', 'coordinates': [-99.099722, 19.405278]}}",#espectacular #concierto #adele adele #super @ Palacio de los Deportes http://someurl,everyone,es,798765438050045953,798765438050045953,357695585,2016-11-16T05:51:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
geopoliting,,El ‘#Super #Mario Run’ se #adueña de los móviles   http://someurl,everyone,es,798761031669424128,798761031669424128,328686317,2016-11-16T05:34:04.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
neojurnal2015,,Bronco #stool #by #Guillaume #Delvigne #for #super #ette #IMFC http://someurl,everyone,es,798712528205447173,798712528205447173,1331339334,2016-11-16T02:21:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Hootsuite,,"Solo en Claro celular Sony Xperia M5 a un #SÚPER #PRECIO, adquiérelo en: http://someurl http://someurl",everyone,es,798710976598130688,798710976598130688,330505265,2016-11-16T02:15:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#super,,
Hootsuite,,"#IIRESISTIBLE compra en Tigo Huawei P8 LTE a un #SÚPER #PRECIO, por solo $615.000 pesos. Más en: http://someurl http://someurl",everyone,es,798705931144011776,798705931144011776,330505265,2016-11-16T01:55:07.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 1}",#super,,
Instagram,,Hamburguesita! 🐷😊😂 #cerditas #bembos #super http://someurl,everyone,es,798699070491660288,798699070491660288,235403219,2016-11-16T01:27:52.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#super,,
Twitter for Android,{'place_id': '6bc229fb509fe755'},#SupeSol no queda atrás de #Super Luna @someuser | Hermoso!!!| Foto de @someuser 😉 http://someurl,everyone,es,798690803304595456,798690803304595456,157080718,2016-11-16T00:55:01.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#super,,
Hootsuite,,#SÚPER #PROMO adquiere tu SOAT para auto en Seguros Éxito y lleva bono de gasolina por $15Mil. Compra en: http://someurl,everyone,es,798680794348843009,798680794348843009,330505265,2016-11-16T00:15:14.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Linkis: turn sharing into growth,,Si la #superluna estubo espectacular el #super #sol fue espectacular | #sunset #sun #atardecer... http://someurl,everyone,es,798664552090976256,798664552090976256,54268896,2016-11-15T23:10:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Aratablog,,Corre y salta este 15 de diciembre en Super Mario Run - http://someurl| #super mario run #nintendo #iOS http://someurl,everyone,es,798663042552602624,798663042552602624,2361470131,2016-11-15T23:04:42.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#super,,
Twitter for iPhone,,"Nápoles. Pésima experiencia, cero ganas de regresar. #ojo con su manejo de redes. Mi tuit fue hace 3 semanas !!!! #super #FAIL",everyone,es,798661821477441537,798661821477441537,559094498,2016-11-15T22:59:51.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
dlvr.it,,#Super Mario Run llegará a los dispositivos Apple el próximo 15 de diciembre http://someurl,everyone,es,798661015634223104,798661015634223104,1864451281,2016-11-15T22:56:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,{'place_id': 'c799e2d3a79f810e'},#SUPER #OFFERTA|  #TRAPUNTA+#COORDINATO #LENZUOLA|  SOLO 75 COMPLETI|  #ACQUISTA QUI:|  http://someurl|  #whatsapp 3348713175 http://someurl,everyone,it,798655543430651904,798655543430651904,4870837107,2016-11-15T22:34:54.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter for Android,,Seré el único que ve la #superluna de hoy más #super que la #superluna de ayer..,everyone,es,798614396792619008,798614396792619008,467528608,2016-11-15T19:51:24.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#super,,
Twitter Web Client,,@someuser @someuser #InvitaSíntesis hago un pasito #Super #80s con sus #hits no mas #bluemonda ni #regret tengo #truefaith en ir!,everyone,es,798278214359449601,798614379658809345,516080260,2016-11-15T19:51:20.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,462387213,"[{'type': 'replied_to', 'id': '798278214359449601'}]"
Twitter Web Client,,"#InvitaSíntesis hago un pasito #Super #80s con @someuser #hits, Sin culpa ni lunes azul tengo verdadera fe en este triangulo de amor bizarro http://someurl",everyone,es,798613450700124160,798613450700124160,516080260,2016-11-15T19:47:38.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,"[{'type': 'quoted', 'id': '798278214359449601'}]"
Twitter for Android,,Vamos con la resolucion!| #Super dilo ya!!!| @someuser | #GHDirecto | #EnchufadosAlClub,everyone,es,798610206498365440,798610206498365440,1261715868,2016-11-15T19:34:45.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",#super,,
Instagram,,Super Luna #super #moon #screenprinting #silkscreen #pattern #stamp http://someurl,everyone,es,798607017506209793,798607017506209793,471600806,2016-11-15T19:22:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter for iPhone,,"-Jóvenes, voy a #Super... quieren algo?| -Si, inge... tráiganos algo sabroso. | -Ok. No se diga más... http://someurl",everyone,es,798599398573932546,798599398573932546,2726080639,2016-11-15T18:51:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Facebook,,mí #ColaCao y la #Super #LUNA @someuser #Deseo #Cumplido http://someurl,everyone,es,798597674673065984,798597674673065984,261014212,2016-11-15T18:44:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter for iPhone,,#Sandalia Bianca| #super cancheras@someusero😘 http://someurl,everyone,es,798589786940280832,798589786940280832,1553237562,2016-11-15T18:13:36.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#super,,
Twitter for Android,,#super luna http://someurl,everyone,es,798580342399664128,798580342399664128,797453962018484224,2016-11-15T17:36:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#super,,
Twitter for Android,,"Quien le ha dicho a #Meri que ponga acento Andaluz ? Que mal lo hace 😂😂😂😂😂 .. #Super, dile algo 😏😏. #GHDirecto",everyone,es,798573060349628417,798573060349628417,1055593562,2016-11-15T17:07:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",#super,,
Hootsuite,,Bowl #Super y #Mega Son tres hermanitos que se perdieron en #Lacantina ¿Quieres buscarlos junto a nosotros? #lacantinapty #panama http://someurl,everyone,es,798571661461164033,798571661461164033,771371942628749312,2016-11-15T17:01:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Ads,,#JimyPage las prefiere #super #slinky ... tu cuál usas? http://someurl http://someurl,everyone,es,798571282312798208,798571282312798208,621613494,2016-11-15T17:00:05.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,"MI GENTE BONITA DE TULA, ALLÁ NOS VEMOS EN EL CENTRO COMERCIAL CRUZ AZUL, QUE GANEN EL SUPER, ÁNIMO!!!! #Super Stereo 100.5 FM #sentimental http://someurl",everyone,es,798568285209931776,798568285209931776,387372030,2016-11-15T16:48:10.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 6, 'quote_count': 1}",#super,,
Instagram,,🎩 #Super Luna Barquisimeto 14-11-16 | .| Ayer día especial por ser el cumpleaños de la mujer que... http://someurl,everyone,es,798563875801231360,798563875801231360,762743396,2016-11-15T16:30:39.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
TweetDeck,,"Hoy es #MartesdeTiankis, las frutas y verduras que necesitas para tu despensa están en #SaleVale. ¡Visítanos! @someuser| #Puebla #super http://someurl",everyone,es,798562142890893312,798562142890893312,3077594899,2016-11-15T16:23:46.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter Web Client,,"Siempre genial, siempre #super @someuser http://someurl",everyone,es,798561078896717824,798561078896717824,331868686,2016-11-15T16:19:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 4, 'quote_count': 0}",#super,,
TweetDeck,,¿La #Super @someuser provocó el poderoso terremoto de Nueva Zelanda? http://someurl  @someuser @someuser @someuser,everyone,es,798551786021945344,798551786021945344,14410795,2016-11-15T15:42:36.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#super,,
Twitter for iPad,,#FelizMartes  #Super Luna - INF.de desde los Pinoles.- !Que no le Afectó Mucho....La Luna  Peña..Y No Va Subir Gasolina ni Luz..!!,everyone,es,798547858635059200,798547858635059200,877181312,2016-11-15T15:27:00.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter for Android,,Si te lo perdiste....#super luna http://someurl,everyone,es,798534693025095680,798534693025095680,761368328908791809,2016-11-15T14:34:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#super,,
dlvr.it,,"Por #engañar con los precios, un #súper deberá pagar jugosa #multa http://someurl @someuser http://someurl",everyone,es,798528813223145475,798528813223145475,71719769,2016-11-15T14:11:19.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Facebook,,#Super Luna Verla salir poco ah poco es unos de los placeres mas grande *noche increíble* http://someurl,everyone,es,798523871796359168,798523871796359168,324197910,2016-11-15T13:51:41.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter for Android,,Así amaneció después de la #superLuna el #super trueno y el primer amanecer de jermaine http://someurl,everyone,es,798512830437851136,798512830437851136,141631302,2016-11-15T13:07:49.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#super,,
Facebook,,Volemose Bene! ❤️| #enjoy #radio #radiodoc #onair #instaradio #radioshow #super #amazing #happy #happiness http://someurl,everyone,es,798479393483997184,798479393483997184,282244683,2016-11-15T10:54:57.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Instagram,"{'place_id': '01c93e351e3122fb', 'coordinates': {'type': 'Point', 'coordinates': [-66.78180919, 10.42773322]}}",No es lo mismo una #superluna que un #super #amanecer #sunrise buen día x la mañana temprano #AM... http://someurl,everyone,es,798474071667130368,798474071667130368,55286872,2016-11-15T10:33:48.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Instagram,,La súper luna desde Aragua. | #Moon #Super #Blue #Aragua #EsDeQuesoLaLuna #Encapotao #Luna 🌕 http://someurl,everyone,es,798472871496523776,798472871496523776,71890138,2016-11-15T10:29:02.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter for Android,,En ésta parte del mundo la luna se ve amarilla! #super #yellowMoon http://someurl,everyone,es,798467616859779072,798467616859779072,346140263,2016-11-15T10:08:09.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Twitter for Android,,@someuser #Sorteo #Súper Cesta #cervezas con la mejor #cerveza del mundo @someuser XII ¿Te lo vas a perder? @someuser http://someurl,everyone,es,798459591998717952,798459591998717952,2873659858,2016-11-15T09:36:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,2873659858,
Twitter Web App,,"Después de una noche de #super-luna, espero que tengan un súper-día, + actualidad #AlAire con El Café Mañanero x http://someurl http://someurl",everyone,es,798425118158548993,798425118158548993,191892376,2016-11-15T07:19:16.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",#super,,
Instagram,"{'place_id': '00b19b974fd465ae', 'coordinates': {'type': 'Point', 'coordinates': [-58.70047155, -34.50914994]}}",Super luna. #moon #super @ Malvinas Argentinas http://someurl,everyone,es,798423850518269952,798423850518269952,1867151299,2016-11-15T07:14:14.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 1}",#super,,
Twitter Web App,,"Después de una noche de #super-luna, espero que tengan un súper-día, + actualidad #AlAire con El Café Mañanero x http://someurl",everyone,es,798423768070836224,798423768070836224,191892376,2016-11-15T07:13:54.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
dlvr.it,,Impresionantes imágenes de los #Alpes nevados iluminados por la #Super#Luna de esta noche !!! (fotos/webcams... http://someurl http://someurl,everyone,es,798408481380429824,798408481380429824,3233320990,2016-11-15T06:13:10.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Instagram,,Súper luna 2016| #super #luna #2016 #cosmos #satelite #natural #planeta #tierra #superluna http://someurl,everyone,es,798407789634875392,798407789634875392,209939048,2016-11-15T06:10:25.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
Instagram,,Super Luna| #super #superb #moon #luna #gorgeous #alejandrofernandezphoto... http://someurl,everyone,es,798401560963325952,798401560963325952,4798351721,2016-11-15T05:45:40.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",#super,,
