source,public_metrics,geo,author_id,text,id,conversation_id,lang,reply_settings,created_at,search_query,in_reply_to_user_id,referenced_tweets
Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,350693138,SOA SOA SOA SOA SOA SOA SOA SOA SOA #Yay #Pumped,266012713786957825,266012713786957825,pt,everyone,2012-11-07T03:02:27.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",,262934398,Obama2012. #pumped,265534383228850176,265534383228850176,und,everyone,2012-11-05T19:21:45.000Z,#pumped,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,112017759,Made Canada games Core Team !! #pumped,265221678429261825,265221678429261825,pt,everyone,2012-11-04T22:39:10.000Z,#pumped,,
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,852740407,Mississsaaaguuuuaaa<3 #pumped,265194278316277760,265194278316277760,pt,everyone,2012-11-04T20:50:17.000Z,#pumped,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,433870853,Denver Broncos Denver Broncos Denver Broncos Denver Broncos #truefan #1fan lets go baby #pumped,265163042076106752,265163042076106752,pt,everyone,2012-11-04T18:46:10.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,150482692,LETS GO BANGOR! #pumped,265097158649319424,265097158649319424,pt,everyone,2012-11-04T14:24:22.000Z,#pumped,,
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,140576566,@someuser ahahha ok man #pumped,264914996889272320,264710714445410304,tl,everyone,2012-11-04T02:20:31.000Z,#pumped,627750371,"[{'type': 'replied_to', 'id': '264710714445410304'}]"
iOS,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,290861436,INDOOR INDOOR INDOOR. #pumped #valleystyx #firstpractice,264826575042785280,264826575042785280,nl,everyone,2012-11-03T20:29:10.000Z,#pumped,,
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,415054702,G1 CERTIFIED #YESSSS #PUMPED,264469983239749632,264469983239749632,pt,everyone,2012-11-02T20:52:12.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,424534674,Leant dem vadaaaaaas #pumped,264220127816454144,264220127816454144,pt,everyone,2012-11-02T04:19:22.000Z,#pumped,,
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,262526570,$2 booritos @someuser #Halloween #PUMPED,263780553554288642,263780553554288642,pt,everyone,2012-10-31T23:12:39.000Z,#pumped,,
Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,395667184,Sergio!!!!!!!! #spanishperson #pumped #spanishexchange,263715527262879747,263715527262879747,pt,everyone,2012-10-31T18:54:15.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,322047362,Senior #halloween #pumped 🎃👻😊,263568248749060096,263568248749060096,pt,everyone,2012-10-31T09:09:02.000Z,#pumped,,
Twitter Web Client,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,149009268,SOA SOA SOA SOA SOA SOA SOA SOA SOA SOA SOA SOA SOA SOA SOA SOA SOA SOA SOA SOA SOA SOA SOA SOA SOA SOA SOA SOA SOA SOA SOA SOA SOA #pumped,263460321035960320,263460321035960320,pt,everyone,2012-10-31T02:00:10.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,70792509,Concertino #pumped #awesome,263406263856164864,263406263856164864,es,everyone,2012-10-30T22:25:21.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,578592074,DEFENSE #pumped #wegotthis #10seconds #giantslife,262701925391278080,262701925391278080,pt,everyone,2012-10-28T23:46:34.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,444042996,hello Columbus. #pumped #timetogetstarted,262337716522479616,262337716522479616,en,everyone,2012-10-27T23:39:20.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,906594248,T-Minus 50 minutes until the Joe Moreira seminar! #pumped,262239725191049217,262239725191049217,pt,everyone,2012-10-27T17:09:57.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,394293952,@someuser tomoroooooo!:))))| #pumped,262017906093731840,262017906093731840,es,everyone,2012-10-27T02:28:31.000Z,#pumped,508906982,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,190472767,Eu queria dança #pumped #DUBSTEP,261813594801463296,261813594801463296,pt,everyone,2012-10-26T12:56:39.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,750537398,@someuser ditto! #PUMPED #impatient,261664285405618176,261616445060939776,it,everyone,2012-10-26T03:03:21.000Z,#pumped,373757768,"[{'type': 'replied_to', 'id': '261663451859001344'}]"
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,390511965,BOA ATLANTA SATURDAY. #pumped #exited #ready #toomanyhashtags #wecandoit,261626589626904577,261626589626904577,pt,everyone,2012-10-26T00:33:34.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,450258892,@someuser concert! #pumped #blackrose #joyfulnoise,261612622800117760,261612622800117760,es,everyone,2012-10-25T23:38:04.000Z,#pumped,20985527,
Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,179738469,@someuser Hehehehe #Pumped,261569167705116673,261568335035109376,tl,everyone,2012-10-25T20:45:23.000Z,#pumped,374203070,"[{'type': 'replied_to', 'id': '261568335035109376'}]"
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,118887573,Ufc 155 bitches #pumped,261526340954628096,261526340954628096,pt,everyone,2012-10-25T17:55:13.000Z,#pumped,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,196206900,@someuser No maam!! #pumped,261184509473607680,261183214356398083,pt,everyone,2012-10-24T19:16:54.000Z,#pumped,289680267,"[{'type': 'replied_to', 'id': '261184372584095744'}]"
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,249491837,SOA Time!!! #pumped,260923125808656384,260923125808656384,pt,everyone,2012-10-24T01:58:15.000Z,#pumped,,
Twitter SMS,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,622370647,@someuser concert!!!!!!!!<3 #pumped #sexiibeast,260880182360043520,260880182360043520,es,everyone,2012-10-23T23:07:37.000Z,#pumped,27260086,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,533807133,Concert #wooooo #pumped,260862244047433728,260862244047433728,es,everyone,2012-10-23T21:56:20.000Z,#pumped,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,358857433,Crim 2260 #letsgo #pumped,260662869107015681,260662869107015681,pt,everyone,2012-10-23T08:44:05.000Z,#pumped,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,297443634,Helllooooo Instagram #firstpost #pumped !! http://someurl,260458428248510464,260458428248510464,pt,everyone,2012-10-22T19:11:43.000Z,#pumped,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,376604523,23 minutes tell vacaion! :) #pumped,260340362701324289,260340362701324289,pt,everyone,2012-10-22T11:22:34.000Z,#pumped,,
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,850194919,Camp tmo #PUMPED,260211547878592514,260211547878592514,en,everyone,2012-10-22T02:50:42.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,709402122,“@someuser #NRG2013TOUR LA doe😏 #pumped”| | #CanadaNeedsNRGTour Canada Doe...,260134550536077315,260134550536077315,pt,everyone,2012-10-21T21:44:44.000Z,#pumped,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,716338856,😱🔥🙏 #dmx #xgongiveittoya #pumped #gym  @ UFC Gym Concord http://someurl,260123037758791680,260123037758791680,en,everyone,2012-10-21T20:58:59.000Z,#pumped,,
Samsung Mobile,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,460587531,Taco Colima #pumped,259741647162732544,259741647162732544,es,everyone,2012-10-20T19:43:29.000Z,#pumped,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,335692143,Lazertag #pumped #cantwait #immashootyoass,259724236191567872,259724236191567872,en,everyone,2012-10-20T18:34:18.000Z,#pumped,,
Instagram,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,35869728,2013 MANTRA. #newyear #newvisions #newgoals #motivated #driven #excited #planning #creative #pumped #rachael http://someurl,259606816235855873,259606816235855873,es,everyone,2012-10-20T10:47:42.000Z,#pumped,,
Twittelator,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,14679456,Preconcert... #Pumped #CommonMan http://someurl,259420251110903808,259420251110903808,es,everyone,2012-10-19T22:26:22.000Z,#pumped,,
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,415784485,Maldives #ohjesus #cantwait #pumped #barewaves,259394794730713088,259394794730713088,lv,everyone,2012-10-19T20:45:13.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,330069989,S/O to @someuser #PUMPED😝,259393073048592386,259393073048592386,pt,everyone,2012-10-19T20:38:22.000Z,#pumped,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,475356342,"@someuser @someuser Dos Santos and Velasquez, #ohfuckya #pumped",259024283177725952,259022655183790081,es,everyone,2012-10-18T20:12:56.000Z,#pumped,537800247,"[{'type': 'replied_to', 'id': '259024071990317056'}]"
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,402257277,Ace Ventura! #hilarious #pumped,258976982409293824,258976982409293824,pt,everyone,2012-10-18T17:04:58.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,880925466,@someuser haha ok #PUMPED!!!,258954783929552896,258947997973499905,tl,everyone,2012-10-18T15:36:46.000Z,#pumped,105999119,"[{'type': 'replied_to', 'id': '258954641440649216'}]"
Twitter SMS,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,69776403,#Timeflies concert! #pumped,258737977889525760,258737977889525760,es,everyone,2012-10-18T01:15:15.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,419193515,Cbbc til 330 &servicom #job #pumped,258534480095100928,258534480095100928,pt,everyone,2012-10-17T11:46:38.000Z,#pumped,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,109675815,@someuser hehe :) #loveyoutoo #pumped #bestfriend ♥,258368900708835328,258294825365938176,tl,everyone,2012-10-17T00:48:40.000Z,#pumped,436829728,"[{'type': 'replied_to', 'id': '258294825365938176'}]"
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,381006146,Defense #lockdown #pumped,257580644832534529,257580644832534529,pt,everyone,2012-10-14T20:36:26.000Z,#pumped,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,355953700,Bombbbb seats @someuser #circus #pumped  🐘🐯🐴🐒🎉🎈🍭 http://someurl,257579474701398016,257579474701398016,en,everyone,2012-10-14T20:31:47.000Z,#pumped,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,270632752,Tornado sirens! #pumped,257556574564909057,257556574564909057,es,everyone,2012-10-14T19:00:47.000Z,#pumped,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",{'place_id': '8e7819a4c1852d78'},627806637,@someuser Stratos!!!!!!! #LETSGO #PUMPED,257503727177564161,257503727177564161,es,everyone,2012-10-14T15:30:47.000Z,#pumped,17540485,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,163981991,@someuser concert!!!! #pumped #macmiller,257281665242628096,257281665242628096,es,everyone,2012-10-14T00:48:23.000Z,#pumped,23065354,
Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,364581927,NASCAR #pumped,257276866770124800,257276866770124800,pt,everyone,2012-10-14T00:29:19.000Z,#pumped,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,876749600,@someuser @someuser AHHAHA YA #pumped #haha,257179208466448384,257177432447131648,tl,everyone,2012-10-13T18:01:16.000Z,#pumped,812425224,"[{'type': 'replied_to', 'id': '257178860427292672'}]"
Twitter for Mac,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,66009619,"Jam hj vai fritar, é nois #bmx #pumped",257066465327460352,257066465327460352,pt,everyone,2012-10-13T10:33:16.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,163907787,@someuser concert!! #pumped #favoriteartist #finally,256903685047721984,256903685047721984,es,everyone,2012-10-12T23:46:26.000Z,#pumped,17581754,
Twitter SMS,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,357107320,Go UMASS!!!! #Hockeytime #letsgoo #pumped,256893204564164608,256893204564164608,pt,everyone,2012-10-12T23:04:47.000Z,#pumped,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 3, 'quote_count': 0}",,394266767,#homecoming#escort @someuser #pumped #goraiders #beattr #hashtags,256892292932198401,256892292932198401,pt,everyone,2012-10-12T23:01:10.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,282869150,Ivanhoes #nomnom #pumped,256871648173629441,256871648173629441,pt,everyone,2012-10-12T21:39:08.000Z,#pumped,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,106552160,@someuser aha hum babe #pumped #nolineforyoubaud,256608803213172737,256606740907433984,pt,everyone,2012-10-12T04:14:40.000Z,#pumped,609388187,"[{'type': 'replied_to', 'id': '256606740907433984'}]"
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,492118922,"jobros concertt , #pumped",256518969136136192,256518969136136192,pt,everyone,2012-10-11T22:17:42.000Z,#pumped,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,625859617,Concert! (: #sidewalkprophets #francesabattistelli #pumped,256512628040548352,256512628040548352,es,everyone,2012-10-11T21:52:30.000Z,#pumped,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,92984752,BADADADADADADADADADADA!!!! #pumped #sexcited #IMPROV 2 HOURS AWAY,256484852503834627,256484852503834627,pt,everyone,2012-10-11T20:02:08.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,413497856,@someuser haha #pumped haha,255830973567102977,255828689525293056,tl,everyone,2012-10-10T00:43:51.000Z,#pumped,762959353,"[{'type': 'replied_to', 'id': '255830763482787841'}]"
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,424585268,Lupe Fiasco Floor Ticket! #Pumped http://someurl,255782937658806272,255782937658806272,pt,everyone,2012-10-09T21:32:59.000Z,#pumped,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,280291369,Paula Deen @someuser #pumped #FNCE,255666135998017538,255666135998017538,pt,everyone,2012-10-09T13:48:51.000Z,#pumped,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,288001298,Anderson Silvia ♥♥♥♥♥♥♥ UFC 153 #pumped,255559605566980097,255559605566980097,pt,everyone,2012-10-09T06:45:32.000Z,#pumped,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,136117237,@someuser concert. @someuser @someuser #pumped,255049408540975104,255049408540975104,es,everyone,2012-10-07T20:58:12.000Z,#pumped,20985527,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,380678383,IU tomorrow. 😁⚾👍 #pumped,254783276655443969,254783276655443969,en,everyone,2012-10-07T03:20:41.000Z,#pumped,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,146668595,Mercy Me Concert !!! #MercyMe #withmyroomie #yeayea #pumped,254763942096809984,254763942096809984,fr,everyone,2012-10-07T02:03:51.000Z,#pumped,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,613726014,Nacho grande #pumped,254724462870687744,254724462870687744,pt,everyone,2012-10-06T23:26:59.000Z,#pumped,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,129943020,Pre-concert #pumped http://someurl,254705368146522112,254705368146522112,pt,everyone,2012-10-06T22:11:08.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,397656935,#UCHOMECOMING parade! #pumped #GoBearcats!,254646745118695424,254646745118695424,pt,everyone,2012-10-06T18:18:09.000Z,#pumped,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,104641640,off to da aeroport!! #pumped,254561636986273792,254561636986273792,es,everyone,2012-10-06T12:39:58.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,415859635,Portage Central Invite! #wishusluck #pumped #gobears #stjoe #freshies,254528072127246337,254528072127246337,fr,everyone,2012-10-06T10:26:35.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,179208939,Nba2k13!!!| #pumped,254409686806327296,254409686806327296,lt,everyone,2012-10-06T02:36:10.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,426340240,Cabelas 🐂🐐🐠🐄🐑🐗🔫🎣 #PUMPED,254380168867610624,254380168867610624,pt,everyone,2012-10-06T00:38:53.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",,385204448,@someuser concert #tomorrow #excited #pumped #gonnaloosemymind,254081987374088192,254081987374088192,es,everyone,2012-10-05T04:54:01.000Z,#pumped,27260086,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,324242642,RCA studio B. #musicrow #pumped,254052901352267776,254052901352267776,pt,everyone,2012-10-05T02:58:26.000Z,#pumped,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,403785305,#Columbus parade tmmro :) #Pumped!,254042920750026753,254042920750026753,nl,everyone,2012-10-05T02:18:46.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,227535867,@someuser | #pumped. @someuser  concert! http://someurl,253912765318696961,253912765318696961,es,everyone,2012-10-04T17:41:35.000Z,#pumped,102162098,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,531679543,Bachelor Canada #finally #pumped,253665613589929984,253665613589929984,pt,everyone,2012-10-04T01:19:29.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,489614930,Made Bantam AAA #pumped #falconhockey,253580252880703489,253580252880703489,pt,everyone,2012-10-03T19:40:18.000Z,#pumped,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,159721885,SOA in 20 #pumped,253308671596044290,253308671596044290,in,everyone,2012-10-03T01:41:08.000Z,#pumped,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,602188397,bantam A #finally #pumped,253297265442160642,253297265442160642,in,everyone,2012-10-03T00:55:48.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,445812259,NBA 2K13 >>>>>>>>>> #pumped,253248359035445248,253248359035445248,lt,everyone,2012-10-02T21:41:28.000Z,#pumped,,
Instagram,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,40162934,#banderaenalto #AbertodoBrasil #Brasil #blessed #lovingit #pumped #pgalatinoameric  @ São Fernando Golf Club http://someurl,253246533678538752,253246533678538752,pt,everyone,2012-10-02T21:34:13.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,341810813,G2 certified #pumped,253222073013526528,253222073013526528,pt,everyone,2012-10-02T19:57:01.000Z,#pumped,,
Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,410902147,Aquatica :D #biggestwaterpark #pumped,253125779611844608,253125779611844608,pt,everyone,2012-10-02T13:34:23.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 2, 'quote_count': 0}",,628680477,Game time mofos #pumped #bitches,252864347775315970,252864347775315970,pt,everyone,2012-10-01T20:15:33.000Z,#pumped,,
Twitter for iPad,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,805782612,Capita horescope #tomarrow @someuser #pumped,252581280955375616,252581280955375616,pt,everyone,2012-10-01T01:30:44.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 1, 'quote_count': 0}",,764106776,T minus 24 hrs @someuser | #pumped #inCaseWeDie,252470772776464384,252470772776464384,pt,everyone,2012-09-30T18:11:37.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,541837536,N. E. R. V. O. U. S.. #pumped #igotthis,252391683428335616,252391683428335616,pt,everyone,2012-09-30T12:57:21.000Z,#pumped,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,512399466,TD TEXAS!!!!! \m/ #pumped #winning,252246239742136322,252246239742136322,in,everyone,2012-09-30T03:19:24.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,348035840,TD Cards. #pumped #CardNation,252240216776142848,252240216776142848,pt,everyone,2012-09-30T02:55:28.000Z,#pumped,,
Twitter for Android,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,502060473,Sergio #pumped #Rydercup,252087169714380800,252087169714380800,pt,everyone,2012-09-29T16:47:19.000Z,#pumped,,
Twitter for Android,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,540422264,BOA DENTON #pumped,252029100783435776,252029100783435776,pt,everyone,2012-09-29T12:56:34.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,538155814,@someuser Okok| #Pumped,251862534552969216,251860998640791552,in,everyone,2012-09-29T01:54:42.000Z,#pumped,409668721,"[{'type': 'replied_to', 'id': '251862043387375617'}]"
Twitter for BlackBerry®,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,544656844,Made aaa #pumped,251702154576945152,251702154576945152,en,everyone,2012-09-28T15:17:24.000Z,#pumped,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,278304067,canada in a month. #pumped! (:,251525544049508352,251525544049508352,pt,everyone,2012-09-28T03:35:37.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,537540455,@someuser @someuser teeheeee haha #Pumped,251516848921776130,251516276697088000,tl,everyone,2012-09-28T03:01:04.000Z,#pumped,423018448,"[{'type': 'replied_to', 'id': '251516651458158592'}]"
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,435403158,@someuser concert!!! 😃 #pumped @someuser @someuser,251473317700194304,251473317700194304,es,everyone,2012-09-28T00:08:05.000Z,#pumped,206435365,
Twitter SMS,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,343050433,Parade 💗💗💗💗 #pumped,251440991792427009,251440991792427009,pt,everyone,2012-09-27T21:59:38.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,554080386,Warrior pt 2 - eminem #pumped,251144960164888576,251144960164888576,pt,everyone,2012-09-27T02:23:19.000Z,#pumped,,
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,379321071,Moto 4 #imready #pumped,251122960197365760,251122960197365760,in,everyone,2012-09-27T00:55:54.000Z,#pumped,,
Twitter Web Client,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",,299312070,criminal minds premeire. #pumped,251117161798582272,251117161798582272,pt,everyone,2012-09-27T00:32:51.000Z,#pumped,,
Twitter for Android,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}",,441155424,@someuser VOLCANO MODEEEEE!!!!#PUMPED,250818484534132737,250816652042711040,pt,everyone,2012-09-26T04:46:01.000Z,#pumped,348731264,"[{'type': 'replied_to', 'id': '250817989052608512'}]"
Twitter for iPhone,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}",,325235359,Criminal minds criminal minds criminal minds ! #pumped,250777062380539904,250777062380539904,ca,everyone,2012-09-26T02:01:25.000Z,#pumped,,
